,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0296491024333417,0,0.843768770034535,-0.00128402576574122,-0.198632159182068,0,0.0843082923525184,0,0.0435845106298118,-0.0142120144156413,0,0.032325291272014,0,0,0,0,0.0574899098283082
ETH,0,0,0.341061135910807,0,-0.0422715071056816,0.169047906348016,0.430240714705526,0,0,0.199338811846783,0.0495965144162256,-0.0119738592711664,-0.474033558354039,0,0.231560457882415,0,0,0.178003866689899
XRP,0.177351597555039,0.0931625705653625,0,0,0,0,-0.150910322567063,0,0,0.280559148088247,-0.0978849259372773,-0.035456295498017,0,0,0,0,0,-0.11942718472864
LTC,0.735749939422654,0,0,0,0,-0.0232795001524848,0.0937803373798518,0,0,-0.0475429137845088,-0.00285692109698571,0,0,0,0,0,0,-0.0283192259915992
ETC,0,0,0.31145299313523,0,0,0.102069079439041,0,0.229481616654758,0,0,0.0102979237795311,0,0.251587391696582,0,0,0,0,0
XMR,-0.595440787200032,1.09894493870829,0,0,0.00585880288776251,0,0,0,0,-0.236850653069064,-0.100304147238307,-0.024032864010753,0.10492262265242,0,-0.25951426523769,0,0,-0.127173646473424
DASH,0,0,-0.261995360911626,0,0.0289233441291794,0.287946831815262,0,0,0,0,-0.0737785626031917,-0.0705755972877486,0,0,0,0,0,0
XEM,0,0,0.427971669530312,0,0.151350343331316,0.205823125664487,0,0,0,0,0.0715097610776932,-0.0306685323046931,0,0,0,0,0,-0.032231196138122
DOGE,0,0,0,0,0,-0.054374685196817,0,0,0,0,0,-0.00851102987363021,0,0,0,0,0,0
XLM,0,0.338230194644459,0.516247587244166,-0.440219934873555,0.171288926373514,6.93889390390723e-18,-0.167691972315451,1.38777878078145e-17,0,0,0.0114336737556461,-0.00541475423199857,0.171968403175284,-1.11747048945134,0.223060911818189,0,0,-0.00474308837433799
NEO,0,0,0,0,0,0,-2.67138360069153,0,0,-0.46427082305746,0,0.119811028123863,0,0,0,0,0,0.529392975035141
ZEC,0,-0.262306243052861,0,0,0,0,-3.30615713381203,-0.70291036840842,0,0,-0.101108938706869,0,-0.931362314782899,0,0,0,0,-1.74758070724374
DGB,0,-0.719065612761558,0,0,-6.93889390390723e-18,0,0.491103046101032,0,0,0.265666325905617,0,-0.0230086039083182,0,0,0,0,0,0
BV010082.Index,0,0,-0.00631174943886453,0,0.0241515005450741,0.0635035230873829,0.0456144246064625,0.0385182296904982,-0.294968690335516,-0.100671383083307,0.0193352208371693,0.00225937723563061,-8.67361737988404e-19,0,-0.0683533304610381,0,0,-0.0137833596424652
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00290814709300808,0.00245378435386704,0.00884007662860167,0.00433343576429725,0,0.00384754597671228,0.0273050503719142,0,0,0.000631305612357413,0.00143754081051313,0,0.0735337007080031,-0.0440598443562961,0,0,-0.0236925825516128
SPX.Index,0,-0.0253718705881249,0.0128943789901359,0,4.33680868994202e-19,-0.0151393464983863,0.0111854930491154,0.038561678793316,0,0,0.00603526934859446,-0.000196874460979096,0,0,-0.0351639420499765,0,0,-0.0302649174826628
VIX.Index,0,0,0,0,0,0,0,0,0,0,0.020164280683854,-0.0248955172535305,-0.201057131931451,0,1.64128668782716,0,0,0
