,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0989016876978148,0.150127956722049,-0.573711705284454,0.113882384883265,-0.185974040807058,4.33680868994202e-19,-0.0717283289411056,0.539180907923146,0.252468344841749,0.00137037293126681,0,0.094796542668146,0,0,0,0,0
ETH,0,0,0.0809082762995855,-0.142324168194271,0.179444788962695,0,0,0.127063667723278,0.107636305407136,0.0270633510370798,0,0,0,0,0,0,0,0,0,0
XRP,-0.187287061696296,0.167980303438324,0,-0.555773782290713,0,0,-0.68019554508689,0.501291288814672,0.863772440428469,0,0,0,0.0416032299174397,0,0.266525866269253,0,0,0,0,0
BCH,0,0,-0.108553872573156,0,-0.160752886704516,-0.123735937471679,-0.211835065138668,0.28744722020101,0.117116653937976,0,1.09404380043587,0,0.0308114915457003,0,0,0,0.547177379911391,0,0,0
LTC,0,0,0.0386435357317268,-0.324736478950523,0,0.00498936049316736,0,0.184648679973859,0.422702276360262,-0.461269502406475,0.647125005743176,0,0.024127416841729,-0.160436637764146,0.289966531519871,0,0,0,0,0.478501982372611
DASH,-0.24983321172808,0.213584525584425,0.0131136217009268,0.148392752157039,0.129288339148126,0,0,0,0.0870259005846221,0.118841198038673,0,0.105136997809694,-0.0198233090821069,0.106014699413463,0.220553409362728,0,0,0,0,0
XEM,0,0.365766994037908,-0.386726382645985,-0.269817370110189,-0.0401715735545978,0.118435018024329,0,0,0,0.217296320775684,0,0.0248288729034325,0.0604861213694046,0.00906419384117714,0.271806129799063,0,0,0,0,0
NEO,-1.22969651532786,0.0577589695863444,-0.120462909256283,0.566630301482697,0.173643276402109,0,1.0842021724855e-19,0,0,-0.295884202941898,0,0.307647554846113,0.104110154914629,0.431172424633695,0.189913276549159,0,0,0,0,0
XMR,0.411747939811852,0.377674376820084,0.0341113857544233,0,0.0237507075468265,0.220235228322897,0.0609977345125286,-0.0730136854045228,0,0.216055511390111,0,0,-0.0109934040551032,0.265385495948849,0.010492838414536,0,0,0,0,0
MIOTA,-0.461736375098957,0,0,0,-0.314528418692342,0.115801760615777,0.0763136599777046,0.047621343804834,0,0,0,0.181622412098517,0.101010586700424,0,0.379259804602345,0,0,0,0,0.618480783313606
ETC,0,0,0.0553268698969475,0.17045005951623,0.0563591119452204,0.0481017081060742,0,0,0.223521926452202,0,0,0,0,0,0.0575819191293641,0,0,0,0,0
ADA,2.76782793690634,0,-0.20958215862822,0.147460089321228,0,0.810322753960686,0,0.439787511856854,0,0.0073141425841774,-2.2829251472139,0,-0.085525575158368,-0.100852049994662,0,0,1.48948620133133,0,0,0.301849620732654
XLM,0,0,0.457901946349539,0.939632595387742,0,0,0,0.750794416382595,0,0.621319869347324,0,-0.377586238317818,0,0,0,0,0,0,0,0
ZEC,0,0.446667811047124,-0.142108826790603,0.163211515350662,-0.0416443835849839,0.206187468493136,0,0,0.481437242001367,-0.0709527873794076,0,-0.0981689511316105,0,0,0.244066980954356,0,0,0,0,0.363278123318241
EOS,0,0,0.210142268614935,0.167739517674685,0.128884003010136,0,0,0.0659001358699465,0,0,0,-0.0289786379899533,0.0233679085975691,0,0,0,0,0,0,0
BV010082.Index,0,0.0464042813528932,-0.0196396103737256,0,-0.13737619063742,0,-0.0331819420113912,0.012937152263806,-0.122134946356085,0,0.161356908604872,-0.00706707080896019,-0.000160573314373942,0.0403449971012646,0.0694583845058211,0,-0.1318718499527,0,0,0.0284259247998338
CVIX.Index,0,0,0.034214938526155,0.047070993197022,0,-0.352155820396385,0,0.0472066763295029,0,-0.0152678768166953,0,0.0760540559014037,0,0.0865738664895828,0.0476764031860453,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.00638150943409062,0,0,0,0,0,0,-0.00966796705863601,0,-0.00349091424721634,-0.0147308771869024,0,0,0,0,0
SPX.Index,0,0,-0.0110518046138162,-0.0224808981449673,-0.00878589903135208,0,-0.012912923996139,0.00532894726640974,0,-0.000583270359434177,0.0596273067572912,-0.00887197300159968,-0.000630367407198861,0,0,0.0141193396683289,0,0,0,-0.0137443096211688
VIX.Index,0,0,0.0579593812947291,0,-0.0919845953146988,0,0,0,0,0,0,0.0290400238259341,0,0,-0.141468306918187,0,0,0,0,0
