,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.130693821256476,0.128063080092066,0,0.0445985015124012,0,0.0202691874859255,0.206112382792199,0.0330168467083745,0,0.0307216914885907,0.115693543440232,-0.17309781769925,0,0,0,0,0,-0.0308857276704335
ETH,0,0,0.155466751181922,0,0.482956746174061,0,0,0,0,0.0386754707680849,0.0582254060941549,0,0.0670943920836322,0,0.0175967396410918,0,0,0,0,0
XRP,0,0.357331177030118,0,-0.0598421637611079,0.0733103979532665,0,0.351004726041798,0,0,0,0,0,0.0761174126936054,0.0336768697549557,0,0,0,0,0,0
LTC,0,3.46944695195361e-18,0,0,0.205177535286622,0,0,0.0891693670060388,0,0.0998913227164231,0,0,0,0.0292147972092106,0,0,0,0,0,0
ETC,0,0.34098602440229,0.0682430538485631,0.208303560770579,0,0.193127455816995,0.0319343671937166,0.0431823581798413,0.0551091027975521,0,0,0,0,-0.231126540840815,0,0,0,0,0,0
DASH,0.564580445046266,-6.93889390390723e-18,0,0.11331968255389,0.0201969422332182,0,0.0582176236175149,-0.0730459643635161,0.311237837052113,0,0,0.218266807989638,-0.0955854701708584,0,0.0814127235805495,0,0,0,0,0.191223406577098
XEM,0,0,0.209170286700397,0.497867632660247,0.17700855173696,-0.159962027311746,0,0.154857300669806,0.505846420452381,0.0899254769227717,-0.838056342891748,0.0529461517089704,0,0.352582659374573,-2.16840434497101e-19,0,1.33804563872171,0,0,0.289386116411969
MIOTA,0,0,0,0.084044658801114,0,0,0,0,0,0,0.0729822175555966,0.617177239433449,0.158506374425854,0.348803986189791,0.153273698438664,0,0,0,0,0
XMR,0,0.105481345280933,0.0820084172359766,0,0,0.220746423754551,0.106023954869721,0.0457595211612019,0,0.0363249575564332,0,0,0.130752119964899,0.0855363842819839,0,0,0,0,0,0
EOS,0,0.579693050456337,0,-0.469427456770204,0,0,0.240733276292732,0,0,0,0,0.152693038620428,0,0,0.454858131375098,0,0,0,0,0
ZEC,-0.422721054866913,0.451631276330616,0,0,0.144148333256658,0,-0.232291525682882,0.204734313402372,0,0.0781768662934226,0,0.0518584588995519,0.112097617700728,0.206904806664521,0,0,0,0,0,1.73472347597681e-18
NEO,0,0,-0.112498556273616,0,0,0.516864899556424,-0.0520784021283061,0.297536552873227,0,0.0377912372756434,0.116365458238863,0,0,0,0,-1.12290508748225,0.668188118894288,0,0,-0.381067235332739
DOGE,0,0,0.669043955749029,0,0,0.118760682905279,0.0210078947394111,0.033343269521792,0,-0.066096908217156,0,0.0905462257616404,0,0,0.0987629152174337,0,0,0,0,0
XLM,0,0,0,0,0,0.307568124949686,0.0761026770597633,0,0.21363027759319,0,0,0.0422459429551083,0.061280576560257,0,0.344839329524012,0,0,0,0,0
DGB,0,0.0802266982032471,0,0,0,0,0,0.136296084848128,0,0.0525804866700206,0.286219104263031,0,0.131550761652398,0.444467273693373,0,0,0,0,0,0
BV010082.Index,0,0.0370849157075083,0,0.0746027418289646,-0.00825413311361254,0,0,0.0147479000514292,0,0,0,-0.0577031536711773,0,0,-0.0211123173243395,0,0,0,0,-0.000377855872561146
CVIX.Index,0,-0.13764968045662,-0.0748019555322579,-0.0945094707224402,0.0292255776288369,0,0.110320092237218,-0.0546862039074997,-0.00863049154485366,0.0055878972752088,0.18049340313084,0.105111983175388,0.110417328473755,-0.074149880479146,-0.0445519003821243,0,0,0,0,0
DXY.Curncy,0.00794936882538155,0.0117745365415581,0,0.0216792178822678,0.00471210990243155,0,0,0.00154944831776932,0.0117875716020981,0.000623877739806455,0,-0.0281744718186213,0,-0.0145319792850982,0,0,0,0,0,-0.0373747639351001
SPX.Index,0,0,0,0,-0.00751828452124116,0,0,0.00114268676965922,0.00255964411738313,0.000182154080589082,0,0,0,0,0,0,0,0,0,-0.0622317360557334
VIX.Index,0,0,0,0,0.265886759200498,0.141417756060685,0.170265223475948,0,0,0.0194414188686116,0,-0.371835405809077,0,-0.202500087576323,0.0632605252555102,0,0,0,0,0
