,BTC,ETH,BCH,XRP,BTG,LTC,DASH,MIOTA,XMR,NEO,ETC,XEM,EOS,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.07922470686756,0.805821254546283,-0.0107544012319282,1.73472347597681e-18,-0.173181045014206,0.276610758047684,0,0,-0.202574974421444,-0.232594723154353,0,0,-0.00765933641705133,-0.639245892830276,0,0,0,-0.204541150873881
ETH,0,0,0,0,0,0,-1.0842021724855e-19,0,0.158397494144752,0,0,0.115266709697309,0.160046690292817,0,0,0,0,0,0,0
BCH,-0.882757285421816,-0.436921581159272,0,-1.79414378538457,0.310076520544568,0,0,0.219110342281345,-0.0957207921691319,0.557789546576536,0,0,0.384586016416734,-0.307458959629864,0,0,0,0,0,0
XRP,0,0,-0.0179735378715842,0,0,0.304615186006613,-0.0870334517404152,0.0626453800330065,0.0188108038455647,0.0656644954900694,0,0,0.0338622520737592,-0.0429334576952058,0,0,0,0,0,0
BTG,0,0,1.29956304995016,0,0,1.56049026627934,-0.246725526117426,0.798717475955808,0,0,0.361498817525649,0,-0.826984604973518,0.142680584097746,0,0,0,0,0,0
LTC,0,0,-0.159056641507788,0,-0.0149196685391769,0,0.0492021881188081,0.0491334007189804,0,0,0.27597761974165,0.213099438493293,-0.0879332597820422,0,0,0,0,0,0,0.024684043217746
DASH,0,0,0,0,0.0194747792212164,0,0,0,0.354981424455484,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0549199571147483,0,0.483705952430967,0,0.017264163235937,0,0.12839043732735,0.357101233562328,0,0,0,0,0,0.53214301587605
XMR,0,0,-0.0614651421794173,0,0.0142352651369448,0,0.145288611944672,0.0318800654943418,0,0.225720173834658,0,0.467161362531743,0,0,0,0,0,0,0,-0.106328540005972
NEO,0,0,0.35475334638763,0,-0.17296114042737,0.632899197254167,-0.286555097361861,0,0.617413269125512,0,-0.222450302213126,0,0.254316630997509,0.303351752838987,-0.316461181883995,1.20444650599759,0,0,0,0
ETC,0,0,0.00880242536716344,0,0.140830071451216,0,-0.341621261937368,0,0,0.0841293399269067,0,0,0.100910884923147,0,0.0549197123080113,0,0,0,0,0
XEM,0,0.400287198634324,-0.082502497387974,0,0,0,0,0.100436574255983,0.0429582567499437,0.10913663359164,0,0,-0.0129056107828684,0.130952746614624,-6.93889390390723e-18,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0.265510666173608,0.00150432504226003,0,0,0.211971764421524,0,0,0,0,0,0
ADA,0,0,-0.0918897717740052,0,0.0511658018258655,0.221994096634487,-0.0317046892734734,0.0291025892105834,0,0,0,0.45601730639059,0,0,0.261700908981845,0,0,0,0,0
XLM,0,0,-0.0463282550442479,0,0,0,-0.0862422239398263,0,0,0.0331925576699535,0,0.087814383975574,0.321437612495236,0.484244439387161,0,0,0,0,0,0
BV010082.Index,0,-0.0472681372417772,-0.0231092410842574,0,0.00487287369394234,0,0.0209195582697768,0.0236504139040886,0,0.0566633398633058,0.0361087913527512,0,0.00833005403939583,-0.0797167577003759,0.0438251060007247,0,0,0,0,0
CVIX.Index,0,0,0,0,-0.013082468469458,0,0,0.0174950271536401,0,-0.0688371613224225,0,0,0.0376038623352905,0,0,0,0,0,0,0
DXY.Curncy,-0.0112783373819048,-0.0276636168690734,-0.0202215006838043,0,0.00188479135316494,-0.065387704971795,0,-0.0237079890146315,0.0397103970528018,0.00844958667418036,0.0173793887368063,0.00206771611210492,0.00516935223183657,0.00738878694209002,0,0,0,0,0,0.0279022526361136
SPX.Index,0,0,0.00446579501774542,0,0,0,0.00486870639595361,-0.00464876188802838,0.00847524044875521,0.0031369807773896,0,0,4.33680868994202e-19,-0.00528248465611611,0.0156148691748912,0,0,0,0,-0.0223362173978636
VIX.Index,0,0,0.0825153314949203,0,0,0.326088201279192,0,0.11525812344074,-0.467941641124536,-0.18293712294708,0.0822401806297699,0,0.0430033584675846,0.0163117480728068,0,0,0,0,0,0
