,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.133892699473961,0.317918665846922,-0.203850267030192,0,0,0.212983567851965,-0.222582040832549,0,0.152282461072883,0.0152093471109943,0,0.00306865180537466,0,0,0,0,-0.0480419545279646
ETH,0,0,0.103654094415408,-0.0764456374009095,0.183387313874233,0,0.112583442898801,0.067941497685883,0.0825454011630085,0.0213567698705003,0,0,-0.00839913959890891,0,0,0,0,0,0,0
XRP,-0.220410463143378,0.643575646736928,0,-0.218317715896076,-0.0882172288721255,-0.393727963378123,-0.711767211900785,0,0.802076025696188,1.73472347597681e-18,0,0,0.0783045788020736,0,0.59437833598458,0,0,0,0,0.102768279300558
BCH,0,0,0,0,0,0,-0.0514210074076182,0.219046554119836,0,0,0.771976020503429,-0.00514630340603414,0.0282056686678337,0,0,0,0,0,0,0
LTC,0.507178650857521,0,0.110467583710495,-0.287916941524242,0,0.26685696608217,0.0347345734944907,0.0786015399051619,1.73472347597681e-18,0,0.412052850063753,-0.122331290804335,0,0,0.105546927386402,0,0,0,0,0
DASH,0,0.329891138999686,0.00995526709796776,0.0376984156839585,0.0438175931763992,0,0,0.124088442861567,0.135662876500179,0.106206281069513,0,0.0389668106961484,-0.02435436410061,0,0.222961390049648,0,0,0,0,0
XEM,0,0.423096282138355,-0.331005074742991,-0.291684193796124,-0.125330900205542,0,0,0.207719811982838,0,0.0918179814512346,0,0.0171758569822212,0,0,0.138632077841963,0,0,0,0,0
NEO,-0.350703855587949,0,0,0.594808912235653,0,0.282998054259875,0.0448219611129956,0,0,0,0,0.150163272826646,0.0953158431274782,0.0339435610578177,0,0,0,0,0,0
XMR,0.45670310349638,0.364410966780845,0.0101554221163314,0,0.0640903754807084,0.249072359501792,0.040844328264364,-0.143838204848979,0,0.316823257963392,0,-0.0230878433359824,-1.73472347597681e-18,0.27723992715757,0,0,0,0,0,-0.039336819309542
MIOTA,-0.719335464386133,0,-0.121598186699962,0,-0.26356665332541,0.0147610354642257,-0.152177406691031,0,0.389896438001374,0,0,0.152712559643176,0.0942663417006939,0.00995642652247208,0.374599246823547,0,0,0,0,0.7444289939009
ETC,0.170407382623426,0.108456026052939,0.0326380679599006,0.256548488527113,0.171566475891227,0,0.0481867921005476,0,0,0,0,0.00877242525984954,0,0.0524840688462757,0.0722684113979803,0,0,0,0,0
ADA,3.19821024138224,0,0,0,0,0,0.304125597666423,0.676871817173222,0,0.185873951806873,-1.81728531791372,0,-0.105782591121396,-0.198316136193441,0.0745492602427984,0,0,0,0,0.531897090830639
XLM,0,0,0.544009734545053,0,0,0,0,1.51769424227954,0,0.493810371414474,0,-0.454874785515091,0,0,0,0,0,0,0,0
ZEC,0.0414505374593374,0.209731785351731,0,0.154474052125104,0,0,0.347760437646381,0.160189943490198,0.282837368260763,0,0.0491423931860968,-0.106647107902173,-0.0606032319076117,0,0.0432188183635201,0,0,0,0,0
EOS,0,0,0.205465029602697,0.167574642726497,0.126335441063703,0,0,0.0572258196861019,0,0,0,-0.0242073182562929,0.0214723956091347,0.0685970547905387,0,0,0,0,0,0
BV010082.Index,0,0.100077728576778,-0.0407254607185721,0,-0.0754940224118998,0,-0.0501471884715046,0,-0.0788766973758936,-0.0291615478415324,0,0,0.00918604467076208,0.03421376084057,0.110957513381942,0,-0.138601560871194,0,0,0.0950914716410253
CVIX.Index,0.00448482025006505,0,0.048498755543185,0.0404228933756195,0,-0.377389086892461,0,0.0649898183884721,0,-0.0105167482513431,0,0.079917624946069,0,0.0516396733108793,0.116592425199842,0,0,0,0,0
DXY.Curncy,0,0,0,0.0085628362838738,-0.00666905321448389,-0.0123084141958521,0,0,0,0,0,-0.00922705941235578,1.77066963126425e-06,-0.000628878014981632,-0.0145113307015963,0,-0.0684394945023659,0,0,0
SPX.Index,0,0,-0.00167915879084813,0,0,0,0,0,0,-0.00454807205331267,0,-0.00405388657393548,0.000105690931160462,0,0,0,0,0,0,-0.0240622354201132
VIX.Index,0,-0.27485245263929,0.16732423902626,0.0716807318856588,0,0,0,0.0735154993020783,-0.225603812714131,0.182838329232869,0,0.143245680851707,0.00520751735362946,0,-0.23173684548835,0,0,0,0,0
