,BTC,XRP,ETH,XLM,BCH,EOS,BSV,LTC,TRX,ADA,XMR,MIOTA,XEM,DASH,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.340859445344399,-0.105474395406307,0,0.0495350753773565,0.184975366125067,0.136551302284029,0,0.174122797110084,0,0,0,0.0551017732696371,0,0,0,0,0
XRP,0,0,0.209059280892236,0,0.0524904898451006,0.0870555794693827,-0.0549223845026254,0.140765963160094,0.061095337426155,0.00311167943254713,-0.145745903931764,0,0.177258486931322,0,0.138630223143264,0,0,0,0,-0.0124451686415111
ETH,0,0,0,0,0.144999217666468,0,0,0,0,0,0.358928929312818,0,0,0.171965333570159,0.151253349169548,0,0,0,0,0
XLM,0.234732985434367,0,0,0,0,0,-0.0700311445183616,0,0.0926335645377111,0.326844084474417,0,0.410100165679665,0,0,0.00885861009419715,0,0,0,0,0.00190358790019701
BCH,-2.55246209445451,0,0,1.19926295393196,0,0.156135141222546,0.240897573364227,0,0,0.844630451169531,0,0.125225004811184,0.50572382587647,0,0.222898443827881,0,0,0,0,-0.12321752719862
EOS,0,0,0,0.278330633358793,0.0645450367341251,0,0.0225257748418577,0.178246126305981,-0.44800923684918,0,0,0,-0.0952750749040174,0.650378297865832,0.0560383237319617,0,0,0,0,0.0361810738125821
BSV,1.7029825000973,-2.76295658966338,1.75103994813667,-1.17371537735598,0.928531446886548,0,0,0,0.525612926950094,0,0,0,-1.57395301352234,0,0.455271697999227,0,0,0,0,0.185759319711207
LTC,0.577354527568581,0,0,0,-0.0419919988883628,0.167657145590406,0.0679998151285208,0,0,0,0.0400756022837074,0,0,0,0.116168308824159,0,0,0,0,0
TRX,0,0,0,0,-0.151691257715228,-0.0990642885832672,0.0224742852833788,0,0,0.70465628107275,0,0.329062754053175,0,0,0.121325143506644,0,0,0,0,0
ADA,0,0,0,0.0741713730393308,0.129730839385481,0.263082898336008,0,0,0.307044545031854,0,0.178499613643035,0,0,0,0,0,0,0,0,0
XMR,0.363756689312038,0,0.298455576552988,0,-0.144693377452468,0,0,0,0.0301808658315151,0,0,0,0.29702407694872,0.313770964974826,0,0,0,0,0,-0.0983958977777404
MIOTA,0,0,0,0.350491864030235,0.0349585569452542,0,0.073154608579396,0,0.31922821584781,0,0,0,0.0968115315381373,0,0,0,0,0,0,-0.0418676356692139
XEM,0,0,0,0,0.151216801429302,0,-0.118465561406212,0,0,-1.38777878078145e-17,0.693636418552395,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0.192826380728742,0,0,0,0.604167631429434,0,0,0,0,0.274138602180787,0,0,0,0,0
BNB,0,0,0,0,0.164618182724556,0,0.0157968843811882,0.506105765022149,0,0,0,0,0.18232158878683,0.204870969476776,0,0,-0.954781426582694,0,0,0.333383860354086
BV010082.Index,0,0,0,0,0,0,0.00913613546277036,0.110429596236245,-0.113881148334426,0,0,0,0,-0.033488792370175,0.0347411530586836,0,0,0,0,-0.0403276447227157
CVIX.Index,-0.0620170042612796,-0.200045550699701,0.4435594888349,0,0.0233388291374773,0,0,-0.0842524376566605,8.67361737988404e-19,0,-0.138586126230638,-0.01505564699216,0,0.0305762256901342,-0.126386042402899,0,0,0,0,0.0925124288072981
DXY.Curncy,0,0,0.0159045423342243,-0.0366226643143653,0.0166773395521824,0,-0.00445293229509981,0.0444961655861624,-0.023737958792762,0,0,0,0,-0.00840848061590465,-0.00134245228399983,0,0,0,0,0.00564303368341218
SPX.Index,0,0,0,0,0,0,0.0040445928572877,0,0,0,0,0,0,0,0,0,0,0,0,-0.133887294113042
VIX.Index,0,0,0,0.355562739835085,0,0,0.0644170934441254,-0.344167098266772,0.0548474572059425,0.141162187968254,-0.184564128153953,0,-0.423826817728012,0.320354266108008,-0.13222765079694,-0.552766752881589,-1.38777878078145e-17,0,-2.54894073479067,0
