,BTC,ETH,XRP,BCH,LTC,NEO,XLM,ADA,EOS,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.141002956072189,0.0628743255922149,0,0.123364249638982,0,0,0.137921008979077,0.236145163724473,0.16958400674879,0.227267821493011,0.0625894690781715,0,0,0,0,0,0,0.0383030553903763
ETH,0,0,0.152206019493144,0.157365705801997,0,0.0591633663572539,0,0.111854219151957,0,0,0.121629065122948,0.138186182667379,0.0598220056360835,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.225004427870522,0,0,0,0.19181238629284,0,0.028214348743795,0.0729002318716731,0.217873289680518,0,0,0,0,0
BCH,0,0.325906394459721,0,0,0,0,0,0,0.0827598317254632,0,0,0.560757533230245,-0.194762013959685,0.108371287569564,0,0,0,0,0,0.00549804714771537
LTC,0,-0.318177915077026,0,0.212697536440731,0,-0.135665498432296,-0.220298595544149,0,0,-0.0173298723721935,0.468054823161431,0.625674204690399,0.113465297442269,-0.314485452020901,0.208741259594372,0,-0.149449547981338,0,0,0
NEO,0,0,0,0,0,0,0.0668832079494212,0,0,0,0.413665469130469,0,0.0567293977945671,0,0.288580799674336,0,-0.376426899323904,0,0,-0.144327055028731
XLM,0.249300912218101,0,0.574059642108508,0,0,0.116263728185317,0,0,0,0.0270967809963338,0,1.38777878078145e-17,0.132559664120715,-0.0582515020503095,0.0166899027680854,0,0,0,0,-0.0913954833626769
ADA,0,0.884180889679758,0,0,0,0,0,0,8.67361737988404e-19,0,0.14380698600867,0,0.128716287037688,0,-0.111874512420969,0,-0.47977483072695,0,0,-0.0566385165300554
EOS,0.238030143505428,0.0324687590608874,0,0.186564307108314,0,0.029827714790688,0,0.0368198691388914,0,0.0158698296296378,-1.73472347597681e-18,0.249748860554738,0.0895372165383155,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.109654892923021,0,0,0.32228372752792,0,0.285170227136623,0.0491576916145084,0.0747230345207515,0.0914258584851608,0.166934727416816,0,0,0,0,0
XMR,0,0.176143469266055,0,0,0.400130664222563,0.160768360984285,0.425762330791738,0.299592414005088,0,0.20979877126766,0,0,-0.283374387954644,0.0706352208343951,-0.156841677555694,0,0,0,0,0.2009568617648
DASH,0.036506502290157,0,0,0.331124883026554,0.0587959432937401,0,0.211176070093496,0.238319056870477,0.0149842464064807,0,0,0,0,0.166194899810612,0.0963362640426597,0,0.283721134893998,0,0,0
XEM,0,0.0507440353218529,-0.112987647114791,-0.604807420574453,0.315230440697586,0.0632116929463844,1.17280336626765,0,0.346018936880534,-0.454937103403206,-1.16047905198349,0,0,1.42623487150819,0.0911200349604235,-0.586146229226533,-0.269869744201083,0,0,0
TRX,0,0,0,0.34843676341057,0,0.199323264449179,-0.405718516489212,0,0,0.26920733019096,0.172104808305806,0.238385777992279,0.120947083164457,0,0,0,0,0,0,0.086547619327173
ETC,0,0,0.626799732442944,0.392852783727829,0.266327488865687,0.0284948463821736,0.184030092931031,-0.134728403677352,0,0.0092670748346784,-0.511129335221406,0,0,0.165923810330943,0,0,0.0462643183160473,0,0,0
BV010082.Index,0,0,-0.0281324240633803,0.129613401198914,-0.0564051807588017,-0.000657921579463577,0,0,0.0388377668915262,0,-0.0232941555097296,0,-0.0222898581982601,-0.112576558259863,0,0,0,0,0,-0.0463968480574069
CVIX.Index,0,0,-0.00771121078802329,0,0,-0.14338464245757,0,-0.078120110606336,-0.184650330844867,0,-0.050982234007485,0.406159366852765,-0.128672540828739,0,0.103465012220911,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,-0.0231663388010388,0,0,0.0187927327045569,-0.00790483630550217,0.00900640273904284,0,0,0.014379632661907,0,0.0100026476914005,0,0,0
SPX.Index,-0.0363318094687757,0.0285851926258978,0,0,0,0.0295791240591945,0,0,0,0.0231366163872532,-0.00247112812982905,0,0.00645058892810715,-0.0324430946783583,0,0,-0.0477405726285676,0,0,-0.0531996261166787
VIX.Index,0,0,0,0,-0.799394725429089,0,-0.744175173398453,0,0,-0.328773454321307,0.820341652456161,-0.284362116078527,0.270863337255225,0.250925235305073,0.399257385631263,0,0,0,-4.43534982203822,0
