,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0286772001689439,0,0,0.136150989270821,0.0171556641180141,0,0.0807308086471913,0.147594244649334,0,0,-0.051358364555353,0,0.138324863291924,0,0,0,0,0.0485658499869127
ETH,0,0,0,0,0.133760373995732,0,0,0.0667859706295416,0.208733131625515,-1.0842021724855e-19,0.0587560746557228,-1.73472347597681e-18,0.115513543083488,0,0.116121584683451,0,0,0,0,0.142876327882312
BCH,0,0,0,0,0,0,0,0,0.369482052795286,0,0.0541660148332232,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0582705229315842,0,0,0.12867085525444,0,0,0,0,0,0,0.291222548579664,0,0,0,0,0,0,0
LTC,0,0,0,0.0569515278616301,0,0.0487084987967174,-0.323774397715537,-0.044236524139325,0,0.56617918793686,0,0.303760291623226,0,0.132400755557784,0.0904853712580145,0,0,0,0,0
XEM,0.573147551975936,0,-0.0655107975713026,0.163562981925858,0,0,-0.0237421072109877,-0.276654521206862,0,-0.227878107459874,0.353845845503871,0.389685690017009,0.256677810717188,-0.243844948398063,0.152490072004182,0,0,0,0,0.236329956714777
DASH,0.0466166102892115,0.50650351299302,0.11595311042136,0.119745904411984,-0.534979240009431,0,0,-0.0571542469265218,0,0.197392659499669,0.295255676850869,1.19126811346694,-0.387921995727807,-0.391064341854548,0,0,0,0,0,-0.126322953873905
XMR,0,0,0.0417190132358867,0.364673807532284,0,0,0.106842650145864,0,0,0,0.125432023538064,0.32610773827348,-6.93889390390723e-18,0,0,0,0,0,0,0
MIOTA,0,0.232617949115963,-0.0845889516342861,-0.192383472358635,0,0,0.239784546684264,0.212790890222756,0,-0.0118019681121452,0.342686720888283,0,0,0,0.209731450821858,0,0,0,0,-1.73472347597681e-18
ETC,0,0.221980328249149,0.0080348165499421,0,0.338243137926157,0,0.0710107338515175,0,0,0,0.0927882991404929,0,0.00394892558899962,0,0.0518705637238265,0,0,0,0,0
NEO,0,-0.13615295207055,0.103644177637541,0,0.60060618463037,0.454283256144171,0.412562865369713,0.138214087211905,0.281513619475797,0,0,-0.761925894972518,-0.224404009095767,0.66917369792628,-0.586414434432256,0,0,0,0,-0.298501600016903
ZEC,0,0,0,-0.168108723276002,0.255018493470412,0.213483142457402,0.641237254550042,0.140211897694449,6.93889390390723e-18,0,-0.177195922991921,0,0.264180919382387,0.0269122595573458,-0.0548358529207909,0,0,0,0,-3.46944695195361e-18
XLM,0,0,-1.73472347597681e-18,0.348248061993552,-0.0743775276328513,0.229106941474061,-0.138866892670229,0.196432815264004,0.29904551954998,0.114171855218471,-0.398905399021186,-6.93889390390723e-18,0,0.302035513796741,0.0510019724276533,0,0,0,0,0.223985323062324
EOS,0,0,0,0,0.209691891491363,0,0,0.1438060705091,0,0,0.549996876887736,0.133513256279311,0.0568547171512844,0,0.330484134294233,0,0,0,0,0.129051005219092
BAT,1.098188663978,0,-0.124530258395492,0,0.343241572381065,0.366189098988871,0,0,-8.67361737988404e-19,0,0,0.0660677517319401,0,0,0,0,0,0,0,-0.169414878995414
BV010082.Index,0,0,-0.0238470453353609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0.0987599347924443,0.100688198563956,0.0173532570222675,0.100443601024031,-0.141949800067282,0.124293504842826,-0.107473841216571,-0.025149645488024,0,0.119399960934802,-0.033307080701023,0.107904907601521,-0.18081880431984,0,-0.022026671190854,-0.205776738265705,0,0,0,2.16840434497101e-19
DXY.Curncy,-0.0207124374007649,-0.00445975340331401,0.00214739756413226,0,0.00651821763867316,0,-0.0233059519814612,0,0.0213896273912201,0,0,0,0.00211704674422183,0,-0.0150726911271235,0,0,0,0,0
SPX.Index,0,0,-0.00262334300350287,0.00575220719297683,0,-0.0237486979928985,-0.0179393066049653,-0.0142378910505022,0.00183278429491875,0.00422241636087332,-0.000351235377065757,0.018514779846229,0.00973605026715792,0,0.00601441821334509,0,0,0,0,-0.047856537827182
VIX.Index,0,0.618443536174657,0.0796634452099448,-0.316213241968999,0,0.446130064874319,-0.311854862725555,-0.0118382218801795,0.0266646365123853,-0.117575650315721,-0.0241750140710026,0,0.376615030294226,-0.504754241240107,-3.46944695195361e-18,0,0,0,0,0
