,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0867301936116058,0,0.0213729072209822,0,0.235705056755785,0,0,0,0,0,0,0.161151214883913,0.190734667100716,0.000694994096998219,0,0,0,0,-0.00427100837675889
XRP,0,0,0.0510844113982068,0,0.175323359729019,0,0.186858442577835,-0.0902352811103658,0,0,0.0121749057772027,0.201079878017666,0.167720995693177,0,0.184076294396141,0,0,0,0,0.0245115659805647
ETH,0,0.296551674543953,0,0.0205864034273713,0.0706314959170846,0,0,0,0,0,0,0.332597937958047,0.0020905430336927,0.135957641584264,0,0,0,0,0,0
BCH,0,0,0,0,0.172583387492546,0,0,0.769341759723993,0.364983690406049,0,0.0285663810738872,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0.279296273488585,0,0,0.415207853306885,0.00281464675029888,0,0.0852284169986808,0.112859094467898,0,0,0,0,0,0
XLM,0,0.145289753783163,0.305422810135693,0.0359268251327781,0.138453985603736,0,0,0.091005893988486,0,0.0762328080391691,0,0,0,0,0.0754532988236238,0,0,0,0,0
LTC,0,0,0.0400472700085718,0.00632083107090719,0.327420191557736,0,0,0,0,0,0,0,0,0.257350225784535,0,0,0,0,0,0.0528869701398333
BSV,0,-0.700040101779576,0,0.196931458396967,0,0.250485876331139,0,0,0.0841251027856098,0,-0.00607773184997567,0.477791471688843,0.275770089417656,0,0.392719559831972,0,0.217574529677111,0,0,0
TRX,0,0.273617991179349,0,0.183699322964588,0,0,0,0,0,0,4.33680868994202e-19,0,0.0235216911998471,0,0.15117057980237,0,0,0,0,0
ADA,0,0,0.301643089713708,0.0266227599290379,0.146784423398621,0,0.0929970992800414,0,0.0697368675723278,0,8.67361737988404e-19,0.301506143590196,0,1.73472347597681e-18,0,0,0,0,0,0
MIOTA,0,0,0.283046427455521,0.0224455789237244,0.513649361040659,0,0,0.161817722131086,-0.0869508674860112,0,0,0,0.179762382148859,0.0130862703710615,0,0,2.17844971842236,0,0,0
XMR,0,0.370451504241276,-0.0209810475209053,0.0525178225472694,0,0,0,0.0700424643956463,0,0.416093539151493,-0.0224131001502109,0,0,0.237309002396225,-0.109193521341956,0,0,0,0,-0.0908138720889651
BNB,0,0,0.0334437008305435,0,0.25706478402127,0.389028310480881,0,0.03542164607343,0,0.020206038028697,-0.0881877870782316,0,0,0,0,0,0,0,0,0
DASH,0,0,0.114981102556024,0,0,0,0.38100243719962,0,-0.351965273452087,0,0.0712174338940268,0.663591477323728,0,0,0,0,0,0,0,0
XEM,0,0.43655710252183,0,0,0,0,0,0.196784700166923,0.21030931035929,0,0.0576055324426602,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0336995377254449,-0.0620859285784794,0,0,0,0.0802221159386024,0,0,0.0244120076467743,0,0,0,0,0,0,0,0,-0.114470120733965
CVIX.Index,0,0,0.0699021760984927,0,-0.145563761879579,0.441821644281462,-0.101834167170988,0.0776711919140495,0.00343078971317389,0,0.0854300849722742,-0.313911659637821,0,0,0,0,0,0,0,0.0152713606585157
DXY.Curncy,0,0,0,0,0,0,0,0.0070149160595337,-0.0382541955778124,0,-0.00703338391422447,0,0.0152746701622275,0.00956796685061447,0,0.067727888387886,0,0,0,-0.00531756122492403
SPX.Index,0,0.0501913900234741,0,0,0,0,0.0220582109949524,0,0,-0.0459055206025733,0,0,0,-0.0706138698861061,0.0925692159474842,0,0,0,0,-0.139777628702154
VIX.Index,0,0.217447882581727,0,-3.46944695195361e-18,0,0,0,0,0.540223637642823,0,0.0509512598898985,-0.53070555169142,0,0,0,0,0,0,-2.44110928468734,0
