,BTC,ETH,ETC,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0491730846043901,0.0169411460929939,0.292020407115384,0.306439869128237,0,-0.0218317586463846,0.490998596504024,0.0151714134090847,-0.0724962494852469,0.219333620906418,0,0.140925649698563,0,0,0
ETH,0,0,-0.122603657192523,0,0,0.472844858632127,0.290640394240155,0.427095757422149,0.249810887902912,-0.46257033714496,0.412542251194174,0,-0.262946128198072,0,0,0.736846843127032
ETC,0,-0.805137507572275,0,0,0,0,0,0,-1.27866773029084,0,0.791054235160129,0,0,0,0,0.504140141746697
XRP,0.15384788363279,0,-0.0137670809477682,0,0,0,0,0,0.00163531624981219,0.0373031496382069,0.0105120318799309,0,0,0,0,-0.0969734298748804
LTC,0.492012829782668,0,-0.00314575520647693,0,0,0,0,0,0,0.012215749713711,0.00114995832449794,0,0,0,0,-0.0311803283079503
DASH,0.130095330822959,0.209165384944472,0.0206097307554668,0,0,0,0.12790214139591,-0.455100419570171,0,0.312180644242782,0,0,-0.412428021953085,0,0,0.0862091351011121
XEM,0,0,0.0334085731779512,0,0,0.561935754110667,0,1.53773148902301,0,0.176793605681596,0,0,0,0,0,0
DOGE,0.285975548965756,0.118046448149969,0.0160709464483847,0,0,-0.232510960614177,0.0756755084863708,0,0.0304009120958242,0.180851625680752,0,0,0,0,0,0
XMR,0.804669794390383,0.154986160395257,-0.0045281812728175,0,0.295705177539936,0,-0.0353441339188869,0,0,0.232934321641535,0,0,-1.19341377502866,0,0,0.534117661784592
XLM,0,-0.439428694635871,-0.0756507286365705,0,1.01441235460416,0.624082936844603,0,0.396730010972445,0,0,0,-0.847563187921498,0,0,0,0.414672633096074
DGB,0.69371977582556,0.445036904219708,0.0453417598459721,0,0,0,0.149836034480847,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0376001706053785,0.0131840556588865,0,0,0,-0.0399186443660694,0,0.0404016768498701,0,0,0,0.350614641516159,0,0,0
CVIX.Index,0,0,0.00321454108216614,0,0,0,0,0,-0.246085654563888,0,0.0938748729418847,0,0,0,0,0
DXY.Curncy,0,0,-0.000537613741863974,0,0,0,0,0,-0.0128034129858486,0,-0.00545926721595942,0,0,0,0,0
SPX.Index,0,-0.00580914229752522,0,0,0,0.0126430747463128,0,-0.0319271400045253,0.0159368591343553,0,-0.00622326968716676,0,-0.00720194964707102,0,0,-0.0440001534724721
VIX.Index,0,-0.0922613026687613,0.0267792062677154,0,0,0,-0.0440527046370989,-0.455664741537513,0,0,0,0,0,0,0,0
