,BTC,ETH,XRP,LTC,DASH,XEM,ETC,MIOTA,XMR,EOS,NEO,ZEC,XLM,DOGE,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.277908871621587,0,0,0.100560362718819,0.196912345904002,-0.0383799255979969,0,0.340793030336041,-0.141881220264826,0.0836016356860463,0,-0.180680244977163,0,0.0199043303597895,0,0,0,0,0
ETH,0,0,0,0,0,0.139030557625357,0.404656939647998,0.0592744392474486,0,0,0,0,0,0.277854407880427,0,0,0,0,0,0
XRP,0,0.537279665878388,0,-0.295056655083255,0.23610052237416,0.175919457422503,0.108188096042882,4.33680868994202e-19,0,-0.13938735053162,0,0,0.14538566126882,-6.93889390390723e-18,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.242762670778288,0.137036960175982,0,-3.46944695195361e-18,0.0376093781032691,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0.198399617507394,0,0,0,0.137018809792045,0.0644404116898009,0,0,0,0,0
XEM,0.372488976963685,0,0.836233162231664,0,0,0,0,0.134655708463915,0,0,0,-0.196952653128612,0.374673384067522,-0.22259844223997,-0.152797994109169,0,0,0,0,0
ETC,0,0.273709471139969,0,0.241142692031918,0.131220219325782,0,0,0,0,0.106076841076566,0,0,0,0,0,0,0,0,0,0
MIOTA,0.129923701659212,0,0,0.913078295359218,0.283597818398569,0,0,0,0,-0.350864859396768,0,1.40764393781977,0,-0.44598695812488,0.203552015401292,0,0,0,0,0.278476916283516
XMR,0.234255287028568,0,0,0,0.0876074800329299,0.0965224904204079,0,-0.0607711605816989,0,0.0479191900746959,0.219001191471741,0,0.0466887218585899,0.211818256214851,0.011753316225548,0,0,0,0,-0.196008317921977
EOS,0,0,0,0,0,0.349035796018506,0.561849782003654,0.0471635361676613,0,0,0,0,0,0,0.240629411903207,0,0,0,0,0
NEO,0,-0.0902916850522474,0,0.345580058329188,0.311016690976775,0,0,0.0499368509236763,0,-0.0937406729891023,0,0.637310907357506,0.294668671286849,0,-0.0581084110552183,0,0,0,0,0
ZEC,0,0.0792796821348927,-0.0521750491857583,-0.0644402353121472,0,-0.313673777581238,0.121149370278529,0.271229980487405,0,0.11334054517885,0.537379602159219,0,0,0,0.0584030656787808,0,0,0,0,0.252376286423398
XLM,-0.836501356700661,-0.152986910019705,0,0,0,0.298195291226175,0,0.0452228109156918,0.69036791143886,0,0.59161007399258,0,0,0.211834182633168,0.0892207960504746,0,0,0,0,0
DOGE,0,0.10706970436141,0.220254262500296,0,0.412723170893636,0.102509417690398,0,0,0,0,0,0,0.154761799250536,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,-0.176760720990288,0,0.309454394829286,0.108282794517389,0,0.643444225543976,0.453428838473253,0,0,0,0,0,0,0
BV010082.Index,-0.0937022589222306,0.0871915237643283,-0.0835963219873546,0,0.102832855750843,0.108020093804891,-0.039766767835858,-0.0227891465980956,-0.095423600011905,-0.0106220710717102,-0.0645210553579096,0.117268916744374,-0.0499588731880135,0,0.0123522283721144,0,0,0,0,-0.0821606578419719
CVIX.Index,0,0,0,-0.037361438253238,0.0879067602054096,-0.0368180266592773,0,0,0,0.0353776826708962,0,0.0720579796305421,0,0.0187140850418133,-0.0846388709993407,0,0,0,0,0.0639344890135096
DXY.Curncy,0.029776460018869,0.0142731923057222,0,0,0,-0.0120302282226815,0.00501898752293136,0.00964187227712737,0,-0.00533125164187731,-0.0190973007582048,0,-0.015090880331542,0,0.00616036673906099,0,-0.0108851634171894,0,0,-0.0414727798494535
SPX.Index,0.0147034965720556,0,0,-0.0114896781575359,0,-0.00909519476874602,-0.0030605654913526,0.0051545518991289,0.00230194469301932,0.0017712779632802,-0.00353442096525205,0,0,0,0,0,0,0,0,-0.0719941257019901
VIX.Index,0,-0.0606144938957384,-0.163056812505887,-0.484326892582782,0,0.0563663576501969,0,0.0878471748896281,-0.253953560877039,0.291815628043692,0.222869749443703,0,-0.378241405281246,0.321491407300639,0.0144401722545914,0,0,0,0,0
