,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.081411868596899,0.032518933246946,0.359400550220079,0.0289319666241093,-0.0212735692050884,-0.0811410309195078,0.0496621391384342,0.164500041446853,0.329866204732687,0,0.443585266104231,0.082252553501368,-2.04957271561642,-0.781364808407339,-0.244239972286658
ETH,-0.420824634572596,0,-0.434801753207091,0,0.0249556052409229,0.153223081324798,-0.327913099095615,0,-0.0341500197998053,1.02963837566487,-0.0811960045153758,-0.471355559638902,0.237951964494713,1.94863690019342,0,0
XRP,0,0,0,0,0.00701339325416857,0,-0.0796566793531987,0,0,0,0,0,0,0,0,0
LTC,0.790822088055725,0,0,0,0.00238231260989578,0.065465832012114,0.0307802770084559,-0.070699656583448,0,0,-0.0288089983012777,0,0.157301257734233,0,0,-0.0118043387203678
XMR,0,0,0,0,0,0,0,-0.878671541927643,0,0,-1.0842021724855e-19,0,0,0,0,-0.294809280209009
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.606151840106346,-1.62094861128189,0.00632506236867816,0,-0.0142340645062312,0,-0.018209729710432,0,0.245731397507112,-0.158637995802013,0,0.533865846807734,0,0,-0.330310189031516
XEM,0.688387906574841,-0.114223029374925,-0.148315847715897,-1.38225247212676,0,0.0772155493773968,-0.15381413699064,0,-0.17921414380575,-0.194761944965124,-0.158020560392667,-1.20767149203618,0,0,0,-0.174031247903844
DOGE,0,0.628090402188462,0,0.246817484004399,0,-0.0496876987797188,0.0817092288895628,0,0,0,-0.00622705765112907,0,0,0,0,0.00114333712579949
XLM,0,0,0,0,-0.0433712127989835,-0.0211456509726799,-0.0650654991484401,0.0211873234083106,0.0635367956721963,0,0.0284984129870723,0,0,0,0,-0.12359709188803
DGB,0,-1.20303132246495,-3.1254398914385,6.93889390390723e-18,-0.0721328964484075,-0.169192766775322,-0.799475930001932,-0.0494964432216649,-0.109727328717195,0,0,-0.101369874586676,2.34462824485383,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.0216699509821324,0,0,0,0,0.0566614765724404
CVIX.Index,0,0.401382952726819,0.0622925661581416,0,-0.0512781584569127,0.011044466524531,0.170111154341626,-0.0571911160105981,0,0,0.0644331369775245,-0.12767848843384,0,0,0,0.186829888915536
DXY.Curncy,0,0.0294802953074446,0,0,0,0,0.0171425192440576,-0.0605519147020552,0.0203286593883861,0,0.00827200540727313,0.0563065305064014,0,0,0,-0.0416982639815226
SPX.Index,0,-0.0222075874017279,0,0.0401209749517751,-0.00110423100029828,-0.00199304528473502,-0.00239777425291349,0,0.0160420429252827,0,-0.0141769834943523,-0.0256798108289467,0,0,0,-0.036814649153226
VIX.Index,-1.12299584504331,-0.530259636252337,0,0,0.0396904300018275,0.0281994242328401,-0.352918772969641,-0.495306155871553,-0.128161659953308,-0.300393714943599,-0.104119201600138,0,1.41716229440525,0,0,0
