,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XEM,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.819405289957996,0.0134013079807253,0.0793382546323944,-0.166419295101019,-0.00656043814503956,0.182539175032349,-0.0188551735319206,0,0,0,0,0.031180691863445
XRP,1.00568338792409,0,0.0795374069614226,-1.29309634817303,-0.148393054343051,0,1.0768987073098,-0.00487060993050159,-0.296644310024985,0.37180998671056,0,0.174575689760739,-1.3228547707074,0,-0.260541832242008
ETH,0,0.236983563101826,0,0,-0.135390810724899,0,0,-0.120455890803337,0.183080891506253,0,0,0,0,0,0
LTC,0.854045198745563,0,-0.00701611761560945,0,0.034311069599023,-0.0492606453719551,0.0344729997650558,0.0435376983095651,-0.0903353532163135,-0.0264003783153862,0,0,0,0,-0.0466679881715768
DOGE,0,-0.5361681668846,0.365011404424681,0.852444159043439,0,0.156519540999496,1.94062555360138,-0.315122581187149,-0.139064218089769,0.103663931084285,0,0,0,0,0.101920057883873
DASH,0,0,-0.467640782226329,1.75575319439441,0.243578274030013,0,-0.937480065186898,-0.015136340380559,-0.291368195168241,0.273609586632779,-2.12765650357994,0,0,-3.82670901296526,-0.324829034890611
XLM,0,0.62090644491624,-0.0623730553658373,0,0.227772584459583,-0.067811053316689,0,0.017132525706228,0.0701315089815342,-0.183634375553941,0,0,0,0,0
XEM,0,-2.19035071635095,0.195783754848107,0.853168901856601,-1.30045167758417,0.483979608874961,3.85680758198198,0,-0.176947346737198,0.485504364518326,0,-2.24776812866217,0,0,-3.46944695195361e-18
XMR,2.8987605061819,-0.42917699892081,0.0581133321555021,-2.6292800329219,2.77555756156289e-17,-0.247344253438598,0.58975745371335,0.246809244970734,0,0.217654846299536,0,0.787916270034882,0,0,0
DGB,0,1.89155606922457,-0.272321615307161,0,0.648053894449947,-0.193043968315701,-2.54269192633182,0,0.4078914131426,0,-0.802487239874627,-1.11205934740919,0,0,0.119604420133
BV010082.Index,0,0,0.0306380256446699,0,0.016321031632949,0.0178140981986722,0.0370882190204169,-0.0123741921218192,0.0407939451561022,-0.0739608399007485,0,-0.614531909956526,0,0,0
CVIX.Index,0,0,0,0,-0.0141223774170464,0,0.0158182213428053,-0.0391061059632484,0.0907635032581411,-0.0708822473658287,-0.643676506971379,0,0,0,0.0979419634571259
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.0212340601014576,0,-0.0194485628409819,0.0110891127387857,0.0638032560875074,-0.00672381274238629,-0.0077610070263784,0,0,0,0,0,-0.173048216822035
VIX.Index,0.0368733096161792,0,-0.206169061760655,0,0.00107963251226389,0,-3.46944695195361e-18,0.00141234056751095,0.0197224196769522,0,-0.713883939874274,0,0,-4.46100622951843,0
