,BTC,ETH,XRP,BCH,LTC,ADA,MIOTA,DASH,XEM,XMR,EOS,BTG,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0813212680743169,0,0,0,0,0,0,0,0.0773862401123875,0,0,0,0,0,0
ETH,0.0157935107679635,0,0,0,0.296139941886474,-0.020175864623527,0,0.253923126828486,-0.027443941992748,0.0822637803109865,0.319085759873477,-0.15969171224351,0.0915421244328608,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.00667355804764214,0,0.122822281940114,0,0,0,0,0,0,0,0,0
BCH,0,0,-0.0528298124019751,0,0,0,0,0.386463175870233,0,0,0.0944877944638213,0.843339395000194,0,-0.348292433535217,0.237709372095383,0,0,0,0,0
LTC,0.132176512670967,0.720998897277454,-0.095346064119351,0,0,-0.195557754477941,0.0821274239832844,0,0.23847656577523,0,-0.0536610011167794,-0.261770132361242,0,0.548744365962852,0,0,0,0,0,0
ADA,0,0,0.097597097450713,0,0.160443475533531,0,0,0,0.0754172560374204,0,0.149644067102075,0,0,0.167952510321221,0,0,0,0,0,0
MIOTA,0.182712289622035,0,0.0682075251913345,0,0.243972240032192,-0.161877390324662,0,0,0.0917977675418519,-0.324469389915491,-0.156717133143652,0,0,0,1.1623626570489,0,0,0,0,0
DASH,0.0420211920309467,0,0,0.170373892092401,0.196234760666438,0.09429677580877,0.0747770777903476,0,-0.0131481516361536,0.258126074870168,-0.011566517988641,0,0.0418712693318902,0,0,0,0,0,0,0
XEM,0,0,-4.33680868994202e-19,0.167037934644819,0.100274902753995,0.0899000663743657,0,0,0,0,0.126351586796957,0,0,0.410543925360896,0,0,0,0,0,0
XMR,0.222428740018948,0,0,0.179801051352381,0,0.0137161322010227,0,0.369112623623909,-0.0114042676681022,0,0,0,0.180100661939497,0,0,0,0,0,0,0
EOS,0,1.0052496919988,-0.106751332344732,0.2361963882996,0,0.274056216044979,0,-0.713616754908825,0.0511052252091193,0,0,0.600169234416435,-0.214431697035292,1.38777878078145e-17,0,0,0,0,0,0.20081408731847
BTG,0,0,0.0143850535533578,0.383195736467134,0,0,0.0930599583182629,0,5.42101086242752e-20,0,0.115606762476251,0,0.0260577893657692,0.183229035144371,0,0,0,0,0,0
NEO,0.0289410933549864,0.415320038630794,0.077879500524096,0,0.0432172076844251,-3.46944695195361e-18,-0.384956937913562,-0.434854490072939,-4.33680868994202e-19,0.490166282957389,0.00219878070871305,0,0,-0.162755923129573,0.952418740582537,0,0,0,0,0
XLM,-0.249189863168601,0,0.102689631747567,-0.186760752186645,0.0950129859364243,0.438638908562007,0.231667592939734,0,-0.00996418524237603,0.294276272668384,-0.150605410347463,0,0.0657470604952414,0,0,0,0,0,0,0.42700141713157
ETC,0.215083992120978,0,0.0887177004355348,1.38777878078145e-17,0,0,0.108083490288934,0.162563755014514,0.119503285091773,0.0466970543580192,0.101956773334047,0.0794099447543596,0.0535837675848537,0,0,0,0,0,0,0
BV010082.Index,-0.0616001072701973,0,0,0,0,-0.0349538539926325,0,0,0.00221858508266265,0,0.00435996220939491,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0.0298578526668427,-0.00728781520450637,-0.053990347027494,0.0242326120793586,0.0461200238642338,0,0.0162494598409994,0.0550977933914418,-0.0432149691039654,0,0,-0.0602010087823555,-0.0676567412362369,0,0,0,0,-0.102523031067659
DXY.Curncy,0,0.00380690931863614,-0.0041486993287003,-0.00554077506166549,0.00496748977558169,-0.00261058731954996,0,0,0,0,0,-0.00217721289244964,0.00501992250637743,-0.00515384113276628,0,0,0,0,0,0
SPX.Index,-0.00380775492952949,0,-0.000459662875086441,0.0141120111958813,0.000158831354852429,0.00170323351961613,0.00322825065037929,0,-0.0035185433426674,0,0.0120003416798051,-0.00604942541863293,0,-0.000324018983758887,-0.0208596024664114,0,0,0,0,-0.075820298284869
VIX.Index,0.0449551883446235,0,0.0343495372706319,0.159811272392389,-0.147340221783332,-0.225346967644138,-0.0488292602125515,0,-0.0166195981414668,-3.46944695195361e-18,0.10028497954845,0.0152055052428822,0.12360231531112,0.300468399261845,-0.233267230653711,0,0,0,0,0
