,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.246170571960145,0.182092875257012,0.294720122421631,0.320322898825707,0,0.280446889262078,0.176535057434854,-0.0597966285184931,0.26792420901547,-0.17756362765986,-0.199336031826616,0.121700434098107,0,0,0,0,0.279131003386907
ETH,0,0,0,0.355195142290204,0,0,0.390457161275051,0.193764064418123,0.141566345478327,0,0,0,0.312131761233557,0,0,0,0,0.251563610006185
DASH,0.763699695966244,0.25255994359326,0,0.236172139558808,0,0,0,-0.31556677220186,-0.0490996990518033,-0.475395652131321,0,0.841942679169003,0.341338274559708,2.19873103017969,0,0,0,0
XMR,0,0.573463599617977,0.0808217868179044,0,0,0,-0.0173570244200063,-0.0237951689108641,8.67361737988404e-19,0.0312526439062878,0,0,-0.323109559691372,0,0,0,0,-0.586382591674567
XRP,0.295511746775197,0.0305630508354902,-0.0465079774311036,0,0,0,0.195280436690085,-0.0795862710141989,0,-0.0423615730370638,0,-0.162416838872839,0,0.947648034692896,0.236173030697014,0,0,-0.424955054976918
LTC,0,0,-0.00832523332807016,0.0271050121424967,0,0,0.186706790914411,0,0.0168503502031443,0.176192112480358,0,0,0,0,0,0,0,0
ETC,0,0.450067481543284,0.20223944094859,-0.226700871851232,0.105208183098144,0.184286165795731,0,-0.0921767295363336,-0.119268519044727,0.633503468934244,0.216761432302211,0,-0.365707203864446,-1.56250465427753,0,0,0,0
XEM,1.54421532377072,0.0692817633141977,-0.37869126524347,0.657295335528297,-0.0256710813495765,0,0,0,0.229794466646682,-1.93563167190029,0.122211834213092,-0.1294582715532,0.551776609936588,3.03130791509287,0,-8.98843765196704,0,0
ZEC,-0.169357778050296,0.491203185246627,0.197505393453815,-0.67117127691376,-0.498810670562454,0.406915688939839,0.206292066937822,0,0,1.16729623843209,0.0506798947748173,0.170575357789566,-0.25633851308266,0,0,0,0,-0.977068398485844
DOGE,0.368998098042243,-0.176415460010986,-0.0774883185015039,0.293008925275633,0,0,0.0570464828648935,-0.089373672670766,0.119822274843488,0,0.0361676911273734,0,0.157574719426825,0.260570315475322,0.335959634385365,0,0,0.0316821833124814
XLM,0,0.0804898022326351,0,0.272915517487897,0,0,0,0.00850144885313908,-0.140993701463295,0,0,0,0.276180889179526,0,0,0,0,0
NEO,-0.0974952215410441,-0.338328078505173,0.130569364501531,0.121211096048931,-0.608805243537368,-1.05412435929829,0.681439758343672,0.184942969680828,0.156155301550461,0,0,0,0,0,0.877691323414403,0,0,-0.201387455130824
DGB,0.489326070442859,0.266641306568328,0.246581249920473,-0.60221209309918,0,-0.651249155026329,-0.187467087863634,0.103319485488018,0,0.593482928161392,0.427746929597426,-0.12123983485619,0,-1.1844246910001,0,0,0,-0.192528477251329
BV010082.Index,0,-0.140809835876246,0.0615101290820304,-0.0533174554234505,0,0,0,0.0349289859573063,0,0,-0.0511527438549557,0,0,0,0,0,0,0.205613696441204
CVIX.Index,0,0,0.0203384453814294,-0.0210294506024162,0.397161655515095,0,-0.0664047423338583,-0.121396164517338,0.0859131291299814,0.288903209752128,0,0,0,0,0,0,0,0.30220555729347
DXY.Curncy,0.0359367108191037,0.00634781422817695,-0.00555262583578556,0,0.0299070193049694,0.00757349960348441,0,-0.011403885565067,0,0,-0.00744625589682358,-0.01816182633098,0.00215467797282924,0.0888763842695853,0,0,0,0.0412068231698481
SPX.Index,0,0,-0.00443411889133014,0.0105973374470799,0,0,0,0.00350997441316493,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0.430391481610085,0,-0.446181905403827,-0.510876819573242,0,-0.126147849248887,0,-0.352364555914309,0.734342474987884,0,0.0523596634599443,-0.151034565447662,0,0.366128050187641,0,0,0
