,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.124294409225664,0,0,0,0,0,0.0151136937107988,0.126337640716504,0.0012745035534137,0,0,0.0885754576968009,0,0,0,0,-0.0400985592769948
ETH,0,0,0,0,0.242804493412755,0.0929641688697319,0,0,0.061582815495691,0,0.364783555015472,-0.0128175486030407,0,0,0.113849573286025,0,0,0,0,0.0630511297567641
XRP,0,0.268060176574303,0,0,0,0,0,0,0,0.0238274821832014,0.105310368584398,-0.0543533366523566,0.0992710050937598,0,0,0,0,0,0,0
LTC,0.244314206252438,0,-0.297500364063473,0,0.453087114695952,-0.0677002974766849,0.227037576621144,-0.0522352724878952,-0.379233100682355,0.0345130434472299,0,0.0680057368444221,0,0.573530156315002,-0.118670726359927,0,0,0,0,0.0460318359561708
ETC,0,0,0,0.174725463729533,0,0.166744773631851,0,0,0.119966792144879,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.135449150475283,0,0,0,0,0.415153478019273,0.0309077099334875,0,0.0548540126976615,0,0.100280274831612,0,0,0,0,0,0
XEM,0.175717800635837,0,0.693970861189408,0.593964111394773,-0.937651411124555,0.338552293576311,0,0.351267727403045,0.329321548847865,0.0356201250980112,-0.392283655358985,-0.0242467713908243,-0.574612380566577,-0.310116482833974,0.39707575091513,0,0,0,0,0.268014854100452
MIOTA,0,0,0.561372727591978,0.534400221483303,0,0,0,0,0,-0.0449071575298981,0.394140753022767,-0.0492118350738381,0,0.0862024055548098,-0.110324505295278,0,0,0,0,-0.444115226895317
XMR,0,0.176816105785176,0,0.051759571209499,0,0.117108879563797,0,0,0,0.00400835027825197,0,-0.0214737835981366,0,0.442323114894398,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0.0749615825250557,0,0,0.703422668538202,0,0,0,0,0
ZEC,0.0806869983925129,0.186725488874072,0.40650877875704,0,-0.100550639126236,0,-0.413056025978607,0.0164290680111616,0.257051695385419,0.0469960293961789,0,0.0409285578747653,0,0.298829711252564,0,0,0,0,0,0
NEO,0,0,-1.3041400459319,0.0791410193324615,0,1.03996985897663,0,0,0,0.0633692348534317,0,0,0,0,0.18746816976584,0,0,0,0,-0.425862789556474
DOGE,0,0,0,0,0,0,0,0.0771411433708918,0,-0.055631805815322,0,-0.027257304381196,0,0.317371324076374,0,0,0,0,0,0
XLM,0,0,0.207208799325738,0.0628355088539203,0,3.46944695195361e-18,0,0.153700191353309,0.543039427807201,0.0247246727103312,0,0.076667551954366,0.444844659488243,0,0.17218367235647,0,0,0,0,0.112394472079943
DGB,0,0.198830285648958,0.157774166022152,0,0,0,0,0,0,0.0413592572892148,0,0.0189484952080973,0,0.417895794583931,0,0,0,0,0,0
BV010082.Index,0,0,0.0403352269095966,0.051686310710958,-0.0149036536441057,-0.0833086822208749,0.0421357092860617,-0.0227223455928004,0,0.00370831625564653,0.128076420969558,-0.00169611118814218,0.146960006470183,-0.0456837433492251,-0.075389068757664,0,-0.111002131264717,0,0,0
CVIX.Index,0,0,0,-0.0419332071941807,0,-0.0310233622736979,0,0,0,0.0075291498897522,0,0.0105608427695212,0,0,0,0,0,0,0,0
DXY.Curncy,0.0295833922656206,-0.0461135541905227,0,0.010505083198609,0,0,0,-0.011727674542678,0,-0.00102347248921739,0.0536446910344868,-0.00362177859643004,0,0,0.00100902100851161,0,-0.0841533537136775,0,0,-0.0171596868545058
SPX.Index,0,0,0.0193712049970579,0.0155956654560123,0,0,0,-0.00246711815851121,7.62062503095294e-05,0.00154718617692642,0.0154749920741052,0,0.0139182407185114,-0.0211963331283202,-0.00940463669596152,0,0,0,0,-0.0661302387843788
VIX.Index,0,0,0.182727391403215,0,0,0,0.105875322936637,-0.253558219007568,0,0,0,-0.00499569511802435,0,0,0,0,0,0,0,0
