,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0800638440252707,0,0.130304248435631,0,0.00880184112951746,0,0,0,0.122851656954042,0,0,-0.052085738769394,0,0,0,0,-0.00777523808073458
ETH,0,0,0,0.148050744162268,0.259516015591053,0.0763464005853801,0.0216995253741823,0,0.0355484459896709,-0.0223122316910515,0,0.311968045497411,-0.0352353835544375,-0.0763415141071807,0,0,0.0112866388236017,0,0,0
XRP,0,0,0,0.0987546811819663,0,0.0831795837983044,0,0.0702927436478753,0.0634555686123091,0,0,0.0962830782635356,-0.027219222016443,0,0,0,-0.0373739159873331,0,0,-0.00646412058714412
EOS,0,0.606294120194348,0,0,0.130009859008023,0,0.0953423942666734,-0.0140161625082922,-0.137625723399848,0.301888168667245,0,0,0,0.0482621535472856,0,0,-0.00715443429199986,0,0,-0.00995117262071395
LTC,0,0.551430667955506,0,0,0,0.101529240912918,0,-0.0802160254007318,-0.00543050288960316,0.0319356221463955,0.542614168649557,0,0,0.210674069225511,0,0.0340582058981638,-0.0101085469290216,0,0,0.0375989669520829
BCH,0,0,0,0.251354570863545,0.465280573134844,0,0.189010513578393,0.175506252264346,0.226190037124524,2.77555756156289e-17,0,-0.101046151168271,0,-0.0766883273876978,0,0,0.0335762143118047,0,0,0.174399442747116
BNB,0,0,0,0,0,0.251175036511804,0,0.127501199047469,0,0,0,0,0,0.521506917561475,0,0.309129226314594,0.415979929578488,0,0,0
XLM,0,0,0,0,-0.928185739615094,0.595089080596716,-0.110185465863398,0,0.193816131432087,0,0,-0.110164529888735,-0.154294745572523,0.653432214733126,0,-0.144815939069253,-0.0424561502817281,0,0,-0.163656161375395
ADA,0.537459924288262,0,0,0.106255563549764,0,0.00621288739288869,0,-0.238638271275331,0,0.485374063794109,0.58322770715108,0.429574882245547,0.277134777765385,0,0,0,0,0,0,0.24586514930424
TRX,0,0,0.0820006145872176,0.188776247371818,0,0.234426694862627,-0.177594353024721,0,-0.0690693772725798,0,0.426076584167356,0.0874675106989913,0,0.360196336959912,0,0,0.242577136440087,0,0,0.102937249896671
BSV,0,0,0,-0.0061657784107355,0.506124567918159,0,0,0,0.0699044971079255,0,0,0,0.109483477384798,0,0,0,0,0,0,0
XMR,0.214184450627843,1.25569385147573,0,-0.126868085640013,-0.581156986321111,-0.121795909404121,0.0764822935054405,0,0,0.308966662559765,0,0,0.167594399306706,0.0669925740987846,0,0.414453320956053,-0.0648788853040172,0,0,-0.00173548745184273
MIOTA,0,0,0,0,0,0.0103383253578873,0,0.00524264722319742,0.0911020989135591,0,0,0.380895891491655,0,0.161012898688688,0,0,-0.103371752292896,0,0,0
DASH,0,0,0,0.0576122694547926,0,0,0.153367757915154,0.0421223066747264,0.204675728448097,0,0,0,0,0,0,0,-0.0888808104504215,0,0,0
MKR,0,0,-0.456015117579774,0.293696529878683,-0.317031034070152,0.448213851992969,0.0491852184860258,0,0.022608301512807,0,0,0,0,0.16159299967153,0,0,0.0195650153683057,0,2.82979830863074,0.300264980303111
BV010082.Index,0,0,0,0,0,-0.0231660033222274,0.0591610530924007,0.0959524297047184,0,0,0,0,-0.320383331392281,0,0.228943052248093,0,6.93889390390723e-18,0,0,-0.130337078268835
CVIX.Index,0,0,0,-0.0600840489243903,0,-0.117950479857118,0,0,0,0,0,0,0,-0.0607776999646965,0,0,0,0,0,0.0224498700551588
DXY.Curncy,0,0,0,0,0,0,0.00953243339753826,0.0112890251954011,0,0,-0.00153563245185133,0.0299151264799217,-0.0687051927798266,0.0232484033621593,0.0612025302031779,0.00429192476490165,0.0400283291875806,0,0,0.015614303368805
SPX.Index,0,0,0,-0.0310884845367504,0,0,0.00284686471814598,0,-0.0237796720542061,0,0,0,0,0,0.0592672566859446,0,0,0,0,-0.117494985582695
VIX.Index,0,0,0,-0.316075180222631,0,0.0921438812184422,0,-0.26931458455089,0,0,0,0,-0.0745488261848043,-0.292896022884347,0.270918198942644,-0.137328321782893,0.21560042368852,0,-4.0723541654635,0
