,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.148837297368414,0,-0.0564241413996872,0,0,0,0,0.0178395959419425,0,0,0,0,0,0,-0.00936344324206766
ETH,-0.953708718038512,0,0.248249322074531,0.581768368353562,0.440879065013393,-0.233901964736247,0.475402998616056,-0.15402399776501,0,0.0775350261629683,0.125821844170618,0,-0.0925223867917463,0,-0.574111647906302,0,0,-0.475433682132146
XRP,0,0.0685366980286104,0,0,0,-0.0118678943900283,-0.0855746682823156,0,0,0.0912164762971266,0.00528424623251961,0.0964474874304837,0.0129341708344303,-0.147868166120685,0,0,0,0.0812471235707134
LTC,0.394865974559083,0.0718098382025377,0,0,-0.00569424911346812,0,0,0,0,-0.00412989058028694,0,0,0,0,0.0849266051750638,0,0,0
XMR,0,0.47225026702773,0,0,0,0.144843931194667,0,0,0,-0.115872191071271,0,0,0.2344626749338,0,0,0,0,0.104519203366468
ETC,0,-0.622932828407276,0,0,0.360389849962329,0,0,0,0,0.154849834743426,0,0,-2.77555756156289e-17,0.197462327854601,0,0,0,0.211870846229802
DASH,0,-0.037320151485302,-1.48670135252633,0.658867256013504,3.46944695195361e-18,0.451245203407936,0,0.175334310608093,0.0337297012482419,0.298607498028584,0,-0.0203843980267985,-0.108950543083886,-1.20311773773032,0,0,1.47305504796749,0.208065906521327
XEM,0,0,-0.166080167884352,0.312520206538628,-0.151206814554995,0.0177568466096609,0.273003981205212,0,0,0,0.195592704426502,0,0.427402088759613,0,0.611362904620593,0,0,-0.17645055093829
DOGE,0,-0.0276451813498801,0,0,-0.051109717783408,0.0151774951617309,0,0.108906632121261,0,-0.0291039271592261,0,0,-0.107148950609152,0,0,0,0,-0.0389670681157493
XLM,3.15376052474585,1.07219301758627,3.58244291752643,-3.45444803850111,-0.568203945012121,-0.641681933410336,2.58902462611381,0,-1.41004544381354,0,0,1.73472347597681e-18,0.364874447956352,2.27052876041812,0.104011396371267,0,-10.5786081592577,-1.08673256874157
ZEC,0,0.314271868259091,0,0,0,1.38777878078145e-17,0,0.505282266054859,0,0,0,0.349488139666772,0.190292330107071,0,0,0,0,0
NEO,0,0,0,0,-0.158368323027263,0.135974508184426,0,-0.123544074350632,0,0.00444636377352076,0.26049924313519,0,0.0815837440181889,-0.779788780224008,0,0,0,0
DGB,0,0,0.11329527966662,-0.627970579787226,0.217342213162844,-0.1128181272438,0,0.509829645300372,-0.393082452371565,0.0435439715878434,0,0.14489935834224,0,0,0,0,0,0.322150015827793
BV010082.Index,0,0,0,0.178252713894956,0,0.112657468527305,-0.237742105772943,0,0,0.0727119471669682,-0.0449585655648886,0,0,0,-0.237833583487663,0,0,0.146941767426603
CVIX.Index,0,0,0,0,0,0.0513797023922604,0,0,0,-0.0555744489016632,0.0720661951547645,0,0.0363467462098775,0,0,0,0,0
DXY.Curncy,-0.0581613768817652,0,0,-0.0153740187352623,-0.0235471131372712,0,-0.0483385296358213,0.042212559443839,0.0698884061604572,0.00494269019802443,0,0,0,0,0.155911882242109,0,0,-0.00428257994959021
SPX.Index,0,0.0026263888541902,0,-0.0225781268523919,0,0.00471779883221637,0.00147665200612977,0,0,0,0.0162518280140999,0,0.00908475488443827,-0.0755111312721106,0,0,0,-0.0195630731085672
VIX.Index,0,-0.982539656294345,1.37607870904404,0.743445622538643,0.444356720391128,0.0171589062408677,-0.274645810862876,-0.0349480694510564,0,0,-0.157449755156341,0.126340754793334,0,0,0,0,-0.933296722495424,0
