,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0236611068796117,0,0,0.0384583193064354,0,0,0.0185652640334486,0,0,0,0,0,0
ETH,0,0,0,0.401585219840646,0,0,0.0613891448370553,0.150487361678016,0,0.144719262705637,0,-0.0409104194613737,0,0.873551462076623,0,0,0.0521151517773632
XRP,0,0,0,0.945115887550171,-0.144835873912273,0.246094230215898,-0.543678207872709,0.0712841983843582,0.143130042578466,0.440883621308817,-0.143071012569075,-0.35429063604316,0,0,0,0,-0.046177241836695
LTC,0.625435511855155,0,0,0,0.0224085717103024,-1.73472347597681e-18,0.127299754599673,-0.0101148892406001,0,-0.102664752697986,0.00350728691495257,0.00994167708622492,0.0355919320852148,0,0,0,-0.0308598302461907
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210855290427928
XMR,1.02592384066037,0.933013942382149,0.118727386960238,-1.07438872882236,-0.101762607403588,0,0.189940047138857,0.333935152680697,-0.988614197543978,-0.179855654819264,-0.132336280984828,-0.155751363893247,0,0.546854480088549,0,0,-0.0318142894758929
DASH,0,0,0,0,0,0.363476328660123,0,0.206932493854897,0,-0.519849907939597,-0.0595296429924359,0.104548195443285,0,0,0,0,0.0763161649642434
XEM,0,0,0,0,0.13300433359724,0.220364350049327,0,0,0,0.0171856325917355,0,-0.195943473201206,0,-1.05744164825477,0,0,-0.0354029469364158
DOGE,0,0,0.0650592265390474,0,0,-0.110023016641208,0,0.0840572612579762,0,0,0,0,0,0,0,0,-0.00302728170998568
XLM,-0.567535533701406,0.398560201414791,0.227453404693211,-0.754385148280063,0.138795165835413,0,-0.821130434607146,0.556527662682023,0,0,-0.0640916443681369,0.199788390433391,0,0.45959945685617,0,0,0.0958222794325079
NEO,0,0,0,0,-0.254288360413351,-0.649510227130828,-2.15162277626806,0.763572852408917,0,-0.452794072345564,0,-0.486755767883433,0,0,0,0,0.588792650322622
DGB,0,-0.50511075075479,-0.249629489287695,0,-0.225555151665995,0,0.394045047752511,0,0,0.33181077062129,-0.0530309796500459,0,0,0,0,0,0
BV010082.Index,0,0,-0.0972459157888084,0,0,0,0,0,0,0,0,0.0201872430867327,0,0.123302645639301,0,0,-0.0394842045125815
CVIX.Index,0,0,-0.205163473582705,0.789576023349729,0.00916776141045,0.144906670213738,-0.13057003618745,-0.170504241962498,0.10012985409009,0.198437926365358,0.0205291592793249,-0.0813338182781628,0,0,0,0,0
DXY.Curncy,0,0.000959633800545938,-0.0189746252917935,0,0,-0.00611383883802166,-0.0359605112394152,0,0.0535185085856237,0,-0.00393493335831498,0.0205750491448777,0.00840847934567868,0.0212361074318219,0,0,0
SPX.Index,0,-0.0378126972327797,0.00544671582571351,0,0,-0.0234407953352562,-0.0168143541029223,0.0245311922933981,0,0.00859187282820901,0.000686112990029037,0,0,0,0,0,-0.0555356790094852
VIX.Index,0,0,0,0,0.054096814624993,0.139324018215082,0,0,-1.05714607847355,-0.123989438006932,0.036568333517917,0.0236411339571655,-0.878892203258805,2.65905713160146,0,0,0
