,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.154058452122181,0,0,0.148143181303183,0.0832976837776247,0.174783570178325,0.16355892757922,0,0,0,-0.0664829228273552,0.192101592019988,0,0.00595550940968018,0,0,0
ETH,0.14964318920241,0,0,0,0,0,0.117378650342242,0.0245215624625713,0,0,0,0,0.0594223390849176,0,0,0,0,0
XRP,0.155926075801383,-0.189321663686043,0,-0.398293150226963,0,0.25808600402771,0.291178840849861,0,0,0,0,0.108385450749869,-0.235190714923916,0.110755299492087,0,0,0,-0.0107424613876061
LTC,0,0,0,0,0,0,0.277794037300093,0.0569148096026861,0,0.105327237468439,0.00722794030878253,0,0.0839339309095127,0,0.120191732591937,0,0,0.0775000415940276
XMR,0,0,0,0,0,0,0.179548747489005,-0.041956771145866,0,0,0,0,0.35539858879859,0,0,0,0,0
DASH,0.701389684881397,0,0.159014634649658,0,-0.104805814000468,0,-0.24326464618097,0.0305111369584205,0,0,0.334666571379306,0.147309133282755,0.0795705012114452,0.766054255813427,0.280733441738376,0,0,-0.118212159972061
ETC,0.241107063198278,1.05785508140901,0.40954108865325,0.701762287881775,0,-0.0206264520404734,0,0,0,0,0.0844250651008396,0.121621283263603,0,0,0,0,0,0
XEM,0.959247016394267,-6.93889390390723e-18,0,1.6110886719599,-0.16700933289215,1.18767325844422,-0.847464222768561,0,1.76880117730423,-0.0558675346944953,-1.04806834127353,0.325878790829316,-0.997736788469146,-2.36299806054464,-0.928371325330694,0,0,-0.257394307987737
DOGE,0,0,0,0,0.412518969876324,0,0.057158472843767,0.0105778286533754,0,-0.239638442156171,0.0693069441572191,0,0,0.495091230442091,-0.120931112928412,0,0,-0.0649275593114641
ZEC,0,0,0,0,0,1.73472347597681e-18,0.221533741617029,0,0,0,0,0,0,0,0,0,0,0
XLM,-0.0382584652575764,-0.865552061634982,-0.0419608561357339,0.666368005273139,0,0.650936915057121,0.0980012645242885,-0.22209334724088,0,0.36499159642196,0,0.114484283354428,-0.245135802369036,-0.347662603039579,-0.406498220360004,0,0,-0.10303391638826
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143907671165644
DGB,0,0,-0.981832706542654,0,0.41363606103635,0.785402407571041,0,-0.145903639668169,0,0,-0.289092149410473,0.333463824229158,0,0,0,0,0,-0.0934965529587611
BV010082.Index,0,0,-0.0798324491706607,0,0,0.12426335557775,-0.0927364986848536,-0.0520974433009872,0.665239646709431,-0.137418514169041,0,0,-0.127234239321003,0,-0.0366485803378926,0,0,-0.0438575957859493
CVIX.Index,0,0,-0.0797415670556983,0,0,0.142458885026656,0,-0.0666633395365191,-0.193420064772175,0,0,0.0249046798479782,0.0398091044464873,0,0,0,0,0.198810820448787
DXY.Curncy,-0.00446230715217529,0,-0.0832848264111192,-0.0151218728573175,0,0.0614259446190407,-0.0130089034185149,-0.0168737449722635,0,0,0,0.00490848726850036,0,0.0727399906860128,0,0,0,-0.00979564007572094
SPX.Index,0,0,0.0195326163056867,0,-0.0131211915062888,0.0205115856695506,0,-0.00401703383063693,0,-0.016893770006771,0.00322588098228359,0.0026000931323212,-0.00361143441194373,0.0189154299020376,-0.00575529658808217,0,0,-0.0452966240759956
VIX.Index,-1.38777878078145e-17,-0.671772459789209,0,0.23112912269906,0,-0.0612124671026313,0.0777733729585183,-0.052162216892013,0.0578899283296911,-0.713969966082411,0.382048778774005,0,-0.108494350338335,0,0,0,-5.31741995751623,0
