,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,XMR,DASH,TRX,NEO,ETC,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.348526080835529,0,0,0,0.299007997834145,0,0.0836968449363436,0.000488247947818188,0.0479236787629922,0.0577639092451524,0,-0.137912363300928,0.0130132551972975,-0.140439799896592,-0.0173509039491105,0,0,0,0.0176469044106045
ETH,0,0,0,0.239598540750953,0.107215299267723,-0.134080620830533,0,0,0.0727467864924008,-0.0411263089631279,-0.00470648878436046,0,0.169602213120497,0.321170734023197,0.0508001673609336,0,0,0,0,0.0552017384073417
XRP,0,0,0,0.0763923394830406,0.11684367985369,0.15399624205284,0,0.225305396760318,0.0684712603524379,0,-3.46944695195361e-18,0,0,0.225223270449968,0,0,0,0,0,0
BCH,0,0,0.292018271194565,0,0,0,0.261728503922415,0.301917164445557,-6.93889390390723e-18,0.0254032673579795,0.00634399708720033,0,0,0,0,0,0,0,0,-0.033801432053282
EOS,0.132338769221364,0.713419451566049,0.313229306321657,-0.524392730117486,0,0,0,1.37461526533711,-0.287591178876427,0.223517463049981,0.069503475749601,0.109936306353165,0,-0.381121398628697,-0.47144254208901,0,0,0,0,0
XLM,0,0,0,0,0,0,0.131969472909514,0,0.0293091371457077,0,0.146718064507465,0,0.118717495845525,0.0578733497275719,0,0,0,0,0,0
LTC,0,0.0412255310692493,0,0.231847875768118,-6.93889390390723e-18,0.281994062323057,0,0.263627920462162,0.00401330919997765,0.0468434985601991,4.33680868994202e-19,0.0336371041826583,0,0,0,0,0,0,0,0.0632403038518071
ADA,0,0,0.0412191551162986,0.0510992985529592,0.0593284312705211,0.0516320341081786,0.367514905369599,0,0.0480498342347566,0.125333172125019,-0.0213279408582239,0.0715233868181211,0,0,0.395176170137177,0,0,0,0,-0.0763569830654877
MIOTA,0,0,2.77555756156289e-17,0,0,0.147924065069648,0,0,0,-0.171238320713171,0,1.12939777674066,0,0.017974647213939,0.0661877597855125,0,0,0,0,0.0633714286676779
XMR,0,0,0,0,0,0,0,0,0.154007531037492,0,0.323502851852452,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.152021589559473,0,0,0,0,0,0,0.469886654301412,0,0,0.292456354042074,0,0,0,0,0
TRX,0,0.451347063819507,0,-0.331765925674211,0.216469476124118,0,0,0,0.169084300256398,0,-0.123496212902278,0,0.441702141289623,0.156270458508179,0.0288150685324007,0,0.331043971965542,0,0,-0.204196545734041
NEO,0,0,0,0.450203882055193,0,0,0,0,0.516668240365468,0,0.224966607996447,0.00434929978641899,0,0,0,0,-0.206942629822181,0,0,0.139455411784462
ETC,0,0.835492929049475,0,1.38777878078145e-17,0,0,0,0,0.108267676097656,0,-0.0330875762521935,0,-0.151029168385774,0,0,0,0,0,0,0.0835013434717008
BNB,0,0,0,0,0,-0.377608219773954,0,0.649725558405989,0.108051335923464,0.135779036111457,0.134719126106101,0,0.0909311671334969,0,0,0,0,0,0,0
BV010082.Index,-0.372428712789207,0,0,0.135561633900875,0.0991273221440019,0,-0.20477905887732,0,0,-0.124509432547868,0.0988067578773738,0.0417752422740254,-0.069871181446762,0.0748102792324957,-0.0120901566213584,0,0,0,0,-0.00204213862276909
CVIX.Index,0.308209167724465,0,0.078047892738211,0,0,0.25608753053103,0,0.132860972261828,-0.251942504968974,0,0.108736017921483,0,-0.0920611791131585,0.199429569921769,0,0,0,0,0,0.170252079417608
DXY.Curncy,0,0,0.00544106958137843,0,0,0,-0.0383675463926932,0,-0.00377830392768567,0.0125587967478943,-2.71050543121376e-20,-0.0257274969245144,0.0251543028688824,0.00462263864825941,0,0,0.128850511404048,0,0,-0.0121537020822403
SPX.Index,0,-0.03576148034419,0,0,0.0324007901411379,-0.0306979821133172,0,0,0.009258293604932,0,0.00750358640843494,0,-0.00394623103373604,0,-0.0139521360880743,0,0,0,0,-0.0491244861897667
VIX.Index,-0.794486134258471,0,-0.511096774134384,-0.215439875160302,0.999209945206679,-0.835156308361339,1.41211640744169,-1.08000402672561,0.562762465874896,-0.270323946819302,0,-0.372570004155949,0,-0.534474737855445,0.119874356203417,0,1.80780341477226,0,0,0
