,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0650491446660703,-0.0193219437256991,0.11286883541224,0.0959681611609204,0.0584316605067345,-0.0820535631432101,0,-0.0784280662807207,-0.153332307850496,0,0.037411522281589,0.114265731775913,0,-0.178190617707397,0,0,-0.152210718407877
ETH,1.14799156937006,0,0,-0.359023498992308,0,0.0259696898043735,-0.00559277514347481,1.34153178891678,-0.247691358569868,0,0.261998670741387,-0.243095188337703,-0.347968305401477,0,0,0,0,0.103663750573217
XRP,0,0,0,0,0.210003758242361,0,0,0,0,0,0,0,-0.0164217189315481,0,0,0,0,0
LTC,0.411063845304842,-1.02337373277757,0.239822850686457,0,-0.0845695633651474,0.169429406480609,0,1.23703012059059,-0.546855493074654,-0.227935215955718,0.283824298214449,0,-0.439219685832478,0,0.0797385115265931,0,0,0.205176926339711
DASH,0,0,0.158964334444331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0.722017517575907,0,-0.218336673695404,-0.0110434995317376,0.408863761913911,0,0,0,0,0,-0.138009156642013,0.299805774686788,-0.120319390968671,0,-0.599574207419202,0,0,0
XEM,0,-0.0246514761958262,-0.0414044849370855,0,0,0.127951791479161,0,0,0,-0.357840751656874,0.0963073015197185,0,0,0,-1.14431798172565,0,0,-0.612137217704183
XMR,0,0.233766761416612,0.144552952193991,0.119582519592299,0.0234277734501885,-0.0341653841995998,0.0995784579890222,0,-0.0402665741272416,0.143233062116808,-0.0935435124914333,0.108310312559283,0.0928389413950876,0,0.109815697851976,0,0,0
ZEC,0,0,0.307525867127188,-0.301774200642257,0.276985476542877,0,0.122341139695699,0,0,0,0.104583244599318,0,-0.116815797885731,0,0,0,0,-0.0234259239001844
DOGE,0,0,0.230595147225188,0,0,0,0,0,0,0,0,0.0772557117117453,-0.0846475046893643,0,0,0,0,0
XLM,0,0,0.207814429015478,0.11797721741487,0.0502938049405744,0,0,0,0.281833954801398,0,0,-0.0273810619460787,0,0,0,0,0,0.054831105413413
NEO,0,0,0,0,0.128132989398161,0,0,0,0.389548324017756,0,0,0,0,0,0,0,0,0
DGB,1.23356558567048,-0.845561956131104,0.244454203169664,-0.845381457985061,0,-0.360360822741102,0.145669805379535,0.641241214674798,-0.855640152747554,-0.057157045974926,0.470710776621358,0.339587928597624,0,0,0,0,0,0.377234144628799
BV010082.Index,0,-0.0110394123107403,0,-0.00449239497925628,0,1.73472347597681e-18,-0.0197889775512292,0,0,0,-0.0699230886444197,0.00460744656169686,0,0,-0.124977619424675,0,0,-0.122168790313517
CVIX.Index,0,0,-0.0457540988510829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0165612048155676,0.00553555402947523,0,0,0,-0.00729897771719773,0,0,0,0,0,0,0,0,0,0,0.0217523626036612
SPX.Index,0,0.0261512661310549,0,0.00958342289828822,0,0.000786356627260507,0.00846696501733109,0.0104324868208733,-0.0288804981776393,0.00494697407194549,0,-0.0136174353854388,0.00558767818335055,0,-0.00944732789331818,0,0,-0.0468980358634693
VIX.Index,0,-4.33680868994202e-19,-0.133461330514476,0.38415282787616,0.566584166110878,0,-0.419395814834414,0,0,0,-0.161165218246634,0.0600563329949611,0.364838824023278,-3.09659658853761,-1.08331930105783,0,0,0
