,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0477457033256305,0,0.208474641616118,0.0601050135876876,0,0,0,-2.16840434497101e-19,0,0.178081883137883,0.111946324516172,0.0359233243984683,0,0,0,0,0
XRP,0,0,0.0234055532116359,0.187163133091702,0,0,-0.0850486285564759,0,0,0.187389093395075,0.0470919609418194,0,0.141969157464068,0,0.130244920493279,0.0957641373022076,0.0223096972976188,0,0,0
ETH,0,0,0,0.378135674158586,6.93889390390723e-18,0,0,0.158828071657106,0,0,0.373117829833239,0.0662250661590653,0,0,-8.67361737988404e-19,0,0.115309860971263,0,0,-0.12792763317735
BCH,0,0,0.151426991091463,0,0.13963909626004,0,0,0,0.424460782583643,0,0,0,0.147642881636248,0,0.19834786231422,0,0,0,0,0
EOS,0,0,0,0.0962906679765222,0,0,0,0,0.0903425869769691,0.52407356030652,0.240597813818323,0.0651714823870368,0.046204318666905,0,0,0,-0.133666396884108,0,0,0.0318605141575608
XLM,0,0,-8.67361737988404e-19,0.278952269595608,0.26972706700751,0,2.16840434497101e-19,0.0425869190025377,0,0.0612982291533872,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.332442014394039,0.313783628327837,0,0,0,0,0,0,0,0,0,0,0.198420377661447,0,0,0,0,0
TRX,0,0,0.761240843305254,0,0,0.745796838767088,0.124685963616819,0,-0.439951540615071,0.638741942607879,0,0.244009697710047,-0.555177449341402,-1.51426382426929,0.67387255459568,-0.660542121923371,-0.397688749207481,0,0,-0.253326552900126
BSV,0,0,0,0.160996395861644,0.50888833767846,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
ADA,0,0,0.141353697926948,0,0.393503227600408,0,0.0964604357742377,0.141259731479035,0.019877193059242,0,0,0,0,0.311178955168586,0,0,0,0,0,0
MIOTA,0,0,0.139740242148708,0.262396965415812,0.212162212502654,0,-0.0862322348100829,0,0,0,0,0,0,0.388563667083685,0,0,0,0,0,0
BNB,0,0,0,0,0.060816188485614,0,0,0.196115798284978,0,0,0,0,0,0,0.516292468353217,0,0,0,0,0.0679172858373333
XMR,0,0,0.430429401263864,0.0986191110334099,0,0,0.0958409463124611,0,0,0,0.200680491649526,0,0,0,0.0466029041549325,0,0,0,0,0.0833554068916146
DASH,0,0,0,0,0,0.212926689548532,0,-0.0773380423904412,0,0.300659592797617,0.446812201343756,0,0,0,0,0,0,0,0,-0.044232594660333
NEO,0.835803158506059,0,-0.138240347134078,0.273288788019352,-0.041669246512661,0,0.301662282073237,0.16295822282808,-0.0647097088403437,0,0,0.0469197463477114,0,0,0,0.182932600201547,0,0,0,0
BV010082.Index,0,0,-0.0369952335842211,-0.226634777037941,0,0,0.152086489213609,0,-8.67361737988404e-19,0,0.269319463937417,0,-0.221362312456236,0,0.136710809219529,0,-0.1020973608918,0,0.665108323378654,-0.0793173619550293
CVIX.Index,0,0,0.298583499797622,0,-0.626013358602406,0.817640337653988,0,-0.447718645422119,-0.0437484550460087,1.0183210246912,0.0244576550022841,-0.0268480464075472,0,-0.432064966403475,-0.486999620062694,0.218665233351175,0,0,0,-0.0723055279453385
DXY.Curncy,0,0,-0.00806823455398879,0,0,0,-0.0204195013339409,-0.0213578584035348,0,0,0,0.012939148936863,2.16840434497101e-19,0.0778356615152634,-0.0121277246955249,0.0393387856146956,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47000907315699e-05,0.2941297327273,0,0,0,-0.0360111553028698
VIX.Index,0,0,-0.395394196062517,-0.503977974740463,1.49375115625435,0.86227545563245,-0.162396546355902,-0.151820647236145,-0.511503376714091,0,0,0.0239323710785046,0,-0.854314422541401,0,-0.666814887264106,-0.450376568233532,0,-1.90025439309839,0
