,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.026462274434135,0,0,0.0548403904619933,0,-0.00534336094814925,0,0,0,0,0,-0.00347776003965847
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,-0.102903122305729,0,0.563093395006598,0,-0.218103725810951,0.316956610042988,-0.0355340852076803,0.714159172627289,0.524338757510389,-0.126533890934495,-1.52731812149618,0,0,0,0
LTC,0,0,0,0,-0.0266718836811305,0,0,0.0209867152675678,0.0910704745270003,-0.0198751420274725,-0.0347426987192712,0,0,0,0,-0.0463234340033943
XMR,0,0.184311304868131,0.441437944608006,0,0,0.886927832309418,0,0.325557080332035,-1.87633155375044,0,0,0,0,0,0,0.165024437381657
ETC,0,-0.2301235979556,-0.28415135164758,0.162846924499408,0.067714742965821,0,0.456539909821903,-0.0470715210617981,0.325165866124561,-1.73472347597681e-18,-0.0190197731563203,-1.19513032663742,0,0,-5.92889543693291,-0.654621878940294
DASH,0,0,0.148101130192511,0,0,0,0,0.0705855532253002,0,-0.0111391507035227,-0.0583822268233902,0,0,0,0,0.0260951383319793
XEM,0,0,0,0,0,0,0,0,0,0,-0.339921030261714,0,-0.926078877222483,0,0,-0.119109088558978
DOGE,0.858751844277294,0.24728332641086,0.149382734314941,0.168444978701492,-0.11932599034853,0.223348378875032,0,0.0411262314256356,0,-0.0816490336781007,0.015448720871499,-0.140972226267676,0.335962174934171,0,0,-0.042751530593173
XLM,0,0,0.626683087104478,-0.281904888581696,0,0,0,-0.133002934209247,0,0,0.376494188909703,0,0.402772782145917,0,0,-0.132069553114274
DGB,0,0,-0.22582154517308,0,0.0686941443232692,-0.430166714953357,0,0,0,0.190000275345899,0,0,0.366823461019585,0,0,0
BV010082.Index,0,0,-0.0716954306710471,0,0,-0.0990558549609599,0.00961835410289435,0,0,0.0285122776610975,0,0,0.178285217711533,0,0,-0.149066088596257
CVIX.Index,0,0.137542375013854,0,0,0,0,0,-0.135762359570142,0.341937962646333,0.0360076310538967,-0.0492423976327589,0.111683736162793,0,0,0,0.0613772956675063
DXY.Curncy,0,-0.022782439675913,0,0,0.000633269751336423,0.0158966522708808,0,0.0245989782198324,0,-0.000568076316762259,0.0245352039537939,0,0.119413494505276,0,0,-0.0126888612445761
SPX.Index,0,0,0.00489421959540138,0.0794027555676653,0.0072744740072884,-0.018789735468391,0,0.00498936663109323,0,0,0,-0.0279775105684121,0,0,0,-0.076125695214782
VIX.Index,0,-0.110949273710858,-0.186550418289706,0,0.011993049279176,-0.590810416062698,0.0732776731168591,0.10841265709027,0,-0.0259990541919667,-0.150362785817827,-1.71147385751075,0.379306946917992,0,-6.03483583077682,0
