,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.215736418033451,0.0835843017592633,0.117127685767452,0,0.232070662004258,0,0,0.0993002989940713,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
ETH,0,0,0,0,0.136474304213364,0,0.068574274572143,0,0,0.254018752516361,0,0,0,0.119100523807393,0.174486694400341,0,0,0,0,0
XRP,0.118144415322664,0.163539064848592,0,0,0.137118043421298,0,0,0,0.159733581446406,0.118498392596908,0,0,0,0,0.104047534967013,0,0,0,0,0.0256828857376486
BCH,0,0,0,0,0.102341697484821,0,0.511752051198277,0,0,0.177273109929851,0,0,0,0,0.0894934895134297,0,0,0,0,-0.0848563929813931
LTC,0,0,0,0.0568279539404925,0,0,0,0,0,0,0.221738242981549,0,0,0.246051524867395,0.145988642555361,0,0,0,0,0.0411586181863805
ADA,0,0,0.272638136030537,0,0,0,0,0.242643057501565,0,0,0,0.0830243246926089,0.175277209672642,0,0.0478456013651715,0,0,0,0,0.0161117683705616
NEO,0.310521740534095,0,-0.105271417558716,0.116165059758328,0,-0.244690227464945,0,0,0,0,0,0.133241974514284,0.606183802556266,0.235084645660111,-0.035550974465369,0,0,0,0,-0.0383087985310275
XLM,0,0.43276863526913,0.0671681929168657,0,0,0.185886456317523,0,0,0,0.0269305394886441,0,0.0236398820742376,0,0,0.191930555464716,0,0,0,0,0.00132070844418523
EOS,0.0849521195262855,0,-3.46944695195361e-18,-0.0105592930091652,0,-0.111934975789183,0.125382782257845,0,0,0,0,0.0605185207358481,0.374692235083462,0.338861291310848,0,0,-0.280287078489045,0,0,0
DASH,0,0,0,0.113057322337202,0,0.307219823660119,0.168417540202685,0.0448661728601586,0,0,0.133265864187263,0.390995416432392,0,0,-0.068395774783589,0,0,0,0,0
MIOTA,-3.46944695195361e-18,0,-0.0468910111530285,-0.01422234136232,0.0542057085052667,0,0,0,0.699359163472958,0.462419521619132,0,0,0,0,0,0,0.767330263306662,0,0,-0.109681790270431
XMR,0.449872256487136,0,0,0,0.0249374895689329,0,0.00903777319654702,0,0.0888541356291766,0.468699753774759,0.0952198790604021,0,0,0,-0.0691723416529304,0,0,0,0,0.0508403716321877
XEM,0,0,0,-0.0637679184784915,0,0.365892940017713,0.550463771467541,0.130475613706167,0,0,0,0,0,-0.222119610007313,0.176922417975957,0,0,0,0,0.114274023575072
ETC,0,0,0,0.125424221789305,0,0,0,0,0.554981826942457,0,0,0,0,0,0.223801795988585,0,0,0,0,0.0402071156994898
TRX,0,0,0.252921360850642,0.285414067324347,-0.109228810232573,0.473455914921308,0,0.119772775759158,0,0,0.0200198357319305,0,0.121713433977611,0,0,0,0,0,0,0.0751719397815619
BV010082.Index,-0.0779422193813621,0,-0.0455436903624831,0.0106254048137164,0.013549955220238,0,-0.0182948343662366,0,0,0,0,0.153705557881438,-0.0354591168799146,0,0,0,0,0,0,-0.0455660546523276
CVIX.Index,0,0,0,-0.0962955714389917,0.082171525821424,-0.0960043766849026,0.119223985077773,-0.0257636993287986,-0.0897942456280027,0,0,-0.0808145140224075,0,-0.065570220445587,0.198631713270843,0,0,0,0,0.0204520423953671
DXY.Curncy,0,0.0250894226274379,0.0104932910713758,0,-0.0256394254740141,0.0126980797296304,-0.0551160123279073,0,-0.0698225266386674,0.0829419102856853,0,0,0,0.0373913081529262,-0.0128229417288971,0,0,0,0,0.0163740719320799
SPX.Index,0.0696096463140455,0,0,-0.00265090462226816,0,0,0.0131440085180997,0.0477697499093954,-0.0464097735360138,0,0,0.0231284158309698,0,0,-0.0986697758051069,0,0,0,0,-0.0556111991933044
VIX.Index,0,-1.04967949083565,-0.203658340385986,0.164801302826581,0.567961761437849,0,1.04074638797426,-0.0853186136102638,-1.48058215763815,-1.38777878078145e-17,-1.45331566240724,0.253503951593789,1.61455430711731,0.666579855767354,0,-0.626885556464863,0,0,-8.03170213436342,0
