,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.14442566504725,0.0631899841993766,0.379169340295524,0.0833510560355846,-0.169106987293702,0.80400273376249,-0.0472903010598038,0,0,-0.240913408768674,0,0,0,0,0,0
XRP,0,-6.93889390390723e-18,0,0,0.150201641728369,-0.141001465212083,-0.062795974533175,0.550461324318428,0,0,0.335399408677889,-0.208949226088095,-0.129802559086024,0,0,0,0,-0.112120010552465
LTC,0,0,0.0832309088162741,0,0.217836322801011,0,0,0,0,0.590355637315587,0.399423499818018,0,0,0,0,0,0,0
DASH,-0.0813728369461874,0.57648197434043,0.107546797824162,0.175685849369332,0,0,0,-0.423791824548584,0,-0.264846701662313,0.363875648925575,0,0,0,0,0,0,-0.0180600501470103
ETC,0,0,0,0.0983216876746395,0.0705013235497567,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,-0.336776885722837,-0.136859039087709,0.264574519749753,0.253504223679151,0,0.187852901941578,0.802695269270469,0,0,0,0.177046451602282,0,0,0,0,-0.383946271516082
XMR,0,0.48394222952636,0.318563991769179,-0.0592728383822527,-0.489554329909624,0.0231127084135196,0.124167299146812,0,0,0.0842654678663096,0,0.229573244157431,0.0891859531238107,0,0,0,0,0.0122582667873741
ZEC,0,0,0,-4.33680868994202e-19,0,0,0.159182938415865,0.418988351427061,0,0,0.0982227561296952,0.0893375678467311,-0.0139331207872962,0,0,0,0,-0.023256691934339
DOGE,0,0,0,0.161279913282724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.365779847958872,0,0.328959381231335,0,0.202503254229227,0.282483887448781,0,0.588955529522498,0,0,-0.161026296006946,-0.0212800640205459,0,0,0,0,0
NEO,0,-0.499352606510646,-0.15143922485791,0,0.374948861178392,0,0,0.0906191108853937,0.133159105016432,-0.092330410154023,0,0,0,0,0.938619487300441,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0810832727630962,-0.00718027222093208,-0.0345492100716392,-0.0400232301868625,-0.064189441734303,0,0,-3.46944695195361e-18,-0.0124527805759228,0,0.0144762949044557,0,0,0,0,-0.140334151134511
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334266446203608
DXY.Curncy,0,0.0342648878240591,0.0303805314209237,-0.0174809922275068,-0.0145855098543923,0,0,0,-0.0067316052484118,0.0135806443192231,0,0.0117986109184323,-0.00666808770789872,0.176993299527766,-0.0991145663272849,0,0,0.0285024122069856
SPX.Index,0,0.0270636966953562,0.0201631804907193,0.00292116511583276,-0.0193116807094521,0,0.0108922888277911,0.0184233185358571,-0.0390494391453964,0,0.01130635130642,-0.00262760726763169,0.00192250948318643,0,0,0,0,-0.0377593418429998
VIX.Index,0,0,-0.260210892104803,0,0.73651448073103,-0.519446360389399,-0.453583331054664,0.247397054595242,0.585008666007931,-0.294358675595892,-0.121791556329433,0,0.178402104142694,-2.49103362739413,-2.04554549493565,0,0,0
