,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,XMR,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.123680536384022,0.0812482086262503,-0.13759226029613,0.154105234602144,0,-0.152332608636764,0.313905504440537,0.136988194751159,0,0.499018738064287,0,-1.38777878078145e-17,0,0,0,0,0,0.0039518873341026
ETH,0,0,0.293297589973119,0.0789992838580668,0.0410421158964628,0.106673277281171,0,0.0906953465497656,0,0,0.167771522782784,0,0,2.71050543121376e-20,-0.0244928684642535,0,0,0,0,0
XRP,0.176557235651162,0,0,0.086657203485529,0.155936391966782,0,0,0.0235717506856068,0,0.0183319085307379,0.17486727821133,0.140963040745021,0,0,0,0,0,0,0,0.0322517552925307
BCH,0,0,0,0,0.244915371661771,0.27133083766552,0,0.189786796866348,0,-0.107848720536328,1.38777878078145e-17,0,0,0.366540589707379,-0.0406166608147817,0,0,0,0,0
LTC,0,0,0.360154086265691,0.510992945305479,0,-0.388275898567957,0.4874069485187,-0.260677652246549,0,-6.93889390390723e-18,0.224991513593456,0,0,-0.114012066424275,0.226825958015751,0,8.67361737988404e-19,0,0,-0.107796731189866
NEO,0,0.594907758939105,3.46944695195361e-18,0,0,0,0.082500404186222,0.0519309512143421,0,0,0.201030173386648,0,0,0,0.117516401454242,0,0,0,0,0.0194205555287464
ADA,0.152179502991128,0,0,0,0,0,0,0.250342465496422,0,0.181489067387493,0,0,0.193161298422262,0,0,0,0,0,0,-0.0737888543718932
XLM,-0.594478245381525,1.11022302462516e-16,0.831507187399627,0.26673355148266,-0.186454536677469,0.128830586591995,0.283606893198538,0,0,0.0792737007624517,0,0.480862169369633,0,-0.0826402313869161,0,0,0,0,0,-0.0266149720582281
EOS,0.290603835165561,0,0,0,0.0983361690767799,0,0,0.0622552403336183,0,0.047848327639503,0,0,0.307557223522406,-0.0634589590631243,0.241898906289452,0,0,0,0,-0.0679008890297744
XMR,0.270361175831666,0,0,-0.114235716518069,0.153321487773644,-0.047623055654543,0,0,0,0,0.182250018994754,0.712269641618787,0,0,-0.0672835577088506,0,0,0,0,0
MIOTA,0,1.38525015074094,0,-0.269621962652171,0,0.00562760587591973,0,-0.17847404182602,0,0.0505079797653938,0,0.206353275802319,0,0.197471343987287,0.0566887137605505,0,0,0,0,-0.089307673027185
DASH,0.142530617919217,0,0,0,0.0416111244832646,0,0,0.187759594818589,0,0.299406314490682,0,0,0.209840790809987,0,0,0,0.231999247206903,0,0,0
XEM,0,0,0,0.0857514323507047,0,0,0,0.0685793122606621,0.467589023642576,0,0,0.0787162159482907,0,0.194750279659261,0,0,0,0,0,0
TRX,-0.0648257627028107,0,0,0.621989730384508,-0.211590316819146,0,0,-0.399048761914271,0,0.236783809027319,0.135339580032042,-0.143597897284563,0.853117119137333,0,0.12472945004453,0,0,0,0,0.0213655264610872
ETC,0,0,0,0,0,0.140888264666821,0,0,0.56834182926622,0,0,0,0,0,0,0,0,0,0,-0.0621143372086144
BV010082.Index,0,0,0,0,0,0,0,0.0493619780310393,0.0461328314298634,0.0581726311862869,-0.0554262309098995,0.0778327681010198,0,-0.120683847850198,0,0,0,0,0,-0.0300085390716896
CVIX.Index,0,-0.180763987178249,0,0.212481532673218,0,-0.096990115296893,0,0,-0.197377132835989,-0.135551363826756,-0.00703897264195547,0.399118173486053,0,0,-0.00587744167294117,0,0,0,0,0.0165828183133713
DXY.Curncy,0,0,0,-0.0249145961872528,-0.0216750925342906,0,0,-0.0228853157260499,0,-0.0147591019990243,0.0142399728426601,0.0341186272296736,0.0487385802391176,-0.0286709060091991,0.00282792121631537,0,0,0,0,0.0197415461558261
SPX.Index,0,0,0,0,0,0.0359715854947183,0,0,0,0,0,0,0,-0.0378412685075473,0.0111901579582262,0,0,0,0,-0.0429878369008616
VIX.Index,0,0,0,0,0.00888716536402861,0,-0.712023427489241,-0.279832508875128,0,0.706680610853776,-1.50971147224831,0,1.37169251993476,0.210687199771842,0.27970766743379,-2.48401309228293,0,0,-1.53030217934559,0
