,BTC,ETH,XRP,EOS,LTC,BCH,XLM,TRX,BNB,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0759426269789679,0,0,0,0.313996959221158,0,0,0.0197656370386644,0,0.119502077514387,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.204358537396868,0.13905725195571,0,0,-0.0374947991589199,0,0.474526242976236,0,0,0.121614429923501,0.0562084552772309,0,0,0,0,0
XRP,0,0,0,0.288785621344269,0.0992208952109884,0.0123590426459522,0,0,0,0,0,0,0,0,0.142752580712479,0,0,0,0,0
EOS,0,0.0313019101490306,-0.190355183581155,0,0.00262728776539688,0.143750093650371,0,0,0.260714965239965,0,0,0.241658189859428,0.786349390726524,0.180436056205412,0.0220824149827666,-0.671864409499308,-0.456975905548489,0,0,-0.249167751554498
LTC,0,0.157397187835025,0,0.0328816918343304,0,0,0.177810242463731,0,0,0,0.370108804588254,0,0.460764306424291,0,-0.160869720109574,0,0,0,0,0
BCH,0,0.284696815119197,0.1423442891939,0.158668505499429,0.0215347997287448,0,0,0.392576657857065,0,0.152621131262643,0,0,0.165728832150862,0,-8.67361737988404e-19,0,0,0,0,0
XLM,0,0.186697506413669,0.23729056894396,-3.46944695195361e-18,0.0378507107595488,0,0,0.460442967453204,0,0,0,0,0.0615838347011429,0,0.0959295986179167,0,0,0,0,0.0911622225727058
TRX,0,-0.13160331184999,-0.0141825585327672,0.0381801440954334,-0.0603656508907538,0.325543769533802,0.249648399286707,0,0,0.172267640307336,-0.0775044366936459,0.219685898411695,0,-0.133218316687011,-0.102491658862601,-0.307728184930683,0.0578355429606,0,0,0
BNB,0,0,-0.504187449785755,0,0.0974280619371555,-0.320602531090604,1.09149173221036,0,0,-0.423105555080619,1.13906834531498,-1.38777878078145e-17,-1.11999191139413,0.652991321081843,-0.0505318353085431,-0.322320872522381,0,0,0,0.207754358245144
BSV,0,0.175508711860834,0,0.0474849271607204,0,0.305103503560114,0,0,0,0,0,0,0,0.0916367945410567,0.0582171532049045,0,0,0,0,0
ADA,0,0,0,0.0166098090824297,0.0846696748536478,0.422482394379741,0,0,0.157708449233544,0.0333857530056334,0,0,0.160122989950493,0,0.089957465938029,0,0,0,0,0
XMR,0,0,0,0.244277586155121,0.227618022814015,0,0.067377626596508,0,0.0636195761905163,0,0,0,0,0,0,0,0,0,0,0.0759311674420977
MIOTA,0,0.0480903716726408,0,0.165273450644042,0,0.289220582781343,0.0399190378319302,0,0,0,0.25699896339965,0,0,-0.0616085578828193,0,0,0,0,0,0.0717093699883596
DASH,0,0,0,0.355185636237599,0.150214512205034,0,0,0,0,0.0927796186398717,0,0,0,0,0,0,0,0,0,0
MKR,0,0,-0.126304350408556,0.456652491668352,0.0264197222355656,0,0,-1.33687738716608,0,0.665175993987255,0,0.427681850269328,0,0,0,0,0,0,0,-0.227570267442856
BV010082.Index,0,0,0,0,-0.0750446456567369,0,0,0,0,0.0528695440759604,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0.190901844345187,-0.122114915717296,0.195077528666009,0,0,0,0,-0.0709056388665891,-0.260758868268747,0,-0.127937559486428,0.225928526953251,0,0,0,0,0,-0.180911547519312
DXY.Curncy,0,0.00810513012415564,-0.0223727338312949,0,0.00777252706616514,-0.0245479302322059,0.0328943565939382,0,-0.0152090709891752,0.00585348142435502,0,4.33680868994202e-19,0.000560689769663503,0.0361902197570218,-0.000327049519293698,0.139523555902339,0.0511357369400443,0,-0.160933360190963,0
SPX.Index,0,0.0110794972010009,0.00222335807631438,0.00488412568584387,-0.0278836862611848,0,0,0,-0.00268570873745092,0.0103583580770193,0,-0.0505393244824081,0.05060571421879,-0.0134771973278948,-4.33680868994202e-19,0,-0.0885701689139931,0,0,-0.0415902558197913
VIX.Index,0,0,-0.626660441594541,-0.679795421591599,0,0.772109149323153,0,0,0.821655022213359,0.498230931102827,0,0.349693022213711,0,0,-0.488977727365719,0,-1.09863410395037,0,0,0
