,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.116730656899529,0.101400185332285,0,0,0.075900143317258,0,0.133332142427987,0,0.119999146191864,0,0,0.149876994972731,0,0,0,0,0
ETH,0.252728519572992,0,0.0235902824785012,0,0,0,0.476737346537056,0.105753254156224,-0.342009923620463,0,0,0.0968712916439301,0,0,0.34639815713997,0,0,0,0,0.0323476831107616
XRP,0,0,0,0,0.250814564221821,0,0,0,0,0.0732898998615932,0,0,0,0.385229212288793,0,0,0,0,0,0
BCH,0,0,0,0,0,0.20412326559866,0,0.12701311429934,0,0,0.113607778964211,0.529621595669825,0.173754049229059,-0.0709591084089489,0,0,0,0,0,-0.0769102279825111
ADA,0,0,0.4915519440001,-0.0257105306485421,0,0.415318504701448,0.0436341532706231,0.0968168429045835,0,0.0387207240003577,0.118041233777682,0,0,0,-0.14063455009575,0,0,0,0,0.015002771171573
LTC,0,0,0,0.315699716792424,0,0,0.0629968397186408,0,0,0.166001003043305,0,0,0,0,0.0595059382559708,0,0,0,0,0.0863252913797845
XLM,0,0,0,0,0.54279140367858,0,0,-0.0277691842578322,0.655024790513902,-0.0854807153165903,0,0.134949540999425,0,0.162168580666714,-0.418823610470571,0,0,0,0,-0.0259329246825133
NEO,0.621213807610845,0,-0.0646814648663044,0.028850463879638,0,0,0,0,0.202669327074577,0,0,0,0.224348474797194,0,0,0,0,0,0,0.0195138278702592
EOS,0,0,-0.0354296498367393,0,0,-0.102199676953004,0.361858569709831,0.0226276899645049,0,0.0704427144219191,0,0,0,0,0.670514258447689,0,0,0,0,0.0145033108868938
XEM,0,0,0,0.0164289135250755,0.241822115973846,0,0.334387370042587,0,-6.93889390390723e-18,0,0.174289325810259,0,0,0.164593600717122,0,0,0,0,0,0.109366588800193
MIOTA,0,0,0,0.173164826335493,6.93889390390723e-18,0.404184547802977,-0.109904542991176,0,0,0.192475484699153,0,0.344860481234587,0,0,0,0,0,0,0,-0.0337729621206188
DASH,0,3.46944695195361e-18,0.0855388441678825,0.257454483268583,0.160939857095972,0,0,0.0102527076673534,0,0,0,0,0.377207227762152,0,0,0,0,0,0,0.0360004662095906
XMR,0,0,0,0.176281433848774,0.0756708622943086,0.0854427143709476,0,0.0892660018019295,0,0.0223449323970283,0.117321435833532,0.340949717422427,0,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0.264557538730003,0.241124377098056,0,0,0.233363411083356,0.0281442243268111,0,0,0,0.291995333293053,0,0,0,0,0.0626980392112162
ETC,0,0.248990597169866,0,0.267969550071815,-0.0472166087994184,0,0,0.0690709144865468,0.289815910026268,0,0.0605716985260938,0,-8.67361737988404e-19,0.17748642032062,0,0,0,0,0,0.00686573112656201
BV010082.Index,0,0,0,0.0520136002207881,-0.0933071162699913,0,-0.0152253725113165,-0.0267741051556365,0,0,0.029251694585104,0.0208853473543345,0,0,0.0480903514343858,0,0,0,0,-0.0416404077489199
CVIX.Index,0,0,0,-0.0755235204537685,0,0,0,0,0,0.0945350130055526,0,0,0,0,0,0,0,0,0,0.0158190254708214
DXY.Curncy,-0.0167421831324858,0,0.0441977820701198,0,-0.038763478393018,0.0177286869428418,0.0405075263461075,0.00636614389240101,-0.0834596171811462,-0.00249180163348504,0,-0.0247350421483713,0.058923683676271,-4.33680868994202e-19,0,0,0,0,0,0.00983501273343275
SPX.Index,0,0.0222192409866034,0.0425001383467332,0.047918241496494,0,-0.0204118648236928,0.0268402704852966,0.0595202308176956,0,0,-0.009362847346937,0.0134176801492867,0,-0.0564385810127197,-0.134055400499118,0,0,0,0,-0.0442203567774902
VIX.Index,-0.797721888186627,-0.336701572711749,-0.195102879892878,-0.450412099847031,-3.46944695195361e-18,1.04371714600184,0,0.202794766407511,0.388709628688843,0.294812382931228,0.226370415871319,0,0,-0.188754315654905,0,-1.51094990866178,-1.22170977998306,0,-4.34256120079951,0
