,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0110035774690874,0.0327083034946294,0,0.276471774936472,0,0.0782093443252377,-4.33680868994202e-19,0,0,-0.195142763547683,0.145076467574803,0.00865053042480799,0.01708225401214,0,0,0,0,0
ETH,0.289278765798179,0,0.00421626466119337,0.0190015756029362,0,0,-0.18386039739267,-0.0748582632266682,-0.0330850176328709,0.88238444034026,0,0.302417220520884,0,0.025604934038285,0,0,0,0,0,-4.33680868994202e-19
BCH,0.570974042016012,0,0,0.550473354453029,0,-0.740714133307385,0.68922114621188,0.577256934179269,-0.348548882205566,0,0,0,0,0,-1.91689485313673,0,0,0,0,0
XRP,0,0.305687172334318,0,0,0,0,0,-0.292855492227529,-0.0526368605159275,0.372946040322714,0.405642022821098,-0.011956543729429,0,0.0402299394723801,0.0341674628849482,0,0,0,0,-0.0338718559294109
LTC,0,0.118269407802279,-0.015680493140364,0,0,0,0,0,-0.0606037501995237,0.147825320246151,0,0.00430943859226305,0,0.0684819706677677,0.164689798928575,0,0,0,0,0.0564815594889313
MIOTA,1.35812085235776,0,-0.164019143896902,-0.57243630351847,-0.958920531670563,0,0.085086207150536,0.229839520616557,-0.179260513146073,0,0.329943866288766,0,0,0.138451950920676,0,0,0.355880863750704,0,0,0.126902265244784
XEM,-0.0980226426278841,0,0.0471304586546742,0,0,0,0,0.369099627531505,0.179177714433765,0,-0.0929242689055086,0,0,-0.0741464485993654,0.268204122607908,0,0,0,0,0.138794259893346
DASH,0,0,0.0491515608197573,0,0,0.22506442856006,0,0,0,0,0,0,0,-0.0552407729889135,0,0,0,0,0,0
NEO,0,0,-0.231033686281343,0,0,0,0.479566853113014,0,0,0,0,0,0,0.0231328788734516,-0.64075886402811,0,0,0,0,-0.119899880715258
ETC,0,0.264573332574249,0.00364549597469812,0.0697277996171685,0.246909242240271,-0.0255168920224551,0,0.120054471135025,0.00652905578086383,0,5.42101086242752e-20,0,0.0397329772997044,0.0212840307216406,0.0346663174633044,0,0,0,0,3.46944695195361e-18
XMR,0,0,0,0.582518931011811,0,0.0418675886483877,0,0.102403265637374,-0.00778747089785994,0,0,0.0207121529997377,0,-0.0525220885711725,0,0,0,0,0,0
ZEC,0,0.48062954599275,-0.0305874826763482,-0.0879234414786354,0,0,0.096301191556892,0.144562315012862,-0.0504326484696854,0,0,0,0.0874671983090092,-0.0235768313004414,0,0,-0.516111915184008,0,0,0.0572631693677913
EOS,0,0,-0.0282206274843653,0,0,0.0196826523782007,0,0,0.113502169479525,0,0,0.271968612984667,0,0.0341229452779228,0.246456573222966,0,0,0,0,0
BNB,0,0,0.0386980889152991,0,0.956840596944136,0,0,-0.356088626392164,0.25573979790471,0,0,0,0,0,0,0,0,0,0,0.308877878435377
XLM,0,6.93889390390723e-18,-0.050820156664282,0.443885289986355,0,-0.108699544439394,0.0557924863554225,0,-0.0417064212980896,0.581235584810901,-0.0294787227039199,0,0.29954063678378,-0.0704934135410508,0,0,0,0,0,0.00500048305110275
BV010082.Index,0,0,-0.0059139475930718,0,0,0.0201070923640116,0.0399249931133983,0.000648237476697227,-0.00781968013171212,0,0.0386462458131506,0.00277085549108527,0,-0.00305607724947231,-0.049812010894065,0,-0.253448397346548,0,0,0
CVIX.Index,0,0,-0.00863048023589846,0.0620802580684568,0,0.0523311020742004,0.112209159792538,0.0269079481203817,0.023765851357459,0,0.04579923932836,-0.126157879158384,-0.092835521820608,0.0203687731548274,0,0,0,0,0,0.0801354933683725
DXY.Curncy,0.0400549094713858,0.00291735366572235,-0.00562884771274274,-0.0304742827563028,0,-0.0203892023422772,0.0145800327133825,-0.00657749349237094,0.00152127863698614,0,0.014394366992224,0,0,0.0032202910864229,0.0103203962551246,0,-0.102752671875129,0,0,0.0039659031756141
SPX.Index,0,0.00162153713678267,0.00175867100106513,0,-0.0179530207418774,0.00635696559610083,0.00308541735824329,-0.0242185783250095,0.000664023944776528,0.0366387535958887,-0.00589717926317515,0,0.00440261517528036,0,0,0,0,0,0,-0.0493428249612912
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11226870778556,0,0,0,0,0,0
