,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0151395986543327,0,0.666259504026054,0,-0.260152927405401,0,0.0762104362914662,0,0.0143184447313539,-0.0146755267124928,-0.0101935934364925,0,0,0,0,0,0.0359609214279212
ETH,0.421390934877639,0,-6.93889390390723e-18,0,0,0.465602921693726,0.0945655875943827,0.00480849720303766,-0.0962057165066032,0.291371691023517,0.0388786317925625,-0.0219370128894286,-0.246501808771788,0.169940562621793,0.151378438310087,0,0,0.121120110717788
XRP,0.164926228966737,0,0,0,-0.064230929664791,0,0,0,0,0.428307070630815,-0.105522894776996,-0.0504806228581605,-0.339094134934162,0,0,0,0,0
LTC,0.71552234643761,0,0,0,0.0194615305131242,-0.0407021943986631,0.10819494148512,0,0,-0.0649804999864138,-0.0023538883608191,0,0.00551474733248466,0,0,0,0,-0.0334148587213854
ETC,0,0,0.270134037130955,0,0,0.112047296455925,-0.1585079876681,0.275604339584581,0,-1.73472347597681e-18,0,-0.00700542830411489,0.387390773381255,0,0,0,0,0
XMR,-0.898497736931211,0.402270875838373,-2.77555756156289e-17,0,0,0,0.504306930990535,0,0,-0.0867606705506508,-0.0648369727031528,-0.0202086947769974,-0.137881163359832,0,0,0,0,-0.0340619127847001
DASH,0,0,0,0,0.0450416358024225,0.189567318014253,0,0,0,-0.193727144988229,-0.0732462960585065,-0.0931959475939725,0,0,0,0,0,0
XEM,0,0,0.389351187921787,0,0.158720485066606,0.173924521363144,0,0,0,0,0.041664206729502,-0.0242940356462252,0,0,0,0,0,0
DOGE,0,0,0.0203131589310718,0,0.00537097000019552,-0.102750721509028,0,0.0327622390423406,0,0,0,-0.0118860972667098,-0.0327429157551822,0,0,0,0,-0.00887310526607795
XLM,0,0.653550556327814,0.322901982667511,-0.915203105809816,0.141532108186719,-0.276488210916611,-0.035079416495223,0.196587416065117,0,0,0.0141043883103782,-0.0169041948549419,0.163197736224411,-2.07233747997212,0.0684243379850077,0,0,-0.168047832849484
NEO,0,0,0,0,0,0,-1.54174816668202,0,0,-0.412368295488539,0,0.174365424608993,0,0,0,0,0,0.949018524330331
ZEC,0,0,0,0,0,0,-2.57094462934624,-0.611042909715307,0,8.67361737988404e-19,-0.0627650708932194,0,-0.794453703701235,0,0,0,0,-1.97451716770304
DGB,0,-0.520892634447712,0,0,0,0,0.438426843758736,-0.0537991344488763,0,0.202098440767168,8.67361737988404e-19,-0.0258435038230146,0,0,0,0,0,-0.0651312144399854
BV010082.Index,0,0.00816314091511307,-0.00551939047766063,0.207076481872092,0.00840254533762151,0,0.0384055281681172,0.0505513538764241,-0.328810111177411,-0.0403800186177182,0.00973275990047693,0.000839636071760953,0.0115931074398964,0,-0.0244939394297684,1.60311608774921,0,0.0117138142762268
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0510411234558469,0.0157304631839139,0,0,0,0,0,0,0
DXY.Curncy,0.0204923266491801,0.0191082255528319,0,0,0.0025756356478186,0,0,0.0135824020404509,-0.01148950182894,-0.00534454198244639,0,0.000918721753244618,0.0019835232401616,0.124080055274722,-0.0364013429613163,0,0,-0.0313585755564799
SPX.Index,0,0,0,0,0,-0.0203666092503906,0.00656020674763574,0.0309595355852082,0,0,0.00526508364566384,0,0,0,-0.034381293533566,0,0,-0.0310196371628056
VIX.Index,0,0,-0.361903653972469,-0.245698407364407,-1.73472347597681e-18,0,0,0,0,-0.0669775763098133,-3.46944695195361e-18,-0.0383942356294434,-0.19003242844274,0,1.68961550611026,0,0,0
