,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,XMR,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.128424342649837,0,0,0.105896877400494,0,0,0.159819605936267,0,0.0709117994880409,0.393858726836171,0,0.0787213694239823,0,0,0,0,0,0.0526191709087085
ETH,0.0530210637606081,0,0.052308743554931,0.0830656118698928,0.0932859454470702,0.117553472845135,0,0.126700715218806,0,1.73472347597681e-18,0.227604962184143,0,0,0,-0.0386713782655149,0,0,0,0,0.0199214561937241
XRP,0.234723816730198,0,0,0.102561878688071,0.0921712241781934,0,0,0.0205808568398277,0,0.0516257186739921,0.136016358220518,0,0,0.0287408034352482,0,0,0,0,0,0
BCH,0,0,-0.265014982412313,0,0.239551981998864,0.27761908552528,0,0.201789056146715,0.408246920567141,-0.124543892011845,-0.238886331721367,0,0,0.591110640635638,-0.134249765285895,0,0.88748435195192,0,0,-0.0925241063345278
LTC,0,0,0,0.354303544118414,0,-0.0870023022967695,0,0,0,0,0.403439210121989,0,0,0,0.19047170251852,0,0,0,0,-0.038011225872675
NEO,0,0,0,0.153457825624609,0.0219265167852983,0,0,0,0,0.113267542605756,0.314288403970279,0,0,0,0.195813742497802,0,0,0,0,0
ADA,0,0,0.421944887633325,-0.135533715325096,0,-6.93889390390723e-18,0,0.235589305587514,0,0.14250481123618,0,0,0.108391381347431,0,0,0,-0.281519532287547,0,0,-0.0467009825308402
XLM,-0.258199709212874,0.494836224782149,0.449897064053419,0.226524489977026,-0.0709722010187774,0.0729101669777211,0,0,0,0.047098367578407,0,0.281332114168328,0.0270976986349299,0,0,0,0,0,0,-0.0530189152148922
EOS,0.237473198253807,0,0,0,0.145405145825142,0,0,0.0586256882153256,0,0,0.0826014637664873,0,0.203048927806355,-0.0227461310851883,0.257103381263881,0,0,0,0,0
XMR,0.198715708124144,0,0,0,0.24367023877773,0,0,0,0,0,0.0889938569596051,0.5685261106028,0,0,0,0,0,0,0,0.0567080509425758
MIOTA,0,0.960080967879824,0,-0.0839946953110375,1.73472347597681e-18,0,0,0,0.38001306726711,0.0862480799383606,0,0,0.00687738085170178,0.069579631994182,0.0240390125358232,0,0,0,0,-0.0647799932841983
DASH,0.136458281421199,0,0.0442586944755104,0,0,6.93889390390723e-18,0.00689123715913434,0.100097192167944,0,0.311556472562286,0,0,0.422087231585404,-0.0838476141840803,0,0,0.460584429957199,0,0,-0.0662652325445798
XEM,0,0,0.147387745255403,0,0,0,0.0871534486245498,0.279723746333107,0.279042846353461,0,0,0.033103943204368,0,0.196949667828692,-0.0889680890203471,0,0,0,0,0.054908241375256
TRX,0,0,0,0.507572823173132,-0.245508877643888,0,0,-0.238120085450133,0.015833706509876,0.216159662966993,0.228044798355557,0,0.551378294430084,0,0.0740771520969618,0,0,0,0,0.00444943682800504
ETC,0,0,0,0.370414756097032,0,-0.182528854377496,-0.461879334548528,1.13910304421771,0.693120662105067,0,0,-0.602367397525127,-0.45480078776199,0,0,0.230044323195294,0,0,0,-0.0640228233294262
BV010082.Index,0,0,0,0.0125109079821213,0,0,0,0.0396642851319897,0.0494110177073628,0.0856722519616639,-0.0551832931603299,0.0593493528040032,0,-0.126753807014644,0,0,0,0,0,-0.0353501217513873
CVIX.Index,0,-0.0828037211434756,-0.0527899683316245,0.196517257316311,0,-0.0685952191319259,0,-0.0180939139961492,-0.230155677966203,-0.123523783424228,-0.0248776566022889,0.404604355701334,0,0,0.00986127249125609,0,0,0,0,0.0138169676156722
DXY.Curncy,0,0,0.0140846337136961,-0.0311617934812063,-0.029224951564659,0,0,0,0,-0.00631880317764934,0,0.0308077709965699,0.0341996262847552,-0.0245895476319723,0,0,0,0,0,0.0219435735706372
SPX.Index,0,0,0,0,0,0.0266295188115309,0,0,0,0,0,0,0,-0.0280087367282895,0.00833913360401927,0,0,0,0,-0.0599061819733605
VIX.Index,0,0,-0.260296647444427,0.523040297967092,0,0,0,-0.357681614863058,0,0.504455596453374,-0.532801352917417,0,0,0.0939310623917075,0,0,0,0,-4.06097996976728,0
