,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,6.93889390390723e-18,0,0.363473887306754,0.0950310802238005,0,0,0.0193976895851183,0,0,0.0440257023432972,0.122605079288694,0,0,0,0,0
ETH,0,0,-0.0148954236023694,0,0,0,0.360520576337215,0.153959369874042,0.109594930733542,0,0.0488051192047043,0.178773470720326,0,0.0048608119594724,0.0668889744257623,0,0.133964259660676,0,0,0
BCH,0,0,0,0,0.220390974136281,0,0.426856209360684,0,0,0,0.193170322332618,0,0,0,0,0,0,0,0,0
XRP,0,0.150987830975259,0,0,0.194991175488499,0.0867463311610648,0.0182049403595577,0,0.145760289272997,-6.93889390390723e-18,0.0165175471122334,0.00938145764251226,0,0,0,0,0,0,0,0
LTC,0,0,0.0658295229903109,0,0,0.00680942606256959,0.125951684201982,0,0,0.644710350408334,0.0256334459121115,0,-0.0301680277206202,0.163228217314186,3.46944695195361e-18,0,0,0,0,0
DASH,0,0,0.297044766722058,0,0,0,0.361483897297824,-0.0804007907337984,0,0,-0.15723692410046,0,0.104803883473971,0.485122711512211,-0.210552079823737,0,0,0,0,0
XEM,0,0,0.125433046900711,0,0,0.313392232755613,0,0,0.201239311145983,0.198138491111506,0,0,0,0.0229004845291946,0.0701218442124376,0,0,0,0,0
MIOTA,0,0,0.176097967915562,0,0,-0.219183533887108,-0.161948827073203,0,0,0.319528851458262,-0.503038873818561,0.137025926632616,0.568734523348457,0.207930884637336,0.686061689078581,0,0,0,0,0
XMR,0,0,0,0.443138958898424,0,0,0,0,0,0.294220089042239,0.0665541226973435,0.199941881086739,0.00610311228287594,0,0,0,0,0,0,-0.187843195990596
ETC,0,0,0,0,0.919985469882251,0,-1.73472347597681e-18,0,0,0,-0.0857905412759739,0,0,-0.0306694416644373,0.261078126296646,0,0,0,0,0
NEO,0,0,0.747638329382934,0,2.77555756156289e-17,0,-0.219721867695829,0,0,-0.816727078253822,0,0.92438022033254,0.0907903941848013,0.426286989549506,0.304352572532173,0,0,0,0,-0.815510824171804
ZEC,0,0.557718970539421,0,0,0,0,0,-0.0986977974727145,0.0640128815799168,0.100179360369231,0.0160117736071881,0,0.244545740935976,-0.0913432121261009,0,0,0,0,0,0.190677555536379
EOS,0,0,0,0,0,0,-0.0648260999488393,0.345642085146192,0,-0.0463931957854589,0.331094640617164,0.731010530846045,0,0,0,0,0,0,0,0
BAT,0,0,-0.444959599253702,0,0.270285714536668,0.627729407336077,0,0.610274132778743,0,0,0.628747984299526,-0.919727946325398,0,0,0,0,0,0,0,0.254735651204515
XLM,0.718098248086715,0,-0.208496804967883,0,0,-0.376771549192792,0,0.285531297021628,0,0.472660958573132,0.244877467646898,0,-0.0819309737973358,0,0,0,0,0,0,0.0589028063551171
BV010082.Index,0,0,0,0,0,0,0,0,0,0,2.85901860362707e-06,0,0,0,0,0,0,0,0,-0.1220749428159
CVIX.Index,0,0.540614164206881,0,-0.265637153852811,0,0,-0.0642914202903837,0,0,-0.116320918832843,0.0862460075422497,-0.295749413356409,-0.0323694765580919,-0.0200060442455831,0,0,0,0,0,0.216403060214161
DXY.Curncy,0,0.0207801402463669,0,0,0,-0.0184635056641453,0,0,-0.0228363399698263,0,0,0,0.0169113288274917,-0.0138021713118958,0,0.191241520755239,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00623385548020013,0,0,0,0,0.00457541363874367,-0.00881865883224633,0,0,0.00475825946169104,0,0,0,0,-0.0337728227671046
VIX.Index,0,0,0,0,0,0,0,0.0234809437286229,0,0,-0.0931894964804852,0,0,0,0.0745404156395882,0,0,0,0,0
