,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.277764028062905,0.0956151866734596,0.0109275704545957,0.0789747883819422,0.00875993294597583,0.0497659360622548,0,0,6.93889390390723e-18,0.0393797758205029,0,0,0,0,-0.0105342213231044
ETH,0.7708229197317,0,0.0995186552001828,0,0,0.330261489243446,0.0224376077216468,0,0.0480753153656104,0,0,3.46944695195361e-18,-0.0923080990400916,0,0.0441727884501457,0,0,0,0,0
XRP,0,0.126607951782425,0,0,0,0.299074065333156,0.112214099047391,0.135670670909619,0.0378564621539546,0,0.0476118311568801,0,0.1701135094425,0,0.0213491168450054,0,0,0,0,0
BCH,0,0,0.0854761584135361,0,-0.124918844631957,0,0,0.263836728425219,6.93889390390723e-18,-0.270029593758512,0.312541378549609,0,0.699768753706011,0,0,0,0,0,0,0
EOS,-0.0102299061567582,-0.701654421734986,0.584448709466648,0.186948318927666,0,0,0.771387468922696,0,0,0,0.724566724728057,0,0,-1.12394293849392,-0.0303536732662967,0,0,0,0,0
LTC,0,0.494435591597613,0.0944821146421822,0.0216669249774147,-0.0236949630521763,0,0.0133750004061668,0,0,0.172232509806262,0.0593287080455736,0,0,0.0497521457978669,0.0989845347082522,0,0,0,0,0
ADA,0,0,0.375721327287471,0,0.148703189273763,0,0,0.238335296271158,0.0793215368529072,0,0,0,0,0,0.0184594963824628,0,0,0,0,0
XLM,0,0,0,0,0.0916478508572188,0,0.338735995878773,0,0,0,0.340514933583623,0,0,0,0,0,0,0,0,0
MIOTA,0,0.753280791556175,2.16840434497101e-19,-0.269136717385972,-0.198456291456519,-0.53596719103868,0.297293800918176,0.039427919399767,0,-0.235538776519221,0.320647803231285,0.318494268380585,0.435010184134515,0,0.0229832105742468,0,0,0,0,0.115303824491935
TRX,0,0,0,0.0359623841458779,0.392831368875437,0,0,0,-0.0582663666590836,0,0.314608436233172,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0344628815593548,0.125425006308058,0,0,0.269193443194182,0.13524591901941,0,0,0,0,0,0.278759905217218,0,0,0,0,0
DASH,0,0.0609005334083873,0,0.259400139807024,0,0.0896752179218791,0,0.111853276179461,0.126266746868353,0.238071585515085,0,0,0,0,0.0584258698278335,0,0,0,0,0
XMR,0,-0.226894164525717,0.457400082910343,0.176647527716847,0.0648056991078949,0,0,-0.135067997588924,0.0885140209943166,0.0775071155308635,-0.0909341965334151,0,0,0.317374316429375,0.151942073061308,0,-0.0229064171626294,0,0,0
XEM,0,0.288691834323993,0,6.93889390390723e-18,-0.0100764124378614,0,-6.93889390390723e-18,0.210450172880538,0.0346487247036149,0.080098464851258,0.0648556303035567,0,0,0,0.186646155118069,0,0,0,0,0.0229088065097637
ETC,0,0.281838398150255,0.129101601861785,0,0,0,0,0.126250890695279,0,0,0,0.299692286733331,0,0.197390330557819,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.024496666231477,0,0,0,0,0,0,0,0,0,0.0311072774021173,0,0,0,0,-0.00633887316354676
CVIX.Index,0.50261683046652,0.13360293000472,-0.161884080315986,-0.0115498042146129,0.018071558298237,-0.117951038895761,-0.222206752205463,0.0561648352294109,0.00380887923805002,0,0,0,3.46944695195361e-18,0,0.00541042681359707,0.0558806954974593,0,0,0,0.0449106910119847
DXY.Curncy,0,0,0.00216766533787945,2.16840434497101e-19,0.0171814938067603,0,-0.00295785272641775,0.00991532739658771,0,0,-0.0142864493416028,0,0,0,0.00538270914014835,0,0.0533146937668845,0,0,0
SPX.Index,0,-0.00946015301581718,0,0.0149112171614402,0,0,-0.0191085012537448,0,0,0.00182196619577692,0,0,0,0,0,0,0,0,0,-0.138300930223141
VIX.Index,0,0,0.0990491500180249,0.0474275341289803,0,-0.0903004776969587,-0.108565814074788,-0.156813767016092,0.0350668499881338,0.0309043928201491,0.128845656283792,0.0424726763071954,0,-0.204453078156777,0,0,0,0,-5.24202941858723,0
