,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0907366675779467,-0.154081746343119,0,0.288133609277764,0.0799573798312596,0.0601383178114228,0.0290611387807584,0,0,0.0371940578123498,0.0976157972184189,0,-0.25753171651082,0,0,0
ETH,0,0,-0.0904341270902446,0,0.0930238714179698,0,0.230240718105254,0,0,0,0.112602478837247,0.075825840136652,0,-3.46944695195361e-18,0,0,0,0,0.0800312925885226
XRP,0,-0.395084194071668,0,0,0,0,0.323343851170058,0,0.672678229267006,0,0.00251854842946456,0,0.157113977345513,-0.118356112982774,0,0,0,0,0
XEM,0.475224721790809,0,0.277946813391239,0,-0.140685225117002,0.0810702397768848,0,0,2.77555756156289e-17,-0.110479532540851,0.031501929208542,0.435488106254924,0,0.0749189524811524,0,0,0,0,0
ETC,0,0.28996222749964,-0.258473216076013,0,0,0,0,0,0,-0.0975454818151512,-0.0586646972949939,0,0,0.354783633540549,0,0,0,0,0
LTC,0,-0.059919776505444,0,0.158865538690388,0,0,0,0.201006182826494,-0.0322367383396117,0,-0.0775050290772715,0,0.0848310215667789,0.207104336138837,0,0,0,0,0.0675205608371588
DASH,0.364290260516907,0.249801607608933,0,0,0,0,0,0.190749657522584,0,0,0.301951350252008,-0.0183461401115888,0.0205776910385223,0.117859945443398,0,0,0,0,0
XMR,0,0.0158261629889414,-0.504131000963459,0.00287883727672195,-0.190346488420605,0.99260033772538,0.480411457030297,0,0.509862162379815,0,0.207587868742876,-0.0553359647604642,0.0374806392135624,-0.286280584151686,0,0,0,0,0
XLM,0,0.190137606399669,0.784534231293169,-0.125941813785229,0.0891465296889061,0,0,0.272974078975163,0,-0.0493680691136354,-0.352298008676952,0.346734718938538,0.0389852304784885,0,0,0,0,0,0
DGB,0,0.0455522615996888,0,0,0,0,0,0.156232923381952,0.653686484923791,0,-0.203547090441767,0.652813607758123,0,-0.0547835378714439,0,0,0,0,-0.553534866993569
ZEC,0,0.325126757147562,0,0,0,0.347050238687571,0,0.173042251690627,0,-0.0395484194467951,0,0.0222529231798383,0,0,0,0,0,0,-0.141166092022911
DOGE,0,0.0337954030363652,0,0.374700337737033,0,0,0,0,0,0.243123340909677,0.132732182643771,0,0,0.15752682568488,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0.491260549237186,0,0,0,0.823628528225792,1.21381337211347,0.411281756113658,-0.795783238018876,0,-0.196224808154019,0,-0.166769150492737,-0.104071913913129,0,0,0,0,0,-0.479051440788678
BV010082.Index,0,0,0,-0.0170685823054154,0,0,0,0,0.00334969707871274,-0.00135756430899686,0,0,0,0.0299468305595532,0,0,0,0,-0.0565295516456513
CVIX.Index,0,0.0158063205182067,-0.0335711550671761,0.043535719161035,0,0,-0.0203272249029391,0,0,4.33680868994202e-19,0,-0.0118395230952849,0.00231008360054826,0.0148220776463179,0,0,0,0,0.088093152140696
DXY.Curncy,0.00414377029160131,0.0184581472593821,4.33680868994202e-19,-0.00404156441334615,0.000853150413422161,0.00772537817671233,0,-0.00419557285151835,-0.00493172403716213,-0.012951268101554,-0.0084945822073645,0.00666593680942113,0,0,0,-0.0685091724276776,0,0,-0.00558575845394054
SPX.Index,0,0,0,-0.00421662051519439,0,0,0,0,0.000598820201585086,0,0,0,0,0.00186352232927339,0,0,0,0,-0.041019362956376
VIX.Index,0.0754168804394022,0.0883140346434088,0.224641675155954,0.137064296457912,0.234321210470172,0.0476572278307223,0.203067984693151,-0.139115484353521,-0.00702454311436758,-0.228469638448818,-0.182000275346275,0.0284036709851791,-0.0372545731630327,-0.056994186302466,-7.21831561694811,0,0,0,0
