,BTC,XRP,ETH,XLM,BCH,EOS,BSV,LTC,TRX,ADA,XMR,BNB,MIOTA,XEM,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.274133818507965,0,6.93889390390723e-18,0,0.183258818269718,0.0363711598792908,0,0.0630955437644974,0.0869810245058796,0.229667209721289,0,0,0,0,0,0,0
XRP,0,0,0.164253473217449,3.46944695195361e-18,0,0.0758767991257375,-0.0321762182967318,0.104320554298517,0.0197908377517868,0.0829980145635773,0,0.122980003009848,0,0.124127770877737,5.42101086242752e-20,0,0,0,0,0
ETH,0,0.486785438021781,0,0.00498178983653019,0,0,0.0278698047366447,0.125938040782438,0,0,0.360210110170766,0.0804004193699438,0,0,0,0,0.231312109915701,0,0,0
XLM,1.02060768521225,0,0,0,0.125907368003455,0.0514127657483764,-0.0572426957574617,0,0,0.0383766366795207,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0456306206405023
BCH,-0.8961397881113,0,0.144879415833352,-2.77555756156289e-17,0,0.688725618350217,0.151564744613642,0,0,0.246470930453406,0,-0.0324530777624328,0,0.783154644997133,0.0962128326266593,0,0,0,0,-0.0575024588514854
EOS,0.729419394822759,0,0,-0.0349685011763296,0.315802493503665,0,-0.0111508076445957,0.245886873443082,-0.462640482026594,0.24526941677613,0,-0.0148640644020258,0,-0.590038360474681,0.650171280648814,0,-0.323920231586087,0,-1.38342466822005,1.73472347597681e-18
BSV,0,0,0,0,0.543282686782395,0,0,0,0,0,0,-0.040931271439506,0.652692310775167,-1.04765800301751,0,0,0,0,0,0.409697110673214
LTC,0.602968036042022,0,0,0,-6.93889390390723e-18,0.130114309218336,0.0880944691755537,0,0,0.0334698509122037,0.0513549663352773,0.0676469076260297,0,0,0,0,0,0,0,-0.137932337198351
TRX,0,0,0,0,-0.262763544829299,-0.204628243697071,0,0,0,0.426964427811022,0,0.161634404004867,0.628836596231448,0.245092498157691,0,0,0,0,0,0.0420187350978429
ADA,0,0,0,0.062937584931739,0.14313082245174,0.169587990614954,-0.0827136565443579,0.425460124138852,0.47741044128147,0,-1.38777878078145e-17,-0.12232499826417,0,-0.111261300073885,0,0,0,0,0,-0.0116039397726108
XMR,0,0,0.387198173929975,0.224418558602313,0,0.0737976335511942,-0.0355265589970006,0,0,-1.0842021724855e-19,0,0,0,0.281154875496424,0,0,0,0,0,-0.118576177643328
BNB,0,0.157368074642638,0,0,0,0.224802699156744,-0.0717186100711266,0.624143452978971,0.116624994548845,0,-0.24638929980385,0,0,0,0,0,0,0,0,0.14407332214442
MIOTA,0,0,0,0.124346531076198,0.0534223697219179,0,0.0870620757321329,0,0.268075463719024,-6.93889390390723e-18,0.32580729924715,0.0521450593846458,0,0,0.00352046714479864,0,0,0,0,0
XEM,0.371276953048159,0.00510390002195554,0,0,0,-0.226603847959843,-0.148799639150063,0,0,0,0.695451633953156,0,0,0,0,0,0,0,0,0.110230199350129
DASH,0,0,0,0.20713801293899,8.67361737988404e-19,0.17710378853737,0,0,0.0110817294664146,0.494513048332045,0,0.205482408621212,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172156439133758
CVIX.Index,0,0,0.214816138093293,0.0233573090393097,0.161779171652548,-0.193509360770971,0,0,0.0250795686145351,-0.0852825346804636,-0.0403506040895,-0.114947148625514,0,-0.171415719671151,0.0950363217640476,-0.250703624302691,0,0,0,0.107184298920847
DXY.Curncy,0,0,0.0273577935735684,-0.0460426593183067,0,0.000768690708140206,-0.00318184703997175,0.0502897722106189,-0.02918253491388,0.00988748889391958,0,-0.00524087606402487,0,-0.00554363283001612,0,0,0,0,0,0.00552750257130894
SPX.Index,0,-0.0239874912129384,0,0,0.0454989238052569,-0.0808459009887628,0.00292530140726501,0.0446338899778332,0.0327236896926112,0,0,-2.16840434497101e-19,0.020222403138704,-0.0437647624265096,0.00393956912820206,0,0,0,0,-0.126393670897461
VIX.Index,0,0,0,0,0.197014805761812,0.0694995418113924,0.0898984500763424,0,0,0,-0.171997224919155,0,0,-0.550202961122242,0,0,0.203319819453016,0,0,0
