,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.230662764036434,0,0,0,0,0,0,0.0314197880782986,0.0272341005814242,0,0,0,0,0,0,0,0
ETH,0,0,0.238710171063026,0.379364164962247,0.225737171629786,-0.0342605633274488,0,0,0,0.0166757030366927,0,0,0.167261135738898,0.0955758696169682,0,0,0.0101738967777521,0,0,0
XRP,0,1.26271707564962,0,-0.488807280429293,0,0.486045578792017,0,0.184984019145836,0,0,0.184681151660532,-0.113928356218425,0,-0.235297975257056,0,0,0,0,0,0.0688784976769861
BCH,0,0.691540473113193,-0.13873924635249,0,0.0959608378291758,0,0,0,0,0.0443923057939398,0.220304598601563,0,-0.184609474619898,0.053839887438603,0.264257629618384,0,0,0,0,0.0368514475321512
EOS,0,0.300320357465764,0,0,0,0,0.0980765843408581,0,0.185190758756499,0.0404685693559572,0.133508151675721,0.167492558041257,0,0,0,0,-0.104090599841853,0,0,-0.00974016876415613
XLM,0,0,0.534237330719239,0,0,0,0,0,0,0,0,0.209360486696197,0,0,0,0,0,0,0,-0.0175902249976415
LTC,0,0,0,0.403735187170308,0.0947326924090882,0.3260611017403,0,0,0,0.212143834069988,0,0,0.12625867489387,-0.236893159198693,0.0401066723576949,0,0,0,0,0.0447800268904223
ADA,0,0,0.199789992383502,0.437178126538004,0,0.00704580592994577,0,0,0,0,0,0.117973144727363,0,0,0.212331012803669,0,0,0,0,0
XMR,0,0,0,0.12871800379329,0.231510861424048,0,0,0,0,-0.184924333605755,0.172717432381681,0,0.501219486300392,0.195438346792971,0,0,0,0,0,0.0241497044715139
TRX,0,0,0,0.38676649391094,0,0,0.139385719110067,0.213039728770806,-0.322908304118397,0,0.253130021633548,0,0.480871932123879,0,0,0,0,0,0,-0.0580149886647458
DASH,0,0.0461932902964182,0.100988330507396,0,0.0800932983068342,-0.154564200279734,0.226109532175057,0,0.475595503622905,-3.46944695195361e-18,0,0.103519620145022,0.100463341010534,0,-0.167321250352227,0,0,0,0,-0.0423496204237797
MIOTA,0,0,0,0,0,0.284298960025833,0,0.088046490372735,0,0,0.402378298871791,0,-0.0287954232651158,0.178311129672009,0.276807999242661,0,0,0,0,0
BNB,0,0,-0.200626659672288,0,0,0.00120615480733072,0.422005654027439,0,0.219049968209588,0.203263183838501,0,6.93889390390723e-18,0,-0.1237778448353,0.27308557949995,-0.0794187476521908,0,0,0,0.00851655665544959
NEO,0,0.15479566315629,-1.73472347597681e-18,0,0,0.0124146827169371,0,0,0,-0.142358472512484,0,0.34037938860544,0,0,0.442438832664078,0,0,0,0,-0.0425851227981213
ETC,0,0,0,0,0,0,0,0.46593755035403,0,0.258662817341389,0,0.0505350354787526,0,0.112643908198927,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0.0342160948831971,0,0,0.205239871734195,0,-0.0604826268330054,0,0,-0.194966760458405,0,0,0,0,0.798190250994624,0.0335290723956406
CVIX.Index,-0.37999411898884,0.340443228519754,0.0285905956537185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702140564569132
DXY.Curncy,0,-0.0152907673881898,-0.0084507400606613,0,0,0,-3.46944695195361e-18,0,0.0423333998739144,0,0.0243308608073005,0,0,0,-0.0388969223534376,0,0,0,0.100370527838914,0
SPX.Index,0,0,-0.0695172778700559,0,-0.00308390164806274,0,0,0,0,0,0,0,0,0,0,0.151677064169829,0,0,0,-0.113201021692722
VIX.Index,0,-0.752115015844986,-0.128505197075715,0,0,0,0,3.46944695195361e-18,-0.0282925239021563,-6.93889390390723e-18,0,0,0,0,0,0,0.381436626806421,0,-7.307078611867,0
