,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0387531388312832,0,0,0,0,0.183134758562546,0.130600080332808,0,0,0.180982946300261,-0.242757783655205,0.320067244363817,0,0,0,0,0
ETH,0,0,-0.00451472180893568,0,-0.156909952955798,1.50087439618483,0.353665144985101,-0.258684213612501,-0.294032708247842,0.207711839968637,0,0,0,0,0,0,0,0
XRP,-0.235562053648574,0,0,0.266482938050287,0,0,-0.0906045155904026,-3.46944695195361e-18,-0.432715567605646,0,1.2905604795123,0.120935271966295,-0.926327892818989,0,1.89128972940819,0,0,-0.954159156114773
DASH,-0.355488993591521,-0.10251913969319,-0.040515198236882,0,0,-0.0395740903476172,0,0.176437526367559,0.215556085824031,0,-0.157709769703447,0,0,0,0,0,0,0
LTC,0,0.0126253083219528,0,-0.117639693857423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.319000720132286,0.400093284911928,0.0128230845346827,0,0.118718917900318,0,-0.168310937709914,0.0885315267500928,0.197213600635826,-0.155998617142222,0,0,0,0,0,0,0,0
ETC,0.517316358144329,0.549007641024101,-0.0279611627189728,0.2428753363758,0.377762719449029,-0.808318955570973,0,0.0682883947306732,0.247909559718961,-0.0943864031950457,0,-0.339819447401799,0.390913415602421,-3.15876510880833,0,0,0,-0.203685450830218
XEM,0,0,0.0705342776235319,0,0,0,0,0,0.14723304688006,-0.36457315701741,0,0.0346688378799108,0.25422393642784,0,0,0,0,0
ZEC,-0.180378516235675,0,0,0.105369289821895,0.181150599665053,0.479002497545142,0.00836867883886381,0,0,0.184063523869077,0,0,0,0,0,0,0,0
DOGE,0,0,0.191330749788444,-0.0244731490097506,0.157733744888297,0,0.148941303083584,0,0.193272395172748,0,0,0,0.357715016340178,0,0,0,0,0
XLM,0,0,0.264311120127338,0,0.314901716078396,0,0,-0.0229054050780701,0.125689956050063,0,0,0,0.543629358781306,0,0,0,0,0
NEO,0,-0.0565587084973984,-0.0313720105374403,0,0,0,0,0,0,0.153033380567858,0,0,0,0,0,0,0,0
DGB,-0.313954800357452,-0.128347786001719,-0.135705090325293,0.0971817235951887,-0.244582044571352,0.149707513503135,0.470059309460191,0.238166230418921,-0.390088436481396,0.192529341880223,0.393667863760468,0.473819270397265,0,1.48106039719429,0,0,0,0
BV010082.Index,0.166227907934454,0,-0.00173975102720239,0.0932989669175311,0.0262776160055166,-0.0260668135215577,-0.127735509245375,0,0,0.0219294665351392,-0.00728173657197872,-0.0833501369120936,0.077792106175175,0,0,0,0,-0.126705990077084
CVIX.Index,0,-0.0281753253366454,-0.0196155054769945,-0.190712966524908,0.0331107596683363,-0.130913112271161,0,0,0.202721318849662,0.00603158826536561,0,0,0,0,0,0,0,0.319669071667842
DXY.Curncy,0.0211433378739181,0,-6.45276286281414e-05,0,0.011905499742782,-0.0290321712092072,0,0.0157363772734333,0,0,0,-0.0172397334301499,0,0.0148819310383703,0,0,0,0
SPX.Index,0,0,0.0010811057634527,-0.0107010981187067,0,0.00787936314204134,0.00197787514077608,0,0,-0.00506031667514631,0,-0.00535448250898595,-0.00721544408257761,0,0,0,0,-0.0353447369547323
VIX.Index,8.67361737988404e-19,-6.93889390390723e-18,0.00373692960715556,0,-0.00390808561855586,-0.153602733521476,0,0,0,0,0,-0.129089935033353,0,0,0.264060731888161,0,0,0
