,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0343498019675622,0,0,0,0,0.09447552473065,0,0.0607880251772388,0.135846725235114,0.037985215392906,0.00381888322976449,0,0,0.134146233867142,0,0,0,0,0
ETH,0,0,0,0,0.0805182646998818,0,0,0,0.254179568494328,0.0295294181677966,0.0638119577411234,0.0639785642196679,0,0,0.169588170270058,0,0,0,0,0.0461180352977652
BCH,0,0,0,0,0.0633420600291635,-0.0794033644930795,0,0,0,0.107479029259355,0.207847673456272,0,0,0.612197553934918,-0.196103891744957,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0.0804115015864947,0.280183759836188,0,0,0,0,0,0
LTC,0,0,0.204855480588927,0.184338033022485,0,0,0,0,0,0.547281122808527,0,0,-0.054206864634027,0.137022076548819,0.12701272113189,0,0,0,0,-0.0917764223110963
DASH,0,0,0,0.0667978805430121,-0.321181174344969,0,0,-0.0902480089223234,0.138560791689653,0.18091486913401,0.0102810786771158,0.629342815976654,0,0,0,0,0.195637232934808,0,0,-0.170676680413391
XEM,0.487042557693937,0.215356919979544,0.184905593464647,0.137419002496038,0.0604497978181631,0,0,0.0534603601655066,0,-0.173278371075472,-0.0923123838795086,0,0,0,0.120993749461308,0,0,0,0,0
XMR,0,0,0,0.129247031605346,0,0,0,0,0,0,0.024118949050302,0.322308483775476,0.129048510612254,0.114494137923354,0,0,0,0,0,0
MIOTA,0,0,0,-0.228342069257894,0.187889084822243,0.359939525970419,0.274205303272364,0.149925850987022,0,0,-0.104351610500859,0,0.448076653440092,0,-0.0632640894922769,0,-1.77258114675361,0,0,0.897462272223431
ETC,0.65084784882491,-0.0148514887264589,0,0,0.569378811469786,0,-0.480788120970349,-0.0276157356204431,0.163731991832594,0,-0.0653657879527534,0,0,0.210397826795119,0,0,-0.0718800070557105,0,0,0
NEO,0,0,0,0,0.279079063673718,0,0,0.184082707377607,0,0,0,0,0.41935962805643,0,0,0,0,0,0,0
ZEC,0,0,0,0,0.20641073204869,0.696978910457097,0,0,0,0.03003811508766,0,0,0,0.280409189525117,0.0913854735520016,0,0,0,0,0
EOS,0,0.521111708774835,0,0,0.0699845473415019,0,0,0.131336710621983,0.0258913472199857,0,0.228890960772017,0.0497301835569378,0,0,0.502332129024454,0,0,0,0,-0.0204248810620946
XLM,0,0,0.370028279486638,0.261395463971921,-0.0898097255594852,0,0,0,0.0546829551514889,0,-0.0547991055284862,0.309280301674393,0,0,0.249723859317982,0,0,0,0,0
BAT,0.630771969625524,0,-0.485865012511183,0.191907155320177,0.203498702740768,0,0.673591451931678,0,0,0.219440170767301,-0.0503035623626526,0.0560796291607429,0.0657976934927323,0,0,0,0,0,0,-0.0458573883130532
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662107202647989
CVIX.Index,0,0,0.069951906159893,0.0468755233244574,0,0,0,-0.0161311291729746,-0.00320482617572425,0,0.052566488589051,-0.020038159080189,-0.118017493584074,0,0.0766586857211595,0,0,0,0,0.0202538549205808
DXY.Curncy,0,0,0,0.0304373163536052,0,-0.0214361737272512,0.0207316586201402,-0.00786797355310343,0.00474362233844939,0.00334921000188735,0.0101343896474655,0,0.0104130439129559,0.00462111156821667,-0.0236455837484449,0,-0.0466004699648439,0,0,-0.0267941375388494
SPX.Index,0,-0.00540769151289457,0,0.00710313911845333,0,0.00256147718280576,0,-0.00931464654619697,0,0.00188927003026702,0,0,0.00172327574476986,0,0.00301638513615807,0,0,0,0,-0.0426706480659967
VIX.Index,0,0.783941849029564,0.404682555229759,0,-0.288853376622122,-0.228439522551086,0.131224541295067,0,0,-0.0229345874866676,0,-1.38777878078145e-17,-0.472773023631954,0.0789531804877447,0.0576964372211389,0,0,0,0,0
