,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.346570396643299,0.174666469662992,0,0.503652688406243,0.53896020478366,0.425844631733761,0,-0.261914217510292,0,0.249537224762143,0,0.0302450479714046,0.848416763383579,0,0,0,0.123392982546362
ETH,0,0,-0.0507276636390342,0,1.50077253925493,0,0.297891201852109,0,-0.309259978733883,0,-2.77555756156289e-17,-0.177879448502057,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.104713900827927,0,0,0,0,0,0,0,0,0,0
XRP,0,-0.0596196139306925,0,0,0,0,0.214720840501202,0.0193079243681308,0.230391478981535,-0.687051549967984,0,0,-0.016346965476257,0,0.715874912532682,0,0,0
XMR,0.496656352981327,0.420757318305056,0.109163067675198,0.0887804884680805,0,0,-0.15125283984106,0.043132578285472,0.22350339561962,-0.124667667121038,0,0,-0.0281819163322342,0,0,0,0,0
LTC,0.140788754613571,0.0615712362481027,0,0.0418379771477739,0,0,0.0764215815781856,-0.128464839891288,0.108513376159862,0.0483856466367824,0,0,0,0,0.0261445204430375,0,0,0
ETC,0.0962485523077226,0.413462975717446,0,-0.113476524275279,-0.108832185612657,0.510227694722834,0,0,0.319702563208125,-0.200190945088743,0,-0.339508611346145,0.201924861193358,-1.14072421514123,0,0,0,3.46944695195361e-18
XEM,0.16013445523435,0.304553117328849,0.140829480433979,0.171314736780312,0.0236172408390955,-2.6110928024828,0.276734051489618,0,0,0,-0.122658955497505,0.165164561983826,0.49533857214339,0,0,0,0,0
ZEC,-0.899089383138816,-0.609139200997712,0.192155844380243,0,0.597990896163117,1.74354875842479,0,0.778137475080068,0,0.64809374890737,0.0647386521646063,0.266630236266292,-0.524131458124096,0,0,0,0,-0.196117801969255
DOGE,0,0.0365541398969554,0,0.035776517953222,0,0,0.194467098698533,0,0.176510152210571,0,0,-0.0939181344302351,0.250988270560356,0.440694893829931,0.507698955893786,0,0,0.0267994867744041
XLM,0.162922457742727,-0.11118043523189,0,0,0,0,0.386161385088704,0,0.127589909390229,0,0,0,0.150574739668593,0,0,0,0,-0.283013767524944
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,-0.0781656544720897,0.12861304324232,-0.10691592099789,0,-0.0240768634758155,0.11755710588757,0.427958526503307,-0.394347198137171,0.142327049822724,0.482054051202091,0.1319318986258,0,-0.564047234719993,0,0,-11.2671952236466,-0.927502914209235
BV010082.Index,0.0736308695667705,0.117510632088538,0.0305006205602183,-0.0377888852951906,-0.229541021379293,0,-0.245831899047168,0.0646192498784555,-0.000869495650828504,0.0243246680504095,0.108540019051308,-0.036206642092242,0.0781472916747724,0,0,0,0,0
CVIX.Index,0.250464072004789,-0.0846952177879274,0,0.19083576853828,0,0,0.00089580171509879,0,0.0811980389295073,0.0903190935584129,0,0,0,0,0,0,0,0.149547008394047
DXY.Curncy,0.0166976203648949,0,-0.00567310725511808,0.00393106784654985,-0.0190723271921149,0,0.0138214458035999,0.00363676073764602,0,0,0,-0.0210897166561275,0,0.0891996445264394,0,0,0,0
SPX.Index,0.0177155073739768,0.0116621646982321,0,0.00927060478264478,0,0,0,-0.00787937717055776,-0.00386951668062941,0,6.82201399345877e-05,-0.00314173578139404,-0.00374818767140974,0,0,0,0,-0.0593293158961372
VIX.Index,0,0,-0.0410096750522725,0.120580722755004,-0.162041083335414,0,0,0.0275664288598095,-0.0661116075832174,0.0586409657106379,-0.143338810143571,-0.0250361182249392,0,0,0.247775632720293,0,0,0
