,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.109964181614734,0,1.00224771249196,0.0872267431612108,-0.177958885989586,0,0.0356380593923367,0,0,-0.0146332472613538,0.00136094528650778,0,0,0,0,0,0.0264220975353078
ETH,0.103169092138166,0,0.265920865677073,0,0,0.231512763222346,0.34160316308222,-1.73472347597681e-18,0,0.223871358503877,0.0419552793486688,0.00537842414348351,-0.379807104982085,0,0.230879394187637,0,0,0.208667146918555
XRP,0.255589412417348,0,0,0,0.243208763845018,0,-0.00731343211194053,0,-0.14445267699469,0.349758418845275,-0.0454848774016015,-0.03469967270303,-0.390282470238358,0,0,0,0,-0.220508253492606
LTC,0.733967988960391,0,0,0,0,-0.0240661154140403,0.0876726146508933,0,0,-0.056492302652515,-0.00441939236119397,0,0.0257400765183554,0,0,0,0,-0.0174346342962467
ETC,0,0,0.245932615558276,0,0,0.372281422326852,-0.349012807878962,0.207934070168059,0,0,0.00345759778146823,0.0299274229214325,0.973981901046103,0,-0.349218270150108,0,0,0.253089249501134
XMR,-0.734941924523937,0.830452734748169,0,0,0.0846378510769288,0,0,0,0,-0.207475739961929,-0.0680889585226926,-0.0377116204727175,-0.00966277928414838,0,0,0,0,-0.290254778357932
DASH,0,0,-0.0463715550675344,0,0,0.385706744054008,0,0.0489314177293923,0,-0.369585569274367,-0.0515393608142627,-0.102341598186477,0.15447254973181,0,0,0,0,0
XEM,0,0,0.0114685960530586,0,0.676634290651086,0,0,0,0,0,0.0561164504969685,-0.00543996059476045,0,0,0,0,0,-0.23956989176706
DOGE,0,0,0,0,0,-0.0373209545132055,0,0,0,0,0,-0.00992791179573838,0,0,0,0,0,0
XLM,0,0.413701926609671,0.760926746838843,-0.449459512891036,0,0,-0.143071081053909,-0.0153064107585386,0,0,0.0149979456743223,-0.0166417532754846,0.459665383123068,0,0,0,0,0.0829800095017337
NEO,0,0,0,0,0,0,-2.71804943066304,0,0,-0.466414943588477,0,0.117557357502415,0,0,0,0,0,0.512058024354982
ZEC,0,0,0,0,0,0,-6.98173007767267,0,0,0,-0.511748092029692,0,-0.638310805076,0,0,0,0,-1.52715555124287
DGB,0,-0.793168602337884,-0.213391808432422,0,0.302646530601789,0,0.480573785675981,-0.0326237359485828,0,0.263106780742204,0.0251850397840637,-0.00589628649205069,0,0,0.126510446048222,0,0,-0.162132077764669
BV010082.Index,0,-8.67361737988404e-19,-0.0368458011251501,0,0.0514331244551024,0.0306557362224562,0.0703711391421702,-0.00270516164077581,-0.299679827465035,-0.0960324269803437,0.016484068123074,0.00125542647549753,0,0,-0.0128563496303327,0.945075305733373,0,-0.00369923661077512
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.00485286013874951,0,0.00629201646949883,4.4792936442304e-05,0,0,0.00342959385477639,0.0298549493863575,0,0,0.000592555363182387,0.00127237075845758,0,0.0877222843360573,-0.0415801946497948,0,0,-0.0229074688786606
SPX.Index,0,-0.0275984681066737,0.017858727593787,0,-0.00811922728742292,-0.0191635262978391,0.0152493413901987,0.0454235070376038,0,0,0.00278499371471319,0,0,0.00484768326163526,-0.0430878020638766,0,0,-0.0284058053472177
VIX.Index,-0.446138291787294,0.531601759430878,-0.597614267661635,-0.89603086308053,1.18692461839517,-1.23778047525004,0.548094206875225,-0.410316702312609,-0.220518097031639,-0.147331412488147,1.73472347597681e-18,-0.0770041514130787,-1.16663060123466,-1.8788032013915,0.801399206638591,0,0,0
