,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0805313506146231,0.0493342197732412,0.0941435629336699,0.135767541201159,0,0.0348189694213403,0.0553789112717486,-8.67361737988404e-19,-3.46944695195361e-18,0.117776879628014,0.0892702978015661,0.0729504550120799,0,0,0,0,0.0988791737796041
ETH,0,0,0,0,0,0,8.67361737988404e-19,0,0.384788498122431,0.0917453476633187,0.000308576732006817,0,0.305080248801049,0.0316046270734321,0.0463937693161075,0,0,0,0,0.0489200207856974
XRP,0,0,0,0.35328863625075,0.0368984839008479,0,0,0,0.128752962199718,0.148273448376469,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.259272457790845,0,0,0,0.264140987808114,0.166344549987111,0,0,0.0883434794103072,0,0.0298351051325844,0,0,0,0,0
EOS,0.585904562892332,0,0,0.200108103102394,0,0,0,0,0.171087885268392,0.144410611825566,0.213626023371588,0,0,0.158573477732298,0.0133557156331892,0,0,0,0,0
LTC,0.417248334343952,0,0.143206651362229,0,0.0313429564816056,0,0,0,0,-0.0990635251927899,0.338962864461185,0.267867822984139,3.46944695195361e-18,0,0.0172971809981614,0,0,0,0,-0.00567444530166253
XLM,0.0217291379852497,0.659700220486985,0,0,0.150747091983652,0,0,0,0,0,0,0.107254491576431,0,0.0713392519114412,-0.112915973035379,0,0,0,0,0
ADA,0,0.646562861402162,-0.149303798868111,0,0.0254253946092217,0,0,0,0.201473865508395,0.0650115915448754,0,0,0,0.152983333831782,-0.0352713202286359,0.477259146529101,-0.0421920587254728,0,0,0
TRX,0.806495675634223,0,0,-3.46944695195361e-18,0.270943206260484,0.167260917843576,0.151699155142908,0.268080939250508,0,-0.221805835756949,0,0,0,-0.0866520288109019,0,-0.307098197463712,0,0,0,0.103797027950983
MIOTA,0,0,0,-0.0763087894247342,0,0,0,1.04283127967824,2.77555756156289e-17,0,0.091623240153652,0,0,0.218796393150354,-0.0988446923897755,0,0,0,0,0.0930219037043576
NEO,0,0,0,0,0,0.913166452288186,0,0,0,0.188958241749826,0,0,0,0,-0.0127845470194772,0.188776145338854,0,0,0,-0.0226485617600705
DASH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.37106246653323,0,0,0.107211656307154,0.0908953501586611,0,0,0,0,0
XMR,0,0.138416168482913,0,0.149355140311442,0,0.681489430787224,0,0,0,-3.46944695195361e-18,0,0.187515575473588,0,-0.0549633991061611,-0.0998263717446216,0.177444594344913,-0.156754648663633,0,0,-8.67361737988404e-19
BNB,0,0,0,0,-0.212369160637762,0,-1.38777878078145e-17,0.660879951506964,-0.115139199372422,0.286788041050508,0,0,0,0,0.242972852642833,0,-0.484941375428765,0,0,-0.372155106692947
ETC,0,0,0,0.172612607063668,0,0,0,0,0.499525272567658,0.160776700048021,0,0,0,0.171249236519015,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.176389129557666,0,0,0,-0.00969974169901084,0,0,0,0,-0.0781734979226537,-0.0379898083304076,0,0,0,0,0
CVIX.Index,0,0,0,0.1602516914447,-0.104581109760691,0,-0.0571444827859217,0,0,0.222573809502693,0,-0.0825735014860432,-0.0652779113335806,-0.162427237452781,0,-0.0743325341092715,0,0,0,-0.0350513359156887
DXY.Curncy,0,0,0,0.0213929231033167,0.0228474357459373,0,-0.0165716438572955,0,0.000347676608646224,-0.0318742761730577,0,-0.0315994868533955,0,0.00438962150971059,0,0,0,0,0,0.0205522912495979
SPX.Index,0,0,0,0,0.0277226243387026,0,0,0,0,-0.0306554704532881,-0.0118922671962369,-0.0128401225402061,0,0,0.00433360062864626,0,0,0,0,-0.0494207856347929
VIX.Index,0.0453173799225672,0.595767122614259,0,-0.336551790913854,-0.156860402347904,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.320962771398925,0.178252106449393,-0.292142087169314,0,0,-6.39521966179398,0
