,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0393231118530922,0.0562058243504625,0,0.0286749269307014,0,0,0,0.0407522759943427,-0.0735778552706611,0,0,0.0286246582938563,0.245820033146711,0.196617246168612,0,0,0,0,0.0444500712220822
ETH,0.0307450894749764,0,0.282685439376999,0,0.0172793584383576,0,-0.0960164658502949,-0.00367749091862405,0.236957413124486,0,0,0,0.0493513009644537,0,0.144123764267317,0,0,0,0,0.156426955858827
XRP,0,0.248713941901573,0,0,0.160435947508533,0,0.118463591043037,0.15003635672842,0,0.189256636139786,0.146869473931985,1.38777878078145e-17,-0.0328101053810032,0,0,0,0,0,0,0
BCH,0,0,0,0,0.0452729024520405,0,0.0344788260778592,0,0.117476407469258,0,0.422944450228221,0.103187988283762,-0.0205770589417312,0,0,0,0,0,0,0.146355539125082
EOS,0,0,0.372702862233764,-0.119508935126571,0,0.197709980531477,-0.0634720651354091,-0.293522688531645,-0.356034796428937,0,0.540441538425968,0,0.31241375089865,0,0,0,0,0,0,0
LTC,0,0,0.20033460048183,8.67361737988404e-19,0.0129878799125868,0,0.0737304600622912,0,0.0394899666340088,0.0567804423628071,0,0.0308097903500406,0.0918574645778301,0.0409077717485678,0.21161342692178,0,0,0,0,0.0418702189504759
ADA,0,0,0.388447195193728,0.00666155089212508,0,0,0,0.0518594031960754,0.353061871556,0.303654144022295,0,0,0,0,0,0,0,0,0,0.116752275550124
XLM,0,0,0.17351785597695,0.0467966074654577,0,0,0.156340981393322,0,0.220675334739362,0,0,0,0.017454841562436,0.291495108967393,0,0,0,0,0,0
MIOTA,0.172781151885895,0.327824549088411,0,0.115227876448776,0,0,0.0909407645986083,0,0,0.0293047158799066,0,0.263504367936878,0,0.00263039937696007,0.0678582126848848,0,0,0,0,-0.00480765270740455
NEO,0,0,0,0,0.0590234538210562,0,0,0.247635507530931,0.205527650320061,0,0,0,0,0.195957809451224,0.353511104415191,0,0,0,0,0
XMR,0,0,0.335962707914735,0,-0.0437456958302608,0.0796407670903077,0.0427776223291607,0,0,0,0,0.507986336834993,0.126094327698677,-0.0878111735259029,0,0,0,0,0,0
DASH,0.125633767919348,0,-0.171776704047343,0.174375378725296,0,0,-0.0239712052495586,0.231006000250131,0,0.0995603543252086,0.107326869435166,0,0.0632330474917557,0.0494952048116252,0.386836145685925,0,0,0,0,0
TRX,0,0,0,0.585662658293269,0,0,0,0.34763461696245,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0737552008433336,0.248655865141767,0.0252212374658998,0.220482478592771,0,0.270176976458109,0.0528380693325815,0,0,0,0,0,0,0
ETC,0,0,0,0,0.107887465070237,0.208011514844698,0.0804125402197228,0.013893138315161,0,0.0840793708150098,0,0.445225144834472,0.0261745487819518,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0308918924873196,0.0181072880286822,0.0211202375559672,0,0,0,0,0,0,0,-0.0301337176542115,0,0,0,0,0,0,-0.103031989233861
CVIX.Index,0,0,0,0,-0.0182818517389691,0,0.0262640260713943,0,0,0,0,0,-0.0297849639380567,0,0,0,0,0,0,0
DXY.Curncy,-0.00135837916502141,-0.0641971690091146,0.0721749234732697,0.0123385929128622,-0.0148501805587218,-0.0197023072360395,0,-0.0462896949720271,0,0,0.012156632710667,0,0.0049130852265875,0.0297833281426273,0,0,0,0,0,-0.0108174608739084
SPX.Index,0,0,0,0,0.0121213881221888,0,0.0189671589201225,0,-0.0730457768607931,0.022923131413288,-0.0233500636158407,0,0.0188645541409184,0,0.04267084485653,0,0,0,0,-0.142332871741455
VIX.Index,0,0.423532358852403,0,0.203992486984272,0.15349099530342,0.249997955381584,0.112526285428194,0.0720359008704312,-0.485955499142148,0,-0.313335043150504,0,-0.0332823208959192,0.140623358470331,-0.153407929193811,-2.56702152204274,0,0,-3.99712711383848,0
