,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0.183760232637644,-0.522384331530675,0,0.218795276672617,0,0.0475151040520837,0.0149975574873773,0,0,0,0,-0.0942888164485395
ETH,0,0,0.128644458116076,-0.0594177184747568,0.175008202021929,0,0.0674321547107817,0.00868731159337157,0,0.07025371306735,0,0.0785865171531618,0.221222719985938,0,0,0,0,0,0,-1.73472347597681e-18
XRP,-0.0295516700267961,1.8983113870224,0,-0.117469787281645,0.166083670995819,-0.557467168733429,-0.387534492955281,0,0,0.358229919087445,0,-0.377821476345997,-0.280997609831974,0,0.232816140715067,0,1.35708656495484,0,0,0
BCH,0,0,-3.46944695195361e-18,0,0,0,-0.182142404546924,0.195640116313934,0,0,0.741983953863508,-0.0492411818561629,0.455790160774541,0.0168482580525707,-0.0950925552825909,0,0,0,0,0
LTC,0,0,0,-0.45316450792734,0,0.107387995946735,0,0,0.274251585045721,-0.131535881901138,1.31346459642018,-0.175277461656286,0,-0.0133528162502076,0,0,0,0,0,0.167310648678687
DASH,0,0,0,-0.0963625349305096,0.127449087536396,0,0,0.17116246486107,0.341810813540252,0.0728249005368359,0,-0.0540909785810844,0,-0.0333588422448784,0.186321587027373,0,0,0,0,0
XEM,-0.193318355951789,0.632659120592412,-0.425461524487603,-0.151355095758974,0.063201216329032,-0.595444577223254,0,0,0,0.398460813940085,0,0.094376064672926,-0.0950720143318291,0,0.429977239018183,0,0,0,0,0
NEO,-0.510556901685928,0,-0.218825793762039,0.452069301407296,0,0.40227177436683,0,0,0,0,0,0.235278623223004,0,0.110263620797219,0.363498690430492,0,0.519590372432752,0,0,0.175867711793885
XMR,0.124522706881274,0,0.0774507997303477,-0.0714251345271864,0.0242283001172688,0.480779723292492,0,6.93889390390723e-18,0,0,0,0.105735036829066,0.292878836806066,0,0,0,0,0,0,0
MIOTA,-0.526463936494886,0.00656583435526513,0,0,-0.337548368938396,0.414823058573466,0.123806897338885,0.180555124900398,0.214181283789993,0,0,0.161930363354873,0,0.0679119791189188,0,0,-0.957703696381778,0,0,0.292640613876705
ETC,0.0661715301676201,0,0,0.238961702901154,0.252453679509676,0,0.115850662460642,0,0.0479028597477937,0,0,0.0591113974139475,0.0252678592026501,0.0107289961185296,0.0764771926198348,0,0,0,0,0
ADA,0.990186996058169,0.626954258046443,-0.0140042447204075,0,0,0,0,0.227737910225229,0,0,0,0,0,-0.082610242473413,0,0,0,0,0,0.131617861592699
ZEC,0,0,0,0.117127296423804,0,0.29453228685743,0.281884736232548,0,0,0.0976168454876363,0,0,0,-0.040341912245559,0.0432715104236822,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0.842892301574813,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.209874004480033,0.184356523470379,0.128424758983415,0,0,0,0,0,0,-0.0482521307523003,0.150543638408062,0.0180263347743181,0,0,0,0,0,0
BV010082.Index,0.127500022044585,0,-0.017002995072002,0.0325146158576322,-0.032434091808514,0.130490659339868,-0.0438180226097854,1.73472347597681e-18,-0.264657340603756,0,0,0.0336785834963989,0.0825121913783442,0.0166813528871484,0.0748248652594559,0,-0.155713728522957,0,0,0.0539200681800188
CVIX.Index,0,0,0.0676223122415162,-0.00374394506800007,0,0,0,0.173146758142625,0,-0.160439056303048,0,0.0152169074929053,0,0.00635565489839848,0.133568898989967,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.00834764970559107,-0.00447464093792225,0,0,0,0,0,-0.00565161635614542,0,1.0842021724855e-19,-0.00904844264167833,0,0,0,0,0
SPX.Index,0.0092370428801572,0,-0.00305873531484732,0.00843617732746306,0.000925291375669886,0,0,0,0,-0.00183287250943822,0,-0.00362440187999549,-0.0117404970943739,0,0,0,0,0,0,-0.0205673199156683
VIX.Index,0,0,0,0,-0.0379831499562216,0,0,0.0602702431054719,0,0.073606640062975,0,0,0,0,-0.196548425976518,0,0,0,0,0
