,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,-0.0280908216697969,0,0,-0.460986970936439,0,0.0897710183705712,0.0167098253819633,0.148048948006778,0,0,0,0,0
ETH,-0.0463404607464931,0,-0.095156543667094,0.0435635010266778,0.638961954527747,0,0.182036722797295,-0.203010128678768,-0.0284650805430089,0.117364313814526,0,0.1526396318064,0.0406687708759142,0.0314003922272195,0.0297939793123081,0,-0.221448986209979,0,0,-0.0819867831951136
BCH,0,0,0,1.20319471701879,0,0,0.254750265192114,0,0.174280260548022,0,0,0,-0.395107043657885,-0.0899981765089841,0.405040680152596,0,0,0,0,-0.363119843015844
XRP,0,1.07321378265932,-0.0347051474831003,0,0,-0.458747255728653,-0.182423110857177,0,0.198018006614859,-0.0972381649372539,0,0.120015148639347,-0.0883882490147767,0.0821369850895347,0.0420413846603692,-1.03685174797078,0,0,0,-0.0860748500843732
LTC,0,0.550492939784759,-0.0221561436584864,0.100527538044699,0,0,-0.218535228202625,0.117711752632152,0,0.0562757657971341,0.0444701578900216,0.0377596130383891,0,-0.0648076543831471,-9.00825148932105e-05,0,0,0,0,0.0759057063977938
DASH,0,0,-0.00453235057089145,-0.163286340748343,0,0,0,0.1317333729259,0.073929097458464,0.120587742829149,0.123038626601135,0.16677542763202,0.0396196855516525,-0.0179633487959603,0.0872155310278421,0,0,0,0,-0.0331303147223946
NEO,-0.0497144498708227,0,0.0627036625210102,-0.705331032537649,-0.271863944198613,0,0,0,0,0.426152874310279,0,0.327374271554944,0.228014583683404,0.138887702975932,0.106359748074562,0,0,0,0,0.0568113038807532
XEM,-0.256761731055737,0,0,0.0186695397906399,0,0,0,0,0,0,0.284718842407724,0.09330557464016,0.248548158566759,0,0,0,0,0,0,-0.224329929820242
XMR,0,0.235964106237207,-0.0607946213973999,0.114700233866049,0,0.311357860819742,0,0,0,0.0701886750480196,0,0,0.125364516033209,0.00309438991243238,0,0,0,0,0,-0.107350298753688
ETC,0,0,0.1528860088691,0,0,0,0,0.325485191821952,0.189600291646085,0,0,0,0.0867793040279958,0.0154918244692263,0.0516093568173367,0,0,0,0,0
MIOTA,-0.595412194723798,0,0.142076549334488,0,0.504023468486196,0.54300032051563,0.23221231071348,0.148541932730325,0.142532923998422,0,0,0,0,0.112171592849713,0.0313274820688111,0,-0.357034090008996,0,0,0.380286749571647
ZEC,0,0,0,0,0,0,0.0657127663296551,0.0714521663236127,0,0,0.34051416044861,0,0,-0.0693006277625768,0,0,0,0,0,0
ADA,0.543137330934831,0.148255022159467,-0.307723192465655,0,0.109877073675469,0,0.177087583826392,0.518192982684958,0,0,0.39304799165398,0.715104734623316,0,0,-0.258145223434161,0,0,0,0,0
XLM,0,0,0.215865212332415,1.95987075258255,-0.994474400649525,0,0,-0.436652929586016,0.588284179768371,0,0.36737487500703,0.486109258635017,0,0,0,0,0,0,0,0
EOS,1.25860822637058,1.84457907452905,0.327154734610884,0,0,0.106787888464676,0.139287462010735,-0.388843194083692,-0.193835304327747,0,0,0,-0.511283202375924,-0.0628630293848151,0,0,0,0,0,0.750337665002499
BV010082.Index,0.0938534164186479,0,0.0531639191662491,0,0,-0.051008137957351,0,0,0,-0.00873867077339484,0,0.0542796725381828,-0.0240374692446572,0.0531216361306993,-0.0228358810988419,0,-0.170512128483967,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0.0714257432421224,0.0231507730386269,0,0,0,0,0,0
DXY.Curncy,0,0,0.0108083535091253,0,0,0,0,0.0238946365678727,0,-0.0142393510023509,0,0,-0.00192743121039328,0.00691620374126647,-0.00208355120581891,0,0,0,0,-0.0186498498580954
SPX.Index,0,0,0.00953014900653247,0,0,0,0,0,-0.00380138543771028,0,0.00787783518316529,-0.0203227130412956,0.00230722953548503,0,-0.00573811501945651,0,0,0,0,-0.0399543452827767
VIX.Index,0,-0.947900360085866,-0.30912007967136,0,0,-0.314037656990808,0,0,-0.147297185736678,-0.0317450593762355,1.06950767539717,0,0,-0.0045017675551141,0.194746602110887,0,0,0,0,0
