,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.121095764999836,0,0.0921344401284958,0,0.0356474646411982,0,0.0238739797973667,0.0486219470828537,-0.000254026137395005,0,0,0.0595817160328435,0,0,0,0,-0.0550994872574582
ETH,0,0,0,0,0.216356606988767,0.0754748105943499,8.67361737988404e-19,0,0.147249176447329,0.0370504562911343,0.492345170364191,0,-0.00359501219121315,0,0,0,0,0,0,0.10398852616538
XRP,0,0.0961158028051712,0,0,0,0,0,0.0877076054967721,0,0.0366805405752131,0.21232279495883,-0.0649083329844925,0.120427365920018,0,0.132492874240172,0,0,0,0,0
LTC,0.261543739927563,0,-0.355399664110858,0,0.375284751116943,-0.0243249727439133,0,0,0,0.0778850535828178,0,0.0344621977452274,0,0.145878537017503,0.133886347120687,0,0,0,0,0
ETC,0,0,0,0.114585895830405,0,0.0933875729484365,0,0,0.374533708253475,0,0,-0.01402454091992,0,0,-0.0298659280272509,0,0,0,0,0
DASH,0,0.310458593483493,0,0.0612800539661521,0.0264010161675917,0,0.323822599070704,0,0.275865015273334,-0.0256430413779189,0,0.0501324086794864,0,0.139299204458932,-0.317238709872682,0,0,0,0,0
XEM,0,0,0.64136779425375,0.384920977357371,0,0,0,0.167433206932263,0,0.050132329284961,0,0.0728139840634855,-0.461819139239211,0,0.120758773949891,0,0,0,0,0.0920315222511617
MIOTA,0,0,0.441576141458843,0,0,0,0.323718111521022,0,0,0,0.311730425560711,0,0.337451317476126,0,0,0,0,0,0,-0.381197740145393
XMR,0,0.100246077865739,0,0.00614140941546534,0.113156732632109,0.0781662942311389,0,0,0,0.00576733723249841,0,0,0,0.476767356059301,0,0,0,0,0,0
EOS,0,0,0,-0.866242162078541,0,-0.770004096548823,0.524370743045928,0,0,0,0,0.132089777044234,0,1.67679623027999,-0.916092098891806,0,0,0,0,0
ZEC,0.475806628474289,0.44332222518723,0,-0.119125508259403,-0.0181877449150875,0,-0.192801750777866,0.164774740940922,0,0.0318185677683662,0,-0.0138855357238355,0,0.276375572753688,0,0,0,0,0,0.0566739361122739
NEO,0,0.925543329960292,-3.49944218455716,-0.436480940695107,0,1.16753173139291,0,0.391216274444208,0,0.132113449488701,0,0,0,1.38777878078145e-17,1.11584694308763,0,0,0,0,0.401114699879982
DOGE,0,-0.0362297791271026,0,0,0,0,0,0.164760397272633,0,-0.0536814533010338,0,-0.0249004302903063,0,0.322784026530142,0,0,0,0,0,0.126721051815095
XLM,0,0.222216332231959,0,0,-0.14910127728229,0.117179772702672,0.122452324384747,0.148296288719792,0.571179992838175,0.0673007067318575,0,-0.0301930045800984,0.42652246334093,0,6.93889390390723e-18,0,0,0,0,0
BAT,0,-6.93889390390723e-18,0,0,0,0,0.463926713182445,-0.0486020602841445,0,-0.0277714251099627,0.0828188845803186,-0.0196237743487198,0.597216437757071,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0526520892787081,0,0,0,-0.000590204577791762,-0.00707262007185804,0,0,-0.00985556922421937,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.0499085436022439,0,0,0,0,0,0.00655867457424197,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.013468569538358,-0.0684619703983209,0,0.0272795160548615,0.00950754961634807,0.0211715072901373,0,-0.0116111497525562,0.00806210320428273,0,0.0876559206568302,-0.0104114218642921,-0.00541798804032274,-0.0407464126296505,0.00546634056667338,0,-0.101016255406628,0,0,-0.0284288962053032
SPX.Index,0,0,0,0,0,0.00071747886560146,0.0110624408528304,-0.00879501737819433,0.018531683532381,0.000891049366365511,0.0100492654431269,-0.00146175332325144,0.0171098874518167,-0.0240110803927019,-0.00628592582925858,0.0606659135697755,0,0,0,-0.074671829918303
VIX.Index,0,0,0,0,0,0,0,-0.172775798627835,0,0.0269192054069974,0,0,0,0,0.178679912731321,0,0,0,0,0
