,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.244680308205076,-0.014253982936023,-0.0359390794284972,-1.73472347597681e-18,0,0,0.0764740235202451,0,0.10025878506449,0,0,0,0,0,0,0,0
ETH,0,0,-0.0352332541052559,0,0.130971953349912,0.314618769518989,0.00336175239096113,0,0,0,0.125162745046718,0,-3.46944695195361e-18,0,0,0,0,0
XRP,-0.459622412723921,0,0,-0.220188338133396,0,0.459861207123732,0.140556248512357,0,0,0,1.45196832740261,0,-0.911106707590683,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0.118863551709018,0,0,0,0,0,0,0
DASH,-0.0844215208137471,0,-0.0335760425603764,0.0511001942992373,0,0,0.0617361461264556,0,0.283445310170779,0,-0.203812842800059,0,0.236503117637237,0,0,0,0,0
XMR,0.246527685215692,0.369371687654512,0,-0.021188486253711,0,0,-0.27722112822013,0.230120842482925,0.260862547118509,-0.164116317259823,0.103437101633004,0,0.0811794397828896,0,0,0,0,0.439117300252159
ETC,0,0.192630365493628,-0.0202520215659761,0.357597711739431,0,0,0,0.222419911747511,0.549988056654986,-0.0130732394503689,0,0,-0.21608140523128,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,-0.097075697381045,0,0,0.496417652753214,0,0,0,0,0
ZEC,0,0,0.062928508330072,0,0,0,0,0,0,0.15561637709456,-0.174657734532318,-0.264898744230153,0,0,0,0,0,0
DOGE,0.0435079007760394,0.57948331318502,0.354953780232693,0.223217578909526,0,-0.21054843982663,0,-0.241666795383702,0,0,0.0473416182499913,0,0.610914172826476,0,-1.74242977566645,0,0,0.388703878101406
XLM,0.405350596392309,0,0.404870153555778,0.105306900725483,-0.143257263148033,0,0.344082277031869,-0.382979747551672,0,0.0969110479933074,0,0,0.551268703984838,0,0,0,0,-0.0761888104484176
NEO,0,0,-0.0314692686676657,0,0,0,0,0,0,0.160559278696269,0,0,0,0,0,0,0,0
DGB,-0.302951602283016,-0.167219596982749,-0.250490960636496,-0.237309043506439,0.305581609419366,-0.102536218237347,0.320769149808498,0.351820403135508,0,0.101724834569942,0.442295263728994,0.470407916393041,0,1.05424579948949,0.297083759279252,0,0,0
BV010082.Index,0,0,0,-0.013667832529683,0,0,-0.0550025480510816,0,0,0,0,0,0.0154172010610629,0,0,0,0,-0.098513964695653
CVIX.Index,0,0.0709223258019289,0.0294644474019295,0.0312074229527169,0.0175815689254894,-0.0135067021688106,0,-0.041393618965537,0,-0.072387188125854,0,0,0.0616072797174116,0,0,0,0,0.0396812057672836
DXY.Curncy,0,0,0.000883060076270444,0.00431873630501304,-0.021520929270746,0.0079304907204606,0.00981683173956173,-6.7762635780344e-21,-0.012911701364944,-0.00344669752748645,-0.0043363516446502,-0.0109075054723916,0,0,0,0,0,-0.0285599842201503
SPX.Index,0,-0.00174628577305702,0.000384411832290257,0.00338333971374376,-0.0141447344347188,0.00816389268117512,-0.00272165195303699,0.00180044580369428,0,-0.00546329788736724,0,-0.00726075260127043,0,0,0,0,0,-0.0500802890834919
VIX.Index,0,0.0466118153417075,-0.0254523715686073,-0.0351666992587222,-0.0593813846000587,0,-0.100573368740916,0.0224753010187485,-0.0810296142467587,0.0616047626436039,0,-0.0663637287311338,0,-1.63734550282996,0,0,0,0
