,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-4.33680868994202e-19,0.00351683706570739,1.50725687349602,0.00720956937946881,-0.0406959169982135,0,0,0.0581898717301853,-0.0114617124352118,-0.0265690600918612,0,0.00898761784158236,0,0,0.0538468330969993
ETH,0,0,0,0,-0.0703009001889807,0,0.451894011100799,0,0,-0.290669908346656,0.671649457760431,0,0,0,0,0
XRP,0,0.032806311205432,0,0,-0.0140158103081726,0,-0.11834295130607,0.252618027331723,-0.148935038736485,0.0432381354048737,0,0,0,0,0,-0.0873247954789606
LTC,0.601044174042518,0.0066443999981411,0,0,-0.00160102900397147,0,0,0,0,0.0162242067973814,0.0186508627458618,0,-0.0149567414316792,0,0,-0.049733915874952
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,-0.0128024369828033,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.0412967330882366,0,0,0,0.228953448935413,0,1.64970634044607,0,0,0,0,0,0,0,0
DOGE,0,0.0655376073157776,0.459052292389847,0,0.0176594816017332,-0.244711363040499,0.0417507392543313,0,0.1064610342798,0.108832949819598,0,-0.361651968707587,0,0,0,0.0359902619919187
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,-0.0442063196693474,0,0.126761526960096,0,0,0,0,0,0,0,0,0
DGB,0,0.352380875623221,0,0,0.0329588759038193,0,0.0798859109746246,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0364343899374109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.180003917941869,-0.0758458354557312,-0.51150844472026,-0.0254432862786796,-0.0916137862407796,-0.116730813483661,0.110828432002176,0,1.73472347597681e-18,0.2053308622659,0,0,4.58431879932428,-0.773779907781144,0.0796412164636518
DXY.Curncy,0,-0.0069674581872248,0,0,-0.000715855217196614,0,0.0153394405256911,0,0,0.00208579555102516,5.42101086242752e-20,0,0.0231968402201992,0,0,-0.00301219133283873
SPX.Index,-0.027365546074277,0,-0.0753186729716818,0,-0.00376550774298383,0.0196463128779923,-0.0219544578109996,0.0205085876201797,-0.0279146795011356,0.00756294671239783,0,0.210569559035529,-0.0578313690859533,0,0,-0.0506623265854302
VIX.Index,1.21871967396558,-0.0346909351996221,-0.204344775472493,-1.73583800562474,0.0339540441984526,0.313135779317562,-0.0720072972208724,-0.290084626842004,0,0.0974322849475265,-0.099980324865577,0,-0.102079714828254,0,-5.7558761734195,0
