,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.254181673811916,0,0,0,0.0714275319258434,0.13421075918333,0.123825478695491,0,0.249003425509768,-0.0580403697867793,-0.00595894605773077,0.0201317663212222,0.0274364910219238,0,0.31035268960026,0,0,-0.225545663630378
ETH,0,0,0,0,0.444601682327902,0,0,0,0.0273767663696321,0,0.15735430521815,0,0,0.0771391262350337,0,0,0,0,0,0
XRP,0,0,0,-0.0542343072011582,0.527313361859856,0,0,-0.0232330941025835,0,0.0309694110411051,0,0,0,0,-0.0247931163259032,0,0,0,0,0.303819558998447
BCH,0,0,-0.0671956586447256,0,0,-0.776443967352298,0,0.0599105329580486,0,0,0.567462829451404,0,0,0.241077977682577,0.0787648780554511,0,0,0,0,0
LTC,0,0.0374433968142485,0.0838284785137998,0.00491180128175297,0,0.0915775089893295,0,0.265891191428933,0,0.0322160323556167,0.316204603955633,0,0,0.0152704958216559,-0.000936063016973501,0,0,0,0,0
DASH,0,0.235379804221115,0,0,0.0882048588905125,0,0,-1.35525271560688e-20,-8.67361737988404e-19,0,0,0.0224029523665604,0.0750252250185136,0.0601277489069049,0.00513884391737945,0,0,0,0,0
XEM,0,0.187939775649255,-0.221006851664838,0,0,0,0,0,0.101952094758419,0,0.583522603930697,0.0984894914701939,0.0376632796420386,0.0224415999778442,-0.0825987541700799,0,0,0,0,0
NEO,0,0,-0.535977433740453,0,0.505149950122997,0,-0.26826035761261,0,-0.201900079238895,0.930563519373316,0,3.46944695195361e-18,0.387244248788128,0.35444573487447,0,0,0,0,0,0
MIOTA,0.844228373280577,0,-0.543853771796617,-0.0924135268971488,0,0.0658538060146773,0.66999599517477,-0.351290879908463,0,1.14714368401378,-0.537642516177335,0,0.370508479186215,-0.0145195870720473,0.356302073479387,0,0,0,0,-0.206646713982216
XMR,0,0,0,0.0832176536573882,0.44853327294019,0,0,0.0459234357329627,0,0,0,0.0520433716741094,0,0,-0.030193621101774,0,0,0,0,0
ETC,0,0.116012794338644,-0.108682188690521,0.165424413312202,0.664179451549582,0,0.115722500526948,-0.159259872799411,0.0376927727712095,0,0,0,-0.061495130185375,0.0516840765810156,0.0905545113162867,0,0,0,0,0
ZEC,0,0,-0.353139264812202,0.0512980538875097,0,0.308346207659568,0,-0.0502436021403937,-0.090822896416584,0.491011654103009,0.292364832833982,0,3.46944695195361e-18,0,0.406260468710821,0,0.436905647361097,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.788467154228294,-0.416213476767664,-0.486865465791769,0,0,0.0571391516327988,0.147578266477824,0,0,0.9789004764036,0.0709342754530313,0,0,-0.046403365317121,0,0,0,0,0
EOS,0,0,0.229511316775947,0,0,0,0,0.0749431625731221,0,0,0.427497699236086,0.390043022871539,-0.104609950252519,0,0,0,0,0,0,0
BV010082.Index,0,0,-4.33680868994202e-19,0,0,0,-0.096752098474755,0.0446839837615675,0.0832396283870807,-0.109929125353673,0,-0.0664097731109534,-0.0446699889118566,0.0300199182641413,0.0435242092875394,0,0,0,0,0
CVIX.Index,0.0571672386578702,0,0,0.122938316996679,0,-0.213990895819489,0,-0.0702065253685993,0,0,0,0,0.0604982377661044,0.0108496813613801,-0.0454997859738301,0,0,0,0,0
DXY.Curncy,0,0,-0.0225166776707148,0.0113899680368583,0,-0.00462825067890839,0.0053024081235394,0.00108141209052037,-0.0281599630302068,0,0.0179164258219831,-0.0139811016191811,-0.0251164333396627,0,0.0292267185476077,0,0,0,0,0.0374590243161474
SPX.Index,0,0,-0.00284849944512438,0,0,0,-0.0156313020655183,0.00457996872627101,0.0119511870688195,0,-1.0842021724855e-19,-0.0137390372843993,-0.0166552851394802,0.00783757309763747,0.00304360325766332,0,0,0,0,-0.0317304884117559
VIX.Index,0,0,0.15897143236032,0,0,0,0,0.0406694087796854,0,0,0,0,0.213183144729856,0,-0.0255426353125631,0,0,0,0,0
