,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.250803363824078,0,0.112913455093862,0,0,0,0,0,0,0.0279343444848366,0,0.107715894441598,0.15919624558428,0.0255667336458496,0,0,0,0,-0.0247572204654347
ETH,0,0,0,0,0.0249348183406846,0,0,0,0.0746387590697581,0,0.0508583261283227,0,0,0.302579289889994,0.180822283076381,0,0,0,0,-0.0483382886782251
XRP,0,0,0,0,-0.0776651936997903,0.169155815604027,-0.0275181735712331,0,0,0.615297134122719,0,0,0,0.073264944728039,0.0591153894980717,0,0.124140378656968,0,0,0
BCH,0.404310039011422,0,0,0,0,0.174457792774063,0,0,0.147254925480199,0,0.00571242334861182,0.0484294894458421,0.134910415448795,0.0741623419309997,0,0,0,0,0,-0.0868299626254856
EOS,0,0,0,0,0,0.280814539686592,0,0.495638602087973,0,0,0.146409104069302,0,0,0.244802451860252,0,0,0,0,0,0
LTC,0,0,0,0.592967479374855,0.151845991161103,0,0,0,0,0,0,0,0,0.0546609426048407,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.205901172287215,0.202835807450177,0,0.0780252304001807,0,0,0.106431896096348,0.13769361771749,0,0,0,0,0
ADA,0,0,0,0.387675169474509,0.0680344807154761,0,0.00416184847089742,0,0.0529431055581142,0,0.017369684564178,0,0,0,0.400933621103781,0,0.0413268914213707,0,0,0
MIOTA,0,0,0,0.555502185993928,0,0,0,0,0,1.40033636513413,0.245302517617059,0,0,-0.0899853129752338,-0.248935896786422,0,0,0,0,0.391028679308386
TRX,0,0,0.30953557967794,0,0.0191990954363312,0,0,0,0.0991309950183972,0,0.130130508948861,0.0568941728484288,0,0.0566719947354598,0,0,0,0,0,-0.192757496587809
NEO,0,0,0.427279455492285,0,-0.0287361584714293,0.0151885015152002,0,-0.0678540843394108,0.474224770989331,0,0,0,0.638609587694939,-0.340511168048763,0.332660554028818,0,0,0,0,0.135754938431423
XMR,0,0,0,0,0,0.843669090597174,0,0.0596293779348568,0.121044707486867,0,0,0,0,0,0.140094148725488,0,0,0,0,0.0939430557760284
DASH,0,0,-0.487704474238909,0.431150596954095,0.0789072946146458,0,0.071084258021355,0,0,0,0.125171347566606,0.203377492534966,0,0,0.0733297830647634,0,-0.317005720752792,0,0,0.0443401710907033
ETC,0.890657162038248,0.440773306139112,0.219397888396673,-5.55111512312578e-17,0,0.0219809853789848,0,0,0.25739150977996,0,-0.237123653050643,0,0,0,0,0,0,0,0,0.0802672148379134
XEM,0,0,0,-0.17618215527291,-0.213039438641448,0,0.715403306172601,0.986446160033061,0,0,0,0,0,0,0,0,0,0,0,0.117582136308473
BV010082.Index,0,0,0,0,-0.0324139014807656,0,0,0.0218078612821612,0,-0.0796727528840003,0.0162903722992477,0.0440007423786569,0,0.0205954408009305,0.00686899134413689,0,-0.209338164553511,0,0,-0.0316265179194607
CVIX.Index,0,0,0,0,-0.0861451800502773,0.0262312471555111,0.0819830302930555,0.106279102057524,-0.168186257218595,0,0.248638378118328,0.295989134287427,-0.462605145416314,0.109243407166751,-0.102891361338331,0,0,1.57113567232826,0,0.0838703951438729
DXY.Curncy,0,-0.0217913416269737,0,0,0.024931035494785,0.0438180492249349,0.0313045426012885,-0.126438600802619,0,0,-0.00975364443742361,0.0194151666973638,0,0,0.0357611158563543,0,0.110806968935349,0,0,-0.0110065967022881
SPX.Index,0,-0.0314311670755184,-0.0173877001865851,0.0086492969548592,-0.00880698489273991,0,0,0,-0.0102982746792964,-0.0774945153002427,0,0,0.0420865842077087,0,0.0333898505167195,0,0,0,0,-0.0927825937556135
VIX.Index,0,-0.482404311961851,0,-0.276691607673333,-0.20068663972535,0,-0.160251744272787,0.130727925353323,0,-1.00563241381989,0.2706483244491,0,0.593272916032226,0.097280309609979,0.188997354151541,0,0.77080960881716,0,-4.85099651127835,0
