,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0851874733775087,0.0497392841014157,0.0686766978777868,0.0657470985263706,0.0779565016666321,-0.00176065513472877,0.0770922075051766,0.0580231702055302,-0.308083629158033,0.200917087397591,0,0,0
XRP,0,0,0.137013570761463,0,-0.053322357306445,0,0,0,0,0,0,0,0,-0.088917196209372
LTC,3.28110120398814,0,0,0,0.663114564858717,-0.522367065996494,0.306058685731324,0.11312574232363,-0.0882326389622631,1.18759814530988,0,0,0,0.0378340669345502
DASH,0.715932693267449,1.73472347597681e-18,0,0,0.189463702311131,0.0355324877318894,-0.0214876048644476,0.0266888192154945,-0.0643628644132424,0,0,0,0,-0.0820552771909962
DOGE,0,0,0.167121680839245,0.962655152694622,0,0.118293595822569,0,0.0402742422910023,-0.0307129452329456,0,0,0,0,0.0299892545841735
XLM,3.06125438170588,-0.351730843622824,-0.536651679532039,-0.129231370455369,0.385448719586812,0,0.508271494345936,0,0.192169476161327,0.386479028424964,0,0,0,-0.271748511572235
XMR,0,0,0,0,-0.177969023351065,0,0,0.0888583014204547,0.186987138974684,0,0,0,0,0
XEM,0,-0.502187932254377,0.395681537668989,0,0,-0.294525307624676,0,0,-0.102243217895705,0,0,0,0,0.0217282716260748
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,-0.290894557760274,-0.0315193870679659,0.128218354955657,0,0.0466081860579691,0.00421094730430217,-0.0218166009249685,-0.0769055527403933,-0.00130915895739019,0,0.0913004879393857,1.1985201465644,0,-0.0125561599722366
CVIX.Index,0.764372584994549,0,-0.194070517585115,-0.171808590748534,0.279515699719509,-0.153559691764773,0.278351540995476,0.0835928645254166,0.0474624144629703,0.134993249348168,0,0,0,0
DXY.Curncy,-0.0580469997432663,-1.73472347597681e-18,0.00466314517625498,0.136451587093863,-0.0864192975768139,0,0.0105503004448405,0.00283835490317424,-0.00702334476575551,0.166495240624458,0,0,-0.214777619021299,-0.0350120501743161
SPX.Index,0,0,0,0,0,0.0160315276720044,0,-0.0103795312351131,0,0,0,0,0,-0.0676724684801475
VIX.Index,0,0,0.209844993099406,-0.735247923540935,0.179113186058761,0,0.666630758735245,0.0355166302827058,-0.104588634453386,0,0,0,-5.04780052013449,0
