,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0737620627291683,0.246362776144813,0.231515503705079,0.0174393996478228,0.0387779319420937,0.0250897362179396,0.0822561021863183,0.0955404861844227,0.188977888822185,0.033212932588775,-2.16840434497101e-19,0,0,0,-0.100424847277261
ETH,-0.758391951013266,0,0,-0.0790015012749921,-0.0169937247696342,0.0985769980256009,-0.0293884411885688,0,0.114110717741908,0.29871192134964,-0.0306494427658021,-0.767549673768169,0,2.22968559613201,0,0
XRP,0,0,0,0.151210910287256,-0.00639963509880119,-0.0211176746896003,-0.104920692581073,0.0774501664105824,0.0260543846076195,0,-0.0193726286153154,0,0,0,0,0
LTC,0.753451581230212,-0.0226283845275744,0,0,0.00428937416008142,0.074568851674331,0.0661221277120514,-0.111870554610968,0.062372798837072,0,0,-0.0121871766929557,0.144727643130959,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.603414131241956,-1.42499403754691,0,0.0365050237387098,0.0142533379704727,0,-0.0335511918932557,-0.060844589467873,0.904882658550298,-0.149690511742405,0,0.532394399064339,0,0,-0.270192127395942
XEM,0.715452532223379,-0.379872065987182,0,-1.45981890439643,0.00885236136840355,0.122464951808809,0,0,0.0936196099987159,-0.135099578797241,0.0923083256485093,-0.894851923170639,0,0,0,-0.0978235883694011
DOGE,0,0.596158095808253,0,0.205701036130511,0.0177663020523471,-0.0380214918232442,0,0,0,0,0,0,0,0,0,-0.0249723802818501
XLM,0,0,0,0,-0.0329962229819524,0,0,0,0,0,0,0,0,0,0,0
DGB,0.536270104854422,-1.1122810056601,-3.52517107373528,0.0656308224724453,-0.0884792114565275,-0.192857356593456,-0.809111750963491,-0.0419573441954962,0,0,0,0,2.14765042945674,0,0,0
BV010082.Index,0,-0.452117106101794,0.191483309568518,-0.546169175826848,0.000740989327165805,0.117115004103756,0.0176173319766569,-0.224487433763001,0,0,-0.0174238910298376,0,0.010297245581543,1.1549325954222,0,0.10692758999226
CVIX.Index,0,0.409512511744589,0.249178284746125,0,-0.0169887593785088,0.0430375142414196,0.170069286969141,0,0.0990844715990453,0,0.0723238549617132,-0.128826483383579,0,0,0,0.206275752554293
DXY.Curncy,0,0.0296168689416909,0,0,0.00149554525627359,0,0.0188107470850241,-0.0563926736495223,0.0219579124992255,0,0.0095274933512137,0.0586666114484417,0,0,0,-0.0388989230911915
SPX.Index,0,-0.0149055940205444,0,0.0111995709383929,-0.000483724679259686,0,0.00303142081023416,0,0.016890226686631,0,-0.0101555296777205,-0.0202243143070707,-0.00745502945446074,0,0,-0.0386673507347478
VIX.Index,-1.45075410082124,-0.419495682988934,0,0,0.0309211654125237,0.0215959921317928,-0.313793450070269,-0.370501802539202,-0.0593173073112094,-0.416720115358524,0,0,1.28967441996356,0,0,0
