,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0102168539914205,0,0.113727811660379,0.219758535479762,0.17526645863196,0.0997781078318706,0.103701451489049,0.217924016216222,0,0,0.0524580342349465,0,0,0,0,0
ETH,0,0,0.109757225173307,0,0.286506130926624,0,0.303642315285292,0.134145862949943,0.0813784725408054,0,0,0,0.1823885261295,0,0.0935800395452428,0,0,0.232744698012557
DASH,0,0.243621703339936,0,0.844576859483197,0.382338758967814,0,0.736503183673413,-0.268324010527581,3.46944695195361e-18,0,0,0.636806329160686,0.0503384469707693,0,0,0,0,0.392334279369205
XRP,0.245160163214074,-0.122576408301779,0.0239983714062301,0,0,0,0,0,0.0168029142369306,0,-0.0295204156053745,-0.207535181101069,0.170782436682217,0.718778794048634,0,0,0,-0.111267141107803
XMR,0,0.643725604314049,0.116692194729048,0,0,0,0,0,0,0.205293129055853,0,0,-0.187031372439455,0,0,0,0,-0.791708273777948
LTC,0.281759207902445,0,0.018613800160674,0,0.0131390790711713,0,0,0,-0.022870392455592,0,0,0,0,0,0,0,0,0
ETC,0,0.0859954081680985,0.154766883133888,-6.93889390390723e-18,-0.0359669845522787,0,0,0.0338497900368364,-0.00900653830609275,0,0,0.106486615373377,0.0844517432896852,0,-0.372290235725752,0,0,0
XEM,0,0.711418900401491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.299798348401254,0,-0.113043010982018,0,0.365778686075333,0,0,0,0,0,0,0,-0.337331904221349,0,0,0
DOGE,0.145795498715904,0,0,0.246390713808262,0,0,0,-0.111963232320946,0.158480991591307,0,0,0,0,0,0,0,0,0
XLM,0,0.288507774769359,0,0.315777223733448,0,0,-0.289981367514209,0.0631098454514939,-0.213900272828242,-0.177869816895819,0,0.193635458277597,0.246702495991678,0,0,0,0,-0.462306438916848
NEO,0,-0.0909472147533284,0.142853309952337,-0.727906489408188,0,0,0.799331468551591,0,0,0,-0.053308186181709,0,-0.0423694115806389,0,0,0,0,0
DGB,-0.177876098705146,0.170163993983449,0.137933893058608,0.808827419946394,-0.0471060034150064,0,0,0,0.142616408248723,0,0.101663693609966,0,0,-2.2755713718138,0.892085864816222,0,0,0
BV010082.Index,0,0,0,0.531205750143068,0.0588547849282361,0,0,0.0396310405304127,0.066423822957321,-0.243939516633128,0.0114619048634583,0.137091250060618,-0.149703647461513,0,0,0,0,0.102626865108235
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0174097843715683,-0.00420848541843264,-0.00684911740103885,0.0134809002569005,0,0.0535755439345741,0,-0.0139423684674517,0,0,0.0100947391274603,0,0,0.0316539197604581,0.00228526294798442,0,0,0.0543014617982354
SPX.Index,0,0.0160927053838828,-0.00361153752490742,-0.01151102622166,0.00299354936261664,0,0,-0.000832884669936323,0,0,0.0117199888763159,-0.0150366921072263,0,0,-0.0212191770491545,0,0,0
VIX.Index,0,0.11826134573846,0,-0.349096261337705,-0.105830588931707,0,-0.399371217469198,0,0,0,-0.0322679591323836,0,-0.122604391190225,0,0.727934145459225,0,0,0
