,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.232622235716857,-0.0167804560675014,0.275975091578575,-0.00509100557166906,0,0,0,0.107774872239872,0.0628683617946663,0.0304270120440205,0,0,0,0,-0.160032971837327
ETH,0,0,0.409598376578831,0,-0.13312610297435,0,0.301981657074114,0.36459253599528,0.250932410005373,0.160568844615067,0,0,0,0,0,0
XRP,0.448839136914704,-0.138608629580655,0,-0.478921551869598,0.102671438365725,-0.201094289342834,0.239911333875462,0.331158863335155,0.0897200815295703,0,-0.0899915355976696,-0.261462845280644,0,0,0,0.123548280556066
LTC,0.439742437596628,0.0158921209829892,0,0,0,0,0,0,0.0735732439196636,0.0636291096851667,-0.0305182836433629,0,0,0,0,0
ETC,-2.30744231760502,-0.154942741026096,0,0,0,0.599682621682036,0,0,-0.867263862747057,0.0601734570102633,0.123649374885003,0,-0.72424538151644,0,0,-0.405975416127526
DASH,0,0.0693200102315901,-0.125402608656823,0,0.0592105533024313,0,0.61695799626482,-0.825541816808877,0,0.50423595876641,0,0,0,0,0,0
XEM,0.943863966796047,0.100883031117249,0.261418457507873,0,-0.0321291891276223,0.545329061855341,0,0,-0.223190538748734,-0.0633934216831773,0.165877995971744,-0.500990408968965,0,0,0,-0.0833514047648832
XMR,0,0.223064018283696,0,0,-0.112546647647164,0,0,0,0,0,0.235392730256802,0,0,0,0,0
DOGE,0,0.203552573393037,0,0,-0.0192317170155977,0.174277658879385,0,0,0,0,0,0,0,0,0,0
XLM,0,0.110256800852253,0.278966753637167,0,0.0828433325702101,0,0,0.290753268487758,0.0211762021473857,0,1.73472347597681e-18,0,0,0,0,0
DGB,0,0.74144027998545,0,0,0.131955057183127,0,0.157843073533467,0,0,0.212577282260459,0,0,-0.606342785114835,0,0,0
BV010082.Index,0,0,0,0,0.0211774026443323,-0.0102794568199707,0,0.0674658182135886,0,-0.172026084267443,0,0,0,0,0,0.109405940181473
CVIX.Index,-0.0300972100049517,0.143718638406471,-0.136514217834085,-0.322579553858275,0.0199143613845715,-0.0317869917972178,0.039391562373267,0.022047464912159,0.0460514597979971,0,-0.017105253601459,0,0,0,0,0.225276679285292
DXY.Curncy,0,0.0134548013216911,0.0602648958057666,-0.0523267615226138,0.00423939356177921,0.0332227569857963,-0.0137366077032868,0.0408006326631706,-0.0418873863718469,0.0440927373020494,-0.0442977820608568,0.175342154349831,0,0,0,-0.00995258456827062
SPX.Index,0.038568623209937,-0.0147519412120666,-0.0076581928363464,0,0,4.33680868994202e-19,0.00574024593782694,0.0128224623598803,0,0.0016685025743756,-0.0178280799169521,0.0745184511775381,-0.00565691872460134,0,0,-0.0534835253902466
VIX.Index,0,0.475113046580161,0,0,0.0668575420615194,-0.186796914396723,-0.532087924391645,-0.261246551511639,-6.93889390390723e-18,0.118602904964647,0.027453189895416,0,1.32138855149145,0,0,0
