,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.37154598240016,0.328993527050347,0,0.0526973544510907,0,0,0,0,0.0469308807504448,-0.232304675933767,0.0279967634329981,0,0,0,0,0
ETH,0.0648907606027298,0,0,0,0.169265777916668,0,0.380874345112898,0.0901105494394565,0,0,0,0,0.252356273086672,0,0,0,0,0,0,0
XRP,0,0.301656941224046,0,-0.230097070293164,0.349717499262821,0,0.221113083682683,0.05010041816879,-0.00253103861822364,0,-0.173594763525584,-0.0349158703436278,0.180541611081405,0.0436289185707761,0,0,0,0,0,0
LTC,0,0,0,0,-0.0328885648247709,0,0.114585548444407,0.0157868065497236,0,-6.93889390390723e-18,0.24741787631515,0,0.231240821786735,0,-0.0368064782234101,0,0,0,0,0
XEM,0,0,0.143335610557276,0,0,0.590763153824147,0,0,0.279089572032125,0,0,0,0,0,0,0,0,0,0,0
DASH,0.270854744635618,0,0,0,-6.93889390390723e-18,0,0.13541077335216,0.0254442794157326,0.137494425050909,0,0.0837804193873749,0,0.0678398528291334,0,0.0739806917566769,0,0,0,0,0
ETC,0,0.300354459611649,0.175743343031042,0.374778672209275,0.0676737404310146,2.16840434497101e-19,0,-0.0698064168576148,0.233874690635383,0.0619587085763386,0,0,-0.0956252608660535,-0.197402924089504,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.778979791103506,0,0,0,0,0,0.573904399522889,0,0,0.191453723706572,0,0,0,0,0
XMR,0,0,0,0,0,0.460809967265233,0,0.0181619402144428,0,0,0.0548191652241421,0,0.212811660978772,0.175252109289809,0.00461623807435723,0,0,0,0,0
EOS,0,0.000963053560939375,-0.215752804297056,0,0.219756044020047,0,0.420891412490373,0,0,0,0,0.653833073380882,0,0,0.110545393231343,0,0,0,0,0
NEO,0,-0.0370075013623924,0,0.852467385370933,0.191972201808989,0,0,0,0,0,0,0.389060888191138,0,0.138992267029099,0,0,0,0,0,0
ZEC,-0.33762244249103,6.93889390390723e-18,0,0,0,0,0.153383284487592,0.23264953463642,0,0.0486845293772648,0.375756832006769,0,0,0,0.0952199971092112,0,0,0,0,0.100001635711051
DOGE,0.20975874051065,0,0.393318203452889,0.171275579903174,0,0,0,-0.0578111229463938,0.366675338150058,0,0,0.0194864500196701,0,0.130461930028875,-0.0206267230204188,0,0,0,0,0
XLM,-0.364402557944008,-0.284485292828486,-0.342209954523843,0,0.396236657098248,0,0.457899641509252,0,0.2499530592299,0,0.0988012043462234,0,0.426550722360322,0,0.352517082937543,0,0,0,0,-0.450888441934368
DGB,0,0,0,0,0,0,0,0.174918752358949,0,0.0245237312672039,0,0.375880038008161,0.161087330120183,0.400361633427682,0,0,0,0,0,0
BV010082.Index,-0.0330276028599173,0.102578762856229,-0.0439218843073214,-3.46944695195361e-18,0.0241360709773919,0.0757260372915031,-0.0549186346779476,-0.0325398298896798,0.043430609945452,-0.0546992493590406,-0.0618294377664569,0.15490703406866,-0.0755968445813644,0,0,0,0,0,0,0
CVIX.Index,-0.0806082382619157,0,0,-0.105147803254516,-0.0607361595468472,0.223287395586711,0.0203384648176022,-0.00349087420766815,-0.00671256875821929,0.044105758385061,0,0.0879032527618289,-1.73472347597681e-18,3.46944695195361e-18,-0.0878279668094766,0,0,0,0,0.0664843823004168
DXY.Curncy,0,0.0227391089166396,0,0,0,0,-0.000827757862824498,0.0106558742692093,0,-0.00886885041957544,-0.00369705973749664,0,0,-0.0255104141051555,0.0050772362265173,0,0,0,0,-0.039954326424065
SPX.Index,0.0341708304224328,0,-0.00412631798689951,-0.0212050798616467,-0.0174771461430682,0,-0.00168249711721935,0.00317301400701689,0.00697540945859103,0.00354134476804465,0,0,0,0,-0.000906407814752531,0,0,0,0,-0.0746276943635806
VIX.Index,0.111704821841066,0,-0.086404822923213,-0.383507095158394,0.0226984903111451,0,3.46944695195361e-18,0,0,0.30910560100262,-0.00324142688194378,0.140830865391928,0,-0.307584713967905,0,0,0,0,0,0
