,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0731772553365862,0,0,0,-0.0706016718369344,0.0469708727132843,-0.380476234815943,0,0.221264784990623,0.070638087329922,0.0371449799741274,0,0,0,0,0,-0.141038512268727
ETH,0,0,0.108742874544929,-0.101768692329534,0.175729784928232,0,0.022519656300822,0.0582273143154231,0.0323378312923742,0.0551960677545305,0,0.051397692306711,0.188163528784123,0,0,0,0,0,0,0
XRP,-0.246485303161858,0.541771467163451,0,-0.185553597368716,0,0,-0.353407815374368,0,0.542103607795317,0,0,0,0,0.0520567667694972,0.404150119433762,0,0.121453862176595,0,0,0
BCH,0,-0.147495263392963,0,0,0,0,-0.217760117853359,0.164354229302893,0.158441305699726,0,0.682567309223589,0,0.456396851295896,0.0267997037067459,-0.0580969134417977,0,0,0,0,0
LTC,0.686851306855338,-0.237165498427972,-0.137009258459922,-0.566220301880722,0,0,-0.163555147143952,0.242270514355442,0.814966265647085,0,1.07773905964158,-0.236189381953684,-0.298548940280094,-0.0274834055750817,0.240595668641336,0,0,0,0,0.581156668398335
DASH,0,0.270071257755489,8.67361737988404e-19,0.0551139474526084,0.0965322616354992,0,0,0.0735133090272934,0.301628689609753,0.0826711273910314,0,-0.0877747079909735,0,-0.0328448287561193,0.0485357199063581,0,0,0,0,0
XEM,-0.21092355339532,0.802256016437624,-0.401315477174946,-0.199231225845177,0.0703352446371228,-0.722967498691871,0,0.135259360073755,0,0.395753493440568,0.154955279876151,0,-0.114509584335199,-0.0219942151830034,0.348848525004391,0,0,0,0,-0.138821416442397
NEO,-0.372471147475404,0,0,0.569178709460104,0,0.180384169711479,0,0,0,0,0,0.144232967289709,0.155089354149262,0.0906025896879619,0,0,0,0,0,0
XMR,0,0.255230358024596,0.0963858192658847,0,0.0802337168982683,0.139906196979106,0.0715289454130834,0,0,0,0,0.0921074225480807,0.299655354748838,0,0,0,0,0,0,0
MIOTA,-0.729067754398364,0,0,0,-0.329178567445855,0.470389206516695,0,0,0.0876563218788876,0,0,0.331787790945242,-0.154235470865946,0.120289169424117,0.328848045933188,0,-0.652865577576142,0,0,0.577970329684306
ETC,0.064710050898724,0.0847447707424639,0,0.273304187978641,0.233209472110869,0,0.106398724114745,0,0,-1.0842021724855e-19,0,0.0535317817408589,2.16840434497101e-19,0.00371190819559786,0.0727417831919328,0,0,0,0,0
ADA,2.30498204724475,0,-0.379777119439259,-0.377274244722718,0,-0.173726430029472,0,0.449977655439392,6.93889390390723e-18,0.588732452151116,0,0,-0.736657933443123,-0.0798745833110049,0.548681327193484,0,1.81778707984724,0,0,0.656424061372309
ZEC,0,0,0,0.147203457404934,0,0.289716639950619,0.348574853488796,0,0.0902579452063408,0.0422635936836729,0,-0.0357965929573124,0,-0.0535950225789639,0.0195813447439166,0,0,0,0,0
XLM,0,0,0.284079169543641,1.46145147557361,0,0,0,0,0,0.466043315952914,0,-0.0753909008803137,0,0,0,0,0,0,0,0
EOS,0,0,0.200964729786654,0.181341185226308,0.15199540592274,0,0,0,0,0.0364292162102761,0,-0.0503347909683152,0.124580526706877,0.0161169342015636,0,0,0,0,0,0
BV010082.Index,0.155505427113446,0.123033703122966,-0.0539557862053155,0.0442238093164259,-0.0515749482735533,0.0863619196055488,-0.0582766342903806,0,-0.231632903915078,0,0,0,0.0204231834343015,0.0146782183010166,0.101209441675599,0,-0.115883615238592,0,0,0.0935682587488382
CVIX.Index,-0.209944190430314,-0.264137250241343,0.0789035611990459,0.0146286416099891,-0.0496910399174013,0,0,0.119699418925466,0.166115253345195,-0.224505205541514,0,0.12152009487763,-0.0672794645595637,0.0141331424414028,0,-0.358998499537038,0,0,0,0
DXY.Curncy,0,0,0,0,-0.00782995489176799,-0.00680154460449825,0,0,0,0,0,-0.00625210629191292,0,0.00059105248081493,-0.0080978911997449,0,0,0,0,0
SPX.Index,0,0,-0.00126543391075752,0,0,0,0,0,0,-0.00705545003788627,0,-0.00261123698464891,0,0,0,0,0,0,0,-0.019547995155929
VIX.Index,0,-0.242276414648478,0.217079677178361,0.0327873331603174,0,0,0,0.0969675397525677,-0.279999439725976,0.16298396927949,0,0.145025190563307,0,0,-0.248312266303727,0,0,0,0,0
