,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0656413393058072,0,0,0.021467461360484,0.017504809721455,0.0344188833714367,0.19905958985501,0.140247306851099,0.0316022103804692,0.161465797575771,-0.034917816277282,-0.20204139879558,0,0,0
ETH,0,0,0,0,-0.088654471461823,0,0.230103074650099,0,0.517080206506192,-0.107837381037214,0.419632680725634,0,0,0,0,0.331073191155237
XRP,0,0,0,0,-0.00734661280268534,0,0.0515054427559662,0,0,0.108264513875498,0,0,0,0,0,0
LTC,0.121527945324906,0,0,0,0.00400943831951953,0,0,0,0.0550038208964497,0.0931242786323744,0.114323247127869,0,-0.118107249962835,0,0,0
ETC,0,-2.5142492409086,0,0,0,0.460245528525576,0,-0.598486839736746,0,0,1.27667077857188,0,0,0,0,0
DASH,0,6.93889390390723e-18,0,0,0.00279932288052182,0,0,0,0,0.162808836759985,0.225834492442251,0,0,0,0,0
XEM,0.791519104793738,0.11968976023622,0.208842624904439,0,0,0.298877189932243,0,-0.221501597509637,0.0302570648913322,0,0.211552674703358,-0.380866555445834,0,0,0,-0.152160625840141
DOGE,0.206841987398233,0,0,0,-2.16840434497101e-19,0,0.163981880591778,0,0.0288974138473954,0,0,0,0,0,0,0
XMR,0.46676994371515,0.134170513146366,-0.144708754712476,0.832627331712136,0.00499334279027959,0,0,0.0795291872137194,0,0,0,0,0,0,0,0
XLM,0,-0.162979844049161,0.453048857231602,1.06352254871116,-0.0379063216673542,0.51428409987075,-0.313970383187914,-0.165876942232585,0.287316232660407,0,0,0,0.171977467252225,0,0,-0.140752469362989
DGB,0.49056275803703,0.744558208843341,0,0.286544196468694,0.0739612716835513,0.0176816165047801,0,0.123910524559114,-0.25819502144704,0,0,0,0,0,0,-0.152632570530876
BV010082.Index,0,0.0677524363542204,0,0,0.0211876772330487,0,0,0,0,0.0424814517243996,-0.156442604865593,0,0.172279362411891,0,0,0.0736639015112735
CVIX.Index,0,0,-0.0630107307103024,0,-0.00909024024990016,0,0,0,0,0,0,0,0,0,0,0.145482264032962
DXY.Curncy,0,0.00152865846197597,0,-0.0222456819524135,0.00134134210824932,0,0,0,0,0.0117020416472467,-0.0188907774208407,0.0803094106957089,0,0,0,-0.0401196018690385
SPX.Index,-0.00267758212416585,-0.00138002766457139,-0.0109691112736095,0,-9.01578627745083e-05,0.00996052968335169,0,0,0.00797952942362925,0,-0.00845047495161044,0.0595830549662984,-0.00611597501660118,0,0,-0.0572158041088471
VIX.Index,-0.328055125861857,0.766327081420822,-0.12749733833255,0.886690752247692,0.11500777152408,-2.77555756156289e-17,-0.143356993334671,0.138461970383726,-0.262422275927874,-0.164291919793608,-0.757500390459925,-0.229991200680448,0.728028141276825,0,0,0
