,BTC,ETH,BCH,XRP,DASH,LTC,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.258777893916409,0.0500248725268977,0,0.0875385871941092,0.0437994655408544,0,0,0.0524874842139419,0.117701728889884,0,0,0,0,0
ETH,0.172273581274698,0,0,0,0.062857067040302,0.254541917412755,0,0.0797371737379625,0.189814548095887,0,0.0232543384058753,0.0982503506339714,0.0324289474697223,0.00774339987401891,4.33680868994202e-19,0,0,0,0,0.0193489283177326
BCH,0,0,0,0,0,0.22039097413628,0.426856209360684,0,0,0,0.193170322332618,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0726300169193401,0,0.162121996582388,0.0509583029571294,0.0683977242475437,0,0.140337501399394,0,0,0.0665450306486554,0,0.0106156729238789,0.0805902721279987,0,0,0,0,0.0626630580386804
DASH,0,0,0,0,0,0.113334957249906,0.290620862835091,0,0,0,0,0,0,0.271005629482317,0,0,0,0,0,0
LTC,0,0,0.0822079097455662,0,0,0,0.0486901346882238,0,0.0639505260923672,0.65589269146969,0.0353995601433309,0,0,0.148620298396173,0,0,0,0,0,0
XEM,0,0,0.165014578750152,0,0.213077237371816,0,0,0,0,0.0354426283722544,0,0.101174819802852,0,0,0.193357618760395,0,0,0,0,0
MIOTA,0,0.16340804562544,0.13589340369788,0,-0.553506529641849,0.277811650509481,0,0,0,0.150084805827444,-0.508750266904965,0.206909427943055,0.66894783324768,0.158020920877715,0.382544197865165,0,0,0,0,0.0905782454789069
XMR,0,0,0,0,0.0978869779029818,0.0641552086739538,0.48686534220685,-0.115604250726355,0,-3.46944695195361e-18,0,0.215488578229284,0.175289218326732,0,0,0,0,0,0,-3.46944695195361e-18
ETC,0,0,0,0,0,1.15648752516905,0,0,-0.0652630169309265,0,-0.054708717982339,0,0,-0.0921337258980591,0,0,0,0,0,0
NEO,0,0,1.00191913597913,0,-1.14338224365854,1.38777878078145e-17,0,-1.2044914297119,-1.73472347597681e-18,0,0,0,0.996372103441833,1.04066740712979,0.293596457936529,0,0,0,0,-0.102825973628767
ZEC,0,0.164457399530177,0,0,0,0,0.273807987784212,0,0.0789279051632013,0,0,0,0.258633612151168,0,0,0,0,0,0,0.256086380553164
EOS,0,0,-0.161319611184896,0,0,0,0,0.932665956655334,0.341820887273964,-0.276629532909789,0.452738559080338,0.403472507989139,0,-0.261711558550139,-0.405015609911482,0,0,0,0,0
BAT,0,0,-0.216866393305406,0,0.537945005931037,0,0,0.491487523903179,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0.461192495773781,0,0.266094518832905,0.162302841675362,0,0,0,0,0.0265964970867774,0,0,0,0,0,0.0772895364922075
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122132835904758
CVIX.Index,0,0.391367715621344,0.0904560285458204,0,0,-1.38777878078145e-17,-0.235096338112355,0.00970811193389211,0.155640377752801,-0.225455050584659,-0.0372090761431017,-0.162166342023558,-0.0726787242633737,0.0814250592025373,0,0,0,0,0,0.122724099944695
DXY.Curncy,0,0,0,0,-0.0298283074173325,0,0,0,-0.0188948708850396,0,-0.0061216969467226,0.0282458988560301,0.0176377401883263,-0.00401423340428672,0,0.154578963182655,0.0222093762468554,0,0,-0.00554118707310757
SPX.Index,0,0,0,0,-0.00417818239089697,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,-0.0360909248302877
VIX.Index,0,0,0.121043500361958,0,0,0,0,0.00604776985125657,0.0203215017224572,0,-0.0565187304119018,0.100655594648012,-0.111934858718767,2.16840434497101e-19,0.00928631339011103,-0.628242811134309,0,0,0,0
