,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.341564792051174,0.111990515822228,0.0843584683008731,0,0.0982015433187488,0,-0.0287313262131538,0.024796344917513,0,0,0,0,0,0
ETH,0,0,0,0,0.489294812526814,0.300638880740249,0.210305662039834,-0.14768394092033,0.0299083153273226,0,0.0849163760164799,-1.73472347597681e-18,-0.0296195316914456,0.105981705827786,-0.00279419699947159,0,0,0,0,0
XRP,0,0,0,-0.0477180919875618,0.231762725698241,0,0.120384110374097,0,0,0.28623374376663,0,0,0.0521019581752265,0,-0.0391925001943575,0,0,0,0,0.0122571051832784
BCH,0,0,-0.400707455732934,0,0,-0.519124878143185,0.285635796189871,0.0317268426849376,0,0,0.785535979216066,0,0,0.131860743333251,0,0,0,0,0,0
LTC,0,0.0266700664696597,0.0739766293951418,0,0,0.0847908512315064,0.00431046225506996,0.268792063995441,6.26686839496375e-05,0.0519453693659682,0.305772631441312,0,0,0.0184474460008816,0,0,0,0,0,0
DASH,0,0.212815095844168,-0.0562654257444691,0,0.110453415400903,0,0,0,0,0,0,0.0290592276927633,0.0691518336358003,0.0851011069744233,0,0,0,0,0,0
XEM,0,0.238359134347897,0,0,0,0,0,0,0,0,0.302643847701055,0.116758328985017,0.0190185323912257,0.0367715931850922,0,0,0,0,0,0
NEO,0,0,-0.737564002842285,-0.0884164668638052,0,-0.131094841950127,0,0,-0.269924944908474,1.45495283376061,0,0.211673872676283,0.459634803956117,0.394631498797784,-0.0741024543493367,0,0,0,0,0
MIOTA,0,0.329681670391241,0,0,0,0,0.211098540724109,0,0,0,0,0,0.339838606220339,0,0.434689414671729,0,0,0,0,0
XMR,0,0,0.13165938208505,0.0937234425941733,0.411168104094248,0,0,0.0350998450270973,0,0,0,0.050380054023862,0,0,-0.0227840984123459,0,0,0,0,0
ETC,0,0.165695014030508,0,0.162120596237692,0.501144641299297,0,0,-0.0605467000751688,0.109589770302488,0,0,0,-0.082262514105909,0,0.086090154640526,0,0,0,0,0
ZEC,0,-1.29291173408039,0,0.0861549349950902,0,0.7979919956625,0.430731710044144,-0.102275109591591,-0.412548008286048,1.85018279406618,0.135755514774822,0,0.127230280152971,0.0996968182492736,0.58681907074497,0,0.844506956678163,0,0,-0.683562499167153
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0.716837395353251,0.447053791253771,0,-0.320216917535059,0,-0.187402813733092,0,0.0699713277427869,0,0,0.636603000024977,0.0255309590974095,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0.272798053627674,0,0.000941382817841063,0.56236373139447,-0.0672241151073177,0.0674775435740669,0,0,-0.651633676081515,0,0,0
BV010082.Index,0,0,-0.0177227696275262,0,0,0,-0.0804525159840231,0.0502014087267827,0.0839037382563617,-0.146666820963889,0,-0.0690323156675013,-0.0611123112756538,0.0475165242884137,0.0456342193857019,0,0,0,0,0
CVIX.Index,0.271609175531344,0,-0.152122770674449,0.0807351845839266,-0.345967308681606,-0.0991146485431862,0.146825833262578,0,0,0,0,0.0391658718196736,0.00513481143388189,-0.000622143191885128,-0.0709477152043421,0,0,0,0,0.246175841321958
DXY.Curncy,0,0,0,0.00687909137665235,0,-0.0125725291083923,0,0,-0.00528121461796594,0,0,0,0,-0.00623440505590139,0.0169876539416832,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00367325791373403,-0.0117014234476375,0,0.0107165903473338,0,0,-0.0103544106322473,-0.0152447543044358,0.00716093424782899,0,0,0,0,0,-0.0222393082728884
VIX.Index,0,0,0.257783169853625,0,0.00432863173528492,0,0,0.0333417431457203,0,0,0,-0.0218635911791829,0.190320800154135,0,0,0,0,0,0,0
