,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.032407052330201,0,0,0,0,0,0.0184517108345012,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,-0.107529043923756,0.107612783783401,0,0.073510019475501,0.723669828689081,0.254435027298396,-0.0939845323124534,-0.271099669228722,0,0,0,0,0
LTC,0.626000683680739,0,0.0302482432713357,0,0.0250150584098495,0,0,-0.00937532439631854,0,-0.0786763300312501,0.00158641016904919,0,0,0.0325959243787364,0,0,-0.0423467055880644
ETC,0,0,0,0,0,0,0,-0.0637133453070152,0,0,0,0,0,0,0,0,-0.143441623805272
XMR,0,0.333571460156998,0,-0.73064024031938,-0.143392408213443,0,-0.49578690833434,0.311596205547679,0,0.086768756862798,-0.126008041932484,-0.216965550381744,0,0,0,0,0.207681523552737
DASH,0,0,0,0,0,0,0,0,0,0,-0.0570777068264045,0,0,0,0,0,0
XEM,0,0,0,0,0.136014745834704,0.228615953102496,0,0,0,0,0,-0.192555396586752,0,-0.678476308604218,0,0,-0.154704443445558
DOGE,0,0,0.0286113530149851,0,0,0,0,0,0,0.149493902861934,0.0396246425088236,0,0,0,0,0,-0.0616331798465554
XLM,-0.331477236587507,0,0.699296637845895,-0.564897271503821,0.384048235470822,0,0,0,0.501987414496482,0,0.017227275540447,0.484545889310719,0,0.669662316652031,0,0,0
NEO,1.73896655309285,0,0,0,-0.703124915751206,-2.49174490637162,-3.09327210978362,1.0694509308727,0,0.818765795287489,0,-1.62967810464911,0,0,0,0,1.7512298842018
DGB,0.925236552934207,-0.576858878324656,-0.219238579756631,0,-0.407549665841063,-0.25421237613724,0,0.146556537094657,0,0.342558346270482,-0.104615260806088,0,1.79414478345849,0,0,0,0.259861907179048
BV010082.Index,0.0812704441150789,0,-0.041146743763611,0.018504099892319,0,0.0835773045933942,0.129196468149472,0,0,-0.0484342065507788,0.0228836479157786,0.0775174755533817,0,0.22068154573248,0,0,-0.147091937533247
CVIX.Index,0,0,-0.0424830155822184,0,-0.00703199475892556,0,-0.215454578844952,-0.135197929245159,0,0.143106130570241,0,-0.0689335693689671,0.783091805303521,0,0,0,0.133427918701392
DXY.Curncy,0,0,-0.0179447801978123,0,0,0,0,0,0.0152138996649596,0,0,0.0126809175016361,0,0.0466324053723185,0,0,-0.012136890372537
SPX.Index,-0.0473819662421306,-0.05618947264385,0.0154102280372112,0,0,0,-0.00937343431921147,0.0212956386382216,0,0.00582807819505062,0.00423023100191285,0.0135496586587411,0,0,0,0,-0.0617652857992434
VIX.Index,0,0,0,0,0,0,0,0,0,0,0.0534870741581944,0,0,0,0,0,0
