,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.162974054286001,0.1572878926813,-0.074897900722579,0,0.0981635105081849,0.102916577520307,0.409331738642573,0.0278342182690757,0.139979596826286,0.158494378318812,0,0.00577180436314376,0,0,0,0,0,0
ETH,8.67361737988404e-19,0,0,0.0194275479805236,0,0.195654580539461,0.0637416289955655,0.0274071101231712,0,0.0429410504995551,0.178491081904224,0.0566797500513895,0.0861273876306369,-1.73472347597681e-18,0.167505306050438,0,0,0,0,0
XRP,0,0,0,0.0834560121210485,0,0,0.0301655339107265,0.287226000033743,0,0,0.104091852790158,0,0,0.0957976607328178,0.166785660578721,0,0,0,0,0.0414100181724394
BCH,0.0632162024070454,0,0,0,0,0,0,0.106720894274222,0.0749328150209909,0,0.0455529386467483,0.541871994648902,0,0.0324132506667593,0.0776896661241299,0,0,0,0,0.0967162561429958
LTC,0,0,0,0.222559202726591,0,0,-0.0771273277634092,0,-0.170655509381535,3.46944695195361e-18,0.310161954985901,0,-2.77555756156289e-17,0,0.386848773026203,0,0,0,0,-0.0605366440457071
ADA,0,1.06504272465267,0,0,0,0,-0.115274731475077,0,0.223944391095996,0.0188367847868625,0,0,0,0,-0.159184941106024,0,-0.2439314263688,0,0,-0.109222204925945
NEO,0,0.871183096343678,-0.108890067609824,0,0,0,0,0,0,-0.0205510849472019,0.0947278212317551,-0.0223156290445051,0,0,0.158981315619743,0,-0.434247672986095,0,0,-0.128498279915466
XLM,0.410129493956735,0.0636141616863206,0.504021402747237,0.11486307514363,0,0,0,0,0.0140808059813174,0.160060272935854,0.0336941155483017,0,0,-0.165851814551343,0,0,0,0,0,-0.0885148850757253
EOS,0.289478696438648,0,0,0.277382730007688,0,0,0,0,0,0.107869039712412,0,0,0.1938201151198,0,0.0378052513264985,0,0,0,0,-0.0679098391039877
XEM,0,0,-0.119097482513934,0,0,-1.38777878078145e-17,0,0.499923459963171,0,0,-0.518085420570449,0.197076828613094,0,0.671498662017541,0,0,0,0,0,0
XMR,0.497012210300018,0,0,0,0,0.257565900326024,0,0.303343545980062,0,-0.354882043922162,0,0,0.458205815825307,0,0,0,0,0,0,0.17713114029363
DASH,0.277607742681937,0,0,0.462007829203043,0,0.172020834565313,0,0,0,0.0349697252428026,0,0,0,0.0750176828251701,0,0,0.377972845755881,0,0,-0.0644607964949453
MIOTA,0,0,0,-0.292194482478188,0,0.170011411377355,0.146748654737724,-0.100306586722061,0.459670641625441,0.0714028025122172,0.299266857139636,0,0,0.188327746374885,0.251868190376755,0,0,0,0,-0.0610223654093839
TRX,0,0,0.0158836076971009,0.435435200364069,0,-0.026125981197908,0.112964370381083,-0.511314969837571,0,0.14011503863599,0.0768436318275134,0.445198305682587,0.274929576783974,0,0,0,0,0,0,0
ETC,0,0,0.636191398742573,0,0,0,0.112636407409117,0,0.253647678776672,0.0822498670977561,-0.22954394490824,0,0,0.126931901874049,0,0,0,0,0,-0.0643994518539421
BV010082.Index,0,0,0,0.101359432194187,-0.101162267326179,0,-0.00120208433911722,0,0.108983834287287,0,0,0,-0.0978353642158528,-0.0763946292701621,2.16840434497101e-19,0,0,0,0,-0.0489334968932114
CVIX.Index,0,0,0,0,0,0,-0.106682770735758,0,-0.140647865985492,-0.0980215500737261,-0.0392206368913515,0.376840737808749,0,-0.0395179451853604,0,0,0,0,0,0
DXY.Curncy,-0.0869897407659641,0.169162615192295,0,-6.6813940617906e-05,-0.0165703303714773,-0.0304275690335424,-0.00308010155940715,-0.0294770737152791,0,0.00615780689544443,-0.0125647019885354,0.0696612925597536,0,-0.0199645437299535,-0.0234534260556845,0.0423612786662782,0.0319324248504946,0,0,0.0183069188127706
SPX.Index,0,0,0,0,0,0,0.0340367765175682,0,0,0.0122462267025141,0,0,0,-0.0359644840081467,0,0,0,0,0,-0.0474230354401476
VIX.Index,0,0,0,0.584533323170947,-0.639978528856547,0,0,-0.678892296743526,0,0.327379200096471,0.510648977598036,-0.465333678633957,-6.93889390390723e-18,0.112951704950905,-0.0878067624154033,0,-0.462617611072753,0,-5.29361786960676,0
