,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0530096003415351,0,0.161918224325841,0,0.005373682193046,0,0,0,0.0585695678313603,0.199091681115752,0.0278456323577183,0.164686691448373,0,0,0,0,-0.0231499296043802
XRP,0,0,0.00847836795908055,0.218814568484459,0,0,0,0.0329645936810804,0,0.0387408175054111,0,0,0.173203952356271,0,0.315133619793441,0.109702784590191,0,0,0,0.023837797993161
ETH,0,0,0,0.289316860134755,0.0325510536278029,0,0,0.162223442363293,0,0,0.384329327857823,0.195775678078432,0,0,0.14175364228958,-0.337244827248387,0.226362972355504,0,0,0
BCH,0,0.415112941595472,0.166965465603016,0,0,0,0.173433484354463,0.0153902997798704,0.454142975518628,0,0,0,0.0281571742261598,0,0,0,0,0,0,0.071540622069503
EOS,0,0,0.0463809615022125,0,0,0,0,0,0.238910274497395,0.466283372079171,0.16811893304934,0.140382256566862,0.0747039409873591,0,0,0,-0.0200902785783487,0,0,0.0519823265958333
XLM,0,0,0,0,0.0845718816444077,0,0,0.111865727348574,0.165484164246554,0.074348954477191,0,0.0384325406592185,0.214302649047248,0.0913552347065043,0,-0.107550533145732,0,0,0,-0.0235739586049317
LTC,0,0,0.397152664750265,0.384938652517019,-6.93889390390723e-18,0,0,0.0163329640906268,0,0,0,0,0,0,0,0,0,0,0,0
TRX,0,0,0.293478193276482,0.683139339515558,0,0,0.162937922901879,0,-0.616573411389859,1.38777878078145e-17,0,0.207175926618288,-0.0308737079294629,0,0,0,0,0,0,0
BSV,0,0,0.0155328748046898,0.475402980411653,0.198248210219972,0,0,0,0,0,0.0684994181849351,0,0,0.0436495826500948,0,0,0,0,0,-0.0846537835560738
ADA,0,0,0.290456160963802,-0.221617954505392,0.218499658879499,0,0.34867124573939,0.090802087351389,0.160275241155927,0,0,-0.021559671201469,0.164439169004115,0,0,0,0,0,0,0
MIOTA,0,0.187325743642471,0.37623587268976,0.0142303632707099,0,0,0,-0.0432036533124806,0.0766281148335775,0,0,0,0,0.406454580153715,0,0,0,0,0,0
BNB,0.989615995121557,0,0.103611442066086,-0.757505266630692,0.217415896754999,0.054075865484069,0.207791309341886,0.283482451303573,0,-0.104158204831719,0,0,0,-0.396574958722123,0.750577649434516,0,-0.137015925072327,0,0,0.0438764348213095
XMR,0,0,0.3097594721129,0,0,0.196622356905983,0,0,0,0.121429076379474,0.0465605613557503,0.234458105934109,0,0,0,0,0,0,0,-0.0366509121376287
DASH,0,0,0,0,0,0,0,-0.107569168616937,0.130400417871791,0.291546607096099,0.127054045245733,0.0600129129915705,0.189374168642859,0,0.224598058046742,0,0,0,0,0.00902853217199357
XEM,0,0,0,0.32774372118772,0,0,4.33680868994202e-19,0.0238936707155427,0,0.367984111583262,0,0,0,0,0,0,0,0,0,-0.0123929502850417
BV010082.Index,0,0,-0.525687439506425,0,0.277823120739667,0,0,0.167664086782918,-0.0279076017720898,0,0.0980577132573327,0,-0.124631124910955,0,0.216117381954151,0,-0.0714444998237995,0,0,-0.185308426683637
CVIX.Index,0,0,0,0,0,0,0,-0.049203302309595,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,-0.00781208930227099,0,0,-0.0346125848531777,-0.0147215353623951,0,0.015060104455145,0,0,0,0.0413769190609018,0,0.0385910665155642,0.0148154763210538,0,0,-0.00223344772003828
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0.0138617233034397,0,0,0,0.219011116497121,-0.0317037002886549,0,0,-0.0959772322257827
VIX.Index,0,0,-0.469868092555926,0,0,0,0,0.0655975741609667,-0.145438165775263,0,0,0.881632978766203,0,0,0,-0.851884798419183,-0.186382409878591,0,-2.05060123828063,0
