,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.178817990141716,0.0634744405189108,0.28397289924542,0.0384613104074198,0,0,0,-0.0530474484243207,0,0,0,0,0,-0.101872663377736
ETH,0.416455115171154,0,-0.101673576547648,0,0,0.248664786472165,0,0.0303754515387778,0.0870864502997554,0,0,0,0.163970003431008,0.0961656174817044,0,0,0,0
XRP,0.516212095767013,-0.258403534766426,0,1.13445502956885,-0.122562537747094,-0.215499992751752,0.159121537593937,-0.141657813313683,0,0,-0.239367638567466,-0.0625927227405346,-0.0382787218326636,0.564435292238668,-1.27310342619296,0,0,0.0161430305298854
LTC,0,0.0504101802794601,0,0,0,0.0610056225810039,0,0,0.0828980200368277,0,0.0414110786728311,0,0.00365817270982851,0,0.363875181521948,0,0,0
XMR,0,0,0,0,0,-0.0596485664338041,0,-0.0571144671399139,0,0.312517230231827,0,0.044499115094614,0.142054473407849,0,0.222080926111298,0,0,0
ETC,0.678290034481078,0.219145381329761,0.106457231651509,0.747593211510362,-0.282783752046889,0,-0.138396509298007,-0.299134406039842,0,0,0,0.227046615976662,-0.195637552754241,0,-0.625775646437961,0,0,0
DASH,0.469896830869378,0,0,0,0,0,0,0.078739142916333,0,0,0.254781328189909,0.121418407203514,0.0320215605676101,0.777376512479904,0,0,0,0
XEM,0,0,0.430587962713439,0,-0.255947364539299,0,0,0,0,0,0,0.0805635472219112,-0.217387251652325,0,0,0,0,0
ZEC,0,0.602257644045883,0,0,0,-0.0505299203322905,0,-0.0311629027135409,0,0,0.112027238154836,0,0,0,0,0,0,0.0292994721690495
DOGE,-0.0930471731820489,0,0.0621350434983036,0,0.341647465046492,0.125205263401908,0.122893412103145,0,-0.355014776668058,0,0,-0.0213877434167192,-0.0292702835565547,0.455274807166543,0,0,0,-0.0893665562491433
XLM,-0.0181864306805519,-0.333259742351759,-0.27556426681233,0.163720816671714,0.308923426489563,0,0.307147596022423,0,0.909447684348136,0,0,0.205727648251705,-0.262999984574256,-0.767213856115126,0,0,0,-0.104792739385731
NEO,0,-0.282838271093947,0,0,0,0.416715703103404,0,0.0532240209297997,0,0,0.277855985819284,0,0.303835800111842,0,0,0,0,0
DGB,0,0,0,0,0.115696513287669,-0.0572069657190737,0.203090885324944,0,0.551267857471012,0,-0.379899825701354,0.472264621522102,0,0,0,0,0,0.114991667627979
BV010082.Index,0,0,0.0951123398371383,0,0,-0.0106287535133095,0.146895380743602,0.0598040942909308,0,0,0,0,-0.0375459961906932,0,0,0,0,0
CVIX.Index,0.391109170096466,-0.353378468777626,-0.404768607747019,0.752242894673828,-0.0566909040965366,0,0.0299930224490365,-0.0837743782952962,0.14756456690328,0,-0.149042117315063,-0.143232899070711,0.0245395021359389,0.29903864738429,0,0,0,0.0371693809053035
DXY.Curncy,-0.0547082660589628,0,-0.0724376788283586,0,0,0.0139838153721879,0.0476493715028042,-0.00831106608632732,0,0,0,-0.0103518354867239,-0.00154483919668745,0.154868064931057,0.0896617592208823,0,0,-0.0311918120904944
SPX.Index,0,0,0.0177679478752751,0,0,-0.0068957730068809,0.0109016259701262,0.00288244016287987,0,0,0,0.00323557807077385,0,0,0,0,0,-0.0431406064764874
VIX.Index,-0.23989469502757,0.283985205547515,0.204757061857134,0.0371187910857716,0,0.00955850519192208,0,0.0742802511344385,0,0,0.00915313635323418,0,-0.333348559332525,1.07233704034299,1.16156550023987,0,-10.1212297973358,0
