,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.399700316695873,0,0.0483796732945089,0,0.158441988828751,0,-0.197748521961516,0.0773291214805508,-0.0196822026566294,0.289958065999022,-0.044691344418083,0.0116885338445252,0,0,0,0,0.0321538783622418
ETH,0,0,0.0438161415912035,0.326140892496202,0.337333028819074,0,0.13658338290761,-0.070914349089308,0,-0.0325716656573036,0,-0.101882178373595,0,0.0349479957285352,0.175528912259647,0,0,0,0,0
XRP,0,0.21761775142761,0,0,0,0,0,0.0678928104284407,0.567403321410394,0.0536450962871396,0,-0.0198285271107593,0,0.00357241578574055,0.0948909219545116,0,0,0,0,-0.108935084457776
BCH,0.425116033960216,0.412038749171655,0,0,0.0649277478513065,0.0307200055193896,0,0,0,0,0,0.0214443777598335,0,0.214643067816081,0,0,0,0,0,0
LTC,0,0.652113459060993,0,0,0,0.0470325618988151,-0.0263721165168835,0,0,0.134692336888918,-0.0272516246020278,-0.0172360144540302,0.424620522983581,0,0,0,0,0,0.957229398464638,0.0657703730383633
EOS,0,0.0866759435326315,0,0.46833961997434,0.120035239902824,0,0.838177752364843,-0.872980743783139,0,-0.504419119599202,0.978865423130381,0.138571013180901,1.02266490180821,-0.499429226571345,0,0,0,0,0,-0.666132200964876
ADA,0,0.264080830130816,0,0,0,0.503186568257389,0,0.432121646547957,0,0,-0.147029437959123,-0.268527499862093,0.248079298695058,0.200347962824597,-0.182557730446861,0,0,0,0,0
XLM,0,0,0,0.111773242357302,0,-0.0456817250444352,0.243303589251778,0,0,0.543585655841839,0.223576441895742,0,0,0.0923192425869702,0,0,0,0,0,0
NEO,0,-0.188011298964107,0.125326760911213,-0.121494474500628,0.141619599297111,0.178836009634432,0,0.176243125830747,0,0.325933017772513,0.376340155747207,-0.00406793480319396,0,0.0774561663345628,-0.117433616069833,0.0714599085024,0,0,0,0.0978641746499007
MIOTA,0,0,0,0.0169586954489208,0,0,-1.73472347597681e-18,0.0221972641569373,0.365407618709804,0,0,0.0683226928807862,0,0.176628643464933,0,0,0,0,0,0.128267077913364
XMR,0,0.423239763461658,0,0.0381192706173107,0,0,-0.272870167899747,0,0.713249843925283,0,0,0.0659830332214176,-0.0424104336131052,0,-0.059596259745673,0,0,0,0,0.0315664155169445
TRX,0,-1.14261984984212,-1.00844130285803,1.32378298521785,0,0.808528060681862,-0.524713119136706,0,0,1.84196584927254,-0.906602246902826,0,0,0.25758172947318,0.308005755908195,0,0,0,0,0.0575036175386178
DASH,0,0,0,0,0,0,0.114402414085415,0.0765287998189818,0,0.20223840579204,0,-8.67361737988404e-19,0,0,0.0262984731142235,0,0,0,0,0.258094406496216
XEM,-0.0130044628511164,0.361032520655886,0.256826064691463,0,0,-0.340611390619288,0.324925090388292,0.0696120888948397,0.303311970067395,0,0,0.169474636121868,0,0,0,0,0,0,0,-0.120411153001607
BNB,0,0.577212941100808,0,0,0.223718210533892,-0.0999224153893769,0,-8.67361737988404e-19,0,0,0,0.109956830087077,0,0,0,0,0,0,0,-0.048000385594273
BV010082.Index,0,0,0,-0.0168539466511331,0,0.00281315796635119,0.034061805713358,0,0,0,-0.0861966930920053,-0.0246276685828104,0.130596390969207,-0.0705341577484721,0.0148435290185215,0,0.187426974756174,0,0,-0.0548018809696062
CVIX.Index,-0.0440659344463758,-0.167137979793205,0,-0.055814118639297,0.060923997113496,0,0.0401904629421687,0.0598294306333035,0,0,0,-0.014169433184886,0.0369721602471052,0,0,0.0954125860290295,0,0,0,0.0504929008912711
DXY.Curncy,0,0,0,-0.0748242477035048,0.0411135603234502,0.0152492594719012,0,-0.0114174359988793,0.00346770737790828,0,-0.00820299407502438,-0.00922758653625737,0.0737086429483958,-0.0171557867596218,0,0.0478329792212851,0,0,0,-0.00659877927476622
SPX.Index,0,-0.113855227112833,0,0.0568738389961343,0.0918402573257141,0.0184504636412489,-0.0312916244198821,0.0229073740717984,0,-0.01826991749077,-0.00774838236241499,-0.00726843120710265,0,0,-0.0339923175220802,0.132704657244247,0,0,0,-0.127649936130048
VIX.Index,0,0,0,0,0,-0.104224387194551,0,0,0,0,0.0391055480967027,0.0406582914725659,0.687721102662956,4.33680868994202e-19,-0.353125837063732,0,0,0,-4.3371880604578,0
